España											
Actualizado: viernes, 09 enero 2015 a las 09:00 hora oficial											
Fecha: jueves, 08 enero 2015											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	14.7 (14:40)	10.8 (04:20)	12,8	61 (12:30)	48 (11:50)	0	0	0	0	0
As Pontes	A Coruña	12.5 (16:40)	3.9 (02:40)	8,2							
A Coruña	A Coruña	15.0 (15:10)	9.1 (04:50)	12,1	31 (10:40)	17 (10:40)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	15.9 (15:00)	6.3 (01:10)	11,1	30 (11:00)	19 (10:50)	0	0	0	0	0
Carballo, Depuradora	A Coruña	15.1 (14:40)	3.1 (00:50)	9,1			0,2	0	0,2	0	0
Cabo Vilan	A Coruña	14.2 (15:00)	10.4 (00:50)	12,3	37 (10:30)	28 (10:30)	0	0	0	0	0
Vimianzo	A Coruña	13.4 (14:30)	6.3 (01:50)	9,8							
Fisterra	A Coruña	12.3 (14:30)	9.9 (01:00)	11,1	40 (10:50)	28 (10:40)	0	0	0	0	0
Mazaricos	A Coruña	11.8 (15:50)	7.0 (01:30)	9,4							
Sobrado	A Coruña	13.0 (15:00)	-1.3 (06:30)	5,9			0,6	0	0,6	0	0
Santiago de Compostela Aeropuerto	A Coruña	14.1 (15:10)	3.9 (07:20)	9	18 (15:50)	11 (16:00)	0,2	0	0,2	0	0
Noia	A Coruña	13.1 (14:30)	8.1 (03:20)	10,6	17 (11:20)	8 (02:40)	0,2	0	0,2	0	0
Monte Iroite	A Coruña	14.8 (09:50)	6.9 (21:30)	10,9	29 (05:30)	20 (05:30)	0	0	0	0	0
Boiro	A Coruña	13.5 (16:00)	6.2 (01:10)	9,8			0	0	0	0	0
Padrón	A Coruña	15.6 (16:10)	6.1 (10:00)	10,9	27 (10:00)	20 (07:40)	0,2	0	0,1	0,1	0
Santiago de Compostela	A Coruña										
Rois, Casas do Porto	A Coruña	13.7 (15:30)	7.2 (09:00)	10,4			0,2	0	0,2	0	0
Ossa de Montiel	Albacete	14.4 (11:50)	-4.5 (08:50)	4,9	16 (15:10)	9 (15:40)	0	0	0	0	0
Villarrobledo	Albacete				11 (15:20)	4 (12:00)	0	0	0	0	0
Munera	Albacete	10.4 (15:40)	-5.4 (08:20)	2,5	15 (12:40)	10 (12:40)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	16.9 (15:50)	-2.3 (08:30)	7,3			0	0	0	0	0
Yeste	Albacete	15.8 (16:10)	-0.2 (08:30)	7,8			0	0	0	0	0
Hellín	Albacete	14.1 (15:40)	0.4 (08:40)	7,3	29 (21:30)	14 (21:30)	0	0	0	0	0
Tobarra	Albacete	14.8 (15:40)	-1.1 (08:20)	6,9			0	0	0	0	0
Chinchilla	Albacete	10.6 (13:40)	0.2 (09:40)	5,4		19 (23:40)	0	0	0	0	0
Albacete	Albacete	13.9 (15:50)	-2.3 (08:40)	5,8	12 (20:30)	5 (15:20)	0	0	0	0	0
Alcalá del Júcar	Albacete	12.2 (15:50)	-3.2 (07:40)	4,5	15 (15:20)	6 (16:10)	0	0	0	0	0
Almansa	Albacete	13.8 (16:10)	-3.2 (08:50)	5,3	17 (14:00)	6 (14:40)	0	0	0	0	0
Orihuela	Alacant/Alicante	15.1 (16:30)	2.7 (08:10)	8,9	17 (10:40)	10 (11:10)	0	0	0	0	0
Pinoso	Alacant/Alicante										
Rojales	Alacant/Alicante	16.3 (16:00)	4.4 (07:00)	10,3	26 (11:50)	15 (11:50)	0	0	0	0	0
Villena	Alacant/Alicante	14.6 (16:10)	-1.7 (01:30)	6,5	15 (19:10)	10 (19:10)	0,2	0	0	0,2	0
Novelda	Alacant/Alicante	16.5 (14:30)	3.9 (08:30)	10,2			0	0	0	0	0
Elche/Elx	Alacant/Alicante	17.2 (15:30)	5.6 (23:20)	11,4			0	0	0	0	0
