España											
Actualizado: miércoles, 29 enero 2014 a las 09:00 hora oficial											
Fecha: martes, 28 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	11.8 (11:30)	6.5 (21:40)	9,2	174 (10:20)	113 (12:10)	4	0,6	1	0,6	1,8
As Pontes	A Coruña	9.1 (11:10)	3.2 (23:59)	6,2			34,6	3,4	10	5,6	15,6
A Coruña	A Coruña	12.4 (11:00)	7.0 (23:50)	9,7	89 (11:40)	50 (11:40)	6,2	1	1,4	3	0,8
A Coruña Aeropuerto	A Coruña	12.3 (11:00)	5.9 (23:59)	9,1	87 (13:00)	48 (13:00)	6,2	1	0,6	2,1	2,5
Carballo, Depuradora	A Coruña	11.8 (14:10)	5.5 (23:59)	8,7			4,6	0,2	0	1,2	3,2
Cabo Vilan	A Coruña	11.3 (14:10)	6.4 (23:59)	8,9	99 (09:20)	66 (09:20)	4,6	0,3	2,1	0,2	2
Vimianzo	A Coruña	9.6 (12:10)	4.7 (19:40)	7,2			9,2	0	0	4,2	5
Fisterra	A Coruña	10.9 (11:10)	5.7 (22:00)	8,3	114 (16:30)	72 (09:40)	9,2	0	7,4	1	0,8
Mazaricos	A Coruña	9.5 (11:10)	3.9 (22:40)	6,7			16,8	1	11,8	1,2	2,8
Sobrado	A Coruña	7.7 (11:50)	2.8 (23:59)	5,2			23,6	1,2	11,4	6,4	4,6
Santiago de Compostela Aeropuerto	A Coruña	9.9 (11:30)	2.8 (23:59)	6,3	71 (10:50)	37 (10:50)	17,9	0,4	11,2	3,5	2,8
Noia	A Coruña	10.7 (11:30)	5.1 (23:59)	7,9	74 (09:50)	23 (09:40)	17,2	1	8,2	3	5
Boiro	A Coruña	13.3 (12:40)	6.4 (23:00)	9,9			15,4	2	7,6	1,6	4,2
Padrón	A Coruña	12.1 (11:40)	5.5 (23:30)	8,8	69 (10:30)	39 (10:30)	13,6	0,6	7,6	3	2,4
Santiago de Compostela	A Coruña	11.6 (11:40)	4.4 (01:10)	8	40 (20:00)	12 (10:10)	14,4	0,2	7,3	4,5	2,4
Rois, Casas do Porto	A Coruña	11.5 (12:40)	4.6 (23:00)	8							
Ossa de Montiel	Albacete										
Villarrobledo	Albacete				55 (15:30)	29 (13:30)	3	0	0	0	3
Munera	Albacete	5.9 (15:00)	0.8 (06:10)	3,4	51 (17:40)	24 (14:50)	3	0	0	0	3
Yeste, Embalse Fuensanta	Albacete	9.6 (15:00)	4.8 (08:20)	7,2			0	0	0	0	0
Yeste	Albacete							0	0	0	
Hellín	Albacete	9.9 (15:20)	4.4 (07:00)	7,1	60 (00:40)	38 (00:40)	0	0	0	0	0
Tobarra	Albacete	10.3 (16:00)	3.7 (08:30)	7			0	0	0	0	0
Chinchilla	Albacete	5.0 (23:59)	-0.5 (08:00)	2,3	58 (21:40)	39 (11:00)	0	0	0	0	0
Albacete	Albacete	7.8 (23:30)	2.1 (08:10)	5	59 (22:50)	28 (23:30)	0	0	0	0	0
Alcalá del Júcar	Albacete	7.6 (22:30)	1.5 (07:40)	4,5	56 (21:00)	27 (17:00)	0	0	0	0	0
Orihuela	Alacant/Alicante	16.0 (17:20)	7.8 (08:30)	11,9	40 (00:20)	21 (13:40)	0	0	0	0	0
Pinoso	Alacant/Alicante	11.1 (16:30)	3.9 (08:30)	7,5	40 (18:10)	20 (13:10)	0	0	0	0	0
Rojales	Alacant/Alicante	15.8 (17:00)	9.8 (08:10)	12,8	58 (11:40)	36 (10:30)	0	0	0	0	0
Villena	Alacant/Alicante				59 (01:20)	35 (01:10)		0		0	0
Novelda	Alacant/Alicante	14.0 (16:00)	8.2 (08:00)	11,1			0	0	0	0	0
Elche/Elx	Alacant/Alicante	15.6 (16:30)	8.1 (06:50)	11,9			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	16.0 (16:40)	8.0 (23:40)	12	59 (12:10)	42 (12:20)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	15.5 (15:50)	9.4 (08:10)	12,4	48 (10:50)	23 (10:50)	0	0	0	0	0
