España											
Actualizado: domingo, 22 enero 2017 a las 14:00 hora oficial											
Fecha: sábado, 21 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	12.8 (14:10)	6.7 (09:10)	9,8	35 (04:20)	26 (04:10)	0	0	0	0	0
As Pontes	A Coruña	10.5 (15:10)	-2.9 (08:40)	3,8			0	0	0	0	0
A Coruña	A Coruña	13.4 (14:50)	2.6 (08:30)	8	27 (06:40)	21 (06:40)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	13.5 (14:50)	-1.9 (05:30)	5,8	30 (07:50)	15 (06:50)	0	0	0	0	0
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	12.7 (14:40)	4.0 (04:50)	8,3	28 (04:10)	21 (04:00)	0	0	0	0	0
Vimianzo	A Coruña	12.6 (15:30)	0.6 (08:30)	6,6			0	0	0	0	0
Fisterra	A Coruña	13.4 (15:40)	7.4 (05:10)	10,4	27 (23:40)	21 (23:30)	0	0	0	0	0
Mazaricos	A Coruña	10.5 (15:40)	-1.5 (08:40)	4,5			0	0	0	0	0
Sobrado	A Coruña	12.2 (15:40)	-4.3 (09:00)	3,9			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	11.5 (14:20)	-2.2 (06:50)	4,6	18 (13:00)	12 (13:00)	0	0	0	0	0
Noia	A Coruña	12.3 (14:00)	2.0 (06:40)	7,2	14 (05:30)	7 (05:40)	0	0	0	0	0
Boiro	A Coruña	13.8 (17:40)	-1.8 (08:50)	6			0	0	0	0	0
Padrón	A Coruña	14.2 (16:20)	-2.9 (08:40)	5,6	31 (07:10)	22 (07:00)	0	0	0	0	0
Santiago de Compostela	A Coruña	13.4 (16:30)	0.3 (09:30)	6,8	13 (00:50)	6 (00:50)	0	0	0	0	0
Rois, Casas do Porto	A Coruña	13.3 (16:10)	0.9 (09:00)	7,1			0	0	0	0	0
Ossa de Montiel	Albacete	7.9 (15:30)	0.4 (00:10)	4,2	28 (15:10)	15 (15:40)	0,2	0	0	0,2	0
Villarrobledo	Albacete	11.4 (14:20)	0.6 (00:10)	6	25 (14:30)	15 (13:50)	0,2	0	0,2	0	0
Yeste, Embalse Fuensanta	Albacete	7.0 (20:50)	0.7 (02:20)	3,8			14,2	1,2	5,8	5,6	1,6
Yeste	Albacete	4.7 (19:40)	0.2 (07:50)	2,4			27,8	0,6	6	14,8	6,4
Hellín	Albacete	7.5 (16:50)	3.0 (00:10)	5,3	44 (21:50)	25 (20:40)	0,8	0,8	0	0	0
Tobarra	Albacete	7.3 (17:20)	3.4 (03:50)	5,4			0	0	0	0	0
Chinchilla	Albacete	2.9 (12:00)	-0.5 (02:30)	1,2	36 (21:30)	22 (14:50)	1,4	0,1	0,8	0	0,5
Albacete	Albacete	6.9 (16:20)	1.5 (00:00)	4,2	23 (19:00)	7 (12:20)	0,7	0	0,1	0	0,6
Almansa	Albacete	3.1 (14:50)	1.0 (02:00)	2	28 (14:20)	12 (19:40)	13,4	1,2	3,4	4,2	4,6
Orihuela	Alacant/Alicante	11.6 (12:20)	7.5 (02:30)	9,6	53 (23:00)	26 (23:00)	0,8	0	0,8	0	0
Pinoso	Alacant/Alicante	4.8 (11:50)	1.8 (00:10)	3,3	50 (20:00)	22 (21:30)	7	0,6	0,8	3,8	1,8
Rojales	Alacant/Alicante	10.7 (16:30)	6.7 (01:20)	8,7	55 (17:20)	33 (19:20)	2,8	0	1,2	1,6	0
Villena	Alacant/Alicante	6.0 (10:20)	3.0 (00:00)	4,5	57 (18:10)	39 (18:20)	18,2	0,2	10,6	5,4	2
Novelda	Alacant/Alicante	9.2 (15:00)	6.3 (00:50)	7,8			4,2	0	2,2	1,6	0,4
Elche/Elx	Alacant/Alicante	11.3 (16:20)	7.0 (00:50)	9,2			1,6	0	1,2	0,4	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	12.1 (16:30)	7.6 (01:20)	9,9	55 (17:20)	39 (19:20)	4,7	0	4	0,7	0
Alicante/Alacant	Alacant/Alicante	11.2 (14:50)	8.0 (01:10)	9,6	60 (19:40)	28 (19:40)	6,6	0	4,2	2,2	0,2
Benidorm	Alacant/Alicante	11.2 (09:10)	7.1 (00:00)	9,1	74 (19:00)	39 (19:00)	48,2	1,2	6,2	20,8	20
Jávea/ Xàbia	Alacant/Alicante							4,4	4,4		
Pego	Alacant/Alicante	10.8 (09:10)	7.5 (00:00)	9,2	58 (15:00)	21 (15:00)	53,8	6,4	16,4	23,2	7,8
Alcoy/Alcoi	Alacant/Alicante	6.4 (08:40)	3.5 (01:00)	5	68 (18:30)	35 (16:30)	53,2	5	20,2	15,6	12,4
Vélez Blanco - Topares	Almería	2.3 (15:30)	-3.9 (04:40)	-0,8			3,4	0	0,8	2,4	0,2
Adra	Almería	16.1 (14:30)	7.8 (05:50)	12	25 (15:40)	14 (15:50)					
El Ejido	Almería	16.4 (14:00)	6.1 (08:50)	11,2			0,2	0	0	0,2	0
Roquetas de Mar	Almería										
Abla	Almería	7.3 (14:10)	0.3 (02:50)	3,8	28 (21:30)	12 (15:50)	1	0	1	0	0
Láujar de Andarax	Almería	7.0 (14:00)	-1.7 (01:10)	2,6	76 (22:00)	51 (22:00)	0,2	0	0	0,2	0
Almería Aeropuerto	Almería	13.8 (12:10)	5.7 (03:40)	9,8	35 (18:30)	23 (00:40)	0,9	0	0	0,9	0
Cabo de Gata	Almería	13.6 (13:10)	8.6 (01:00)	11,1	52 (20:00)	36 (20:00)	3,4	0	0	3,2	0,2
Carboneras	Almería										
Garrucha, Puerto	Almería				48 (21:10)	32 (22:10)	2,2	0	0	2,2	0
Albox	Almería	8.3 (20:50)	1.9 (01:10)	5,1	38 (22:50)	24 (13:40)	0,2	0	0	0,2	0
Huercal Overa	Almería	9.9 (19:20)	1.2 (05:40)	5,5	48 (21:40)	22 (21:40)	0,4	0	0	0,3	0,1
Aramaio	Araba/Álava	10.5 (15:00)	1.1 (00:00)	5,8			0	0	0	0	0
Amurrio	Araba/Álava	11.1 (15:10)	-2.5 (04:30)	4,3	13 (18:40)	5 (18:40)	0	0	0	0	0
Lalastra	Araba/Álava	8.1 (14:00)	-2.4 (23:00)	2,9	12 (12:40)	8 (12:40)	0	0	0	0	0
Opakua	Araba/Álava	9.3 (16:50)	-2.2 (01:00)	3,6	14 (22:00)	10 (20:20)	0	0	0	0	0
Vitoria Gasteiz Aeropuerto	Araba/Álava	10.7 (16:40)	-5.5 (07:10)	2,6	13 (14:00)	7 (14:00)	0	0	0	0	0
Labastida	Araba/Álava	10.8 (16:10)	-1.0 (05:30)	4,9	28 (18:00)	16 (18:20)	0	0	0	0	0
Leza	Araba/Álava	10.1 (16:40)	-2.3 (07:40)	3,9			0	0	0	0	0
Campezo/Kanpezu	Araba/Álava	10.9 (14:30)	-4.3 (08:10)	3,3			0	0	0	0	0
Cabrales	Asturias	10.7 (14:10)	1.4 (06:20)	6	15 (17:20)	12 (17:20)	0	0	0	0	0
Llanes	Asturias	11.9 (14:00)	3.4 (08:40)	7,6	23 (05:50)	13 (05:30)	0	0	0	0	0
Amieva, Panizales	Asturias	11.7 (16:30)	-1.4 (07:20)	5,1	14 (14:50)	8 (15:10)	0	0	0	0	0
Piloña	Asturias	12.2 (16:20)	-2.0 (08:00)	5,1	13 (17:20)	8 (18:00)	0	0	0	0	0
Colunga	Asturias	11.1 (15:00)	1.1 (00:00)	6,1	18 (09:30)	14 (09:40)	0	0	0	0	0
Gijón, Campus	Asturias	12.1 (15:30)	-1.5 (08:10)	5,3	17 (16:50)	10 (16:50)	0	0	0	0	0
Cabo Peñas	Asturias	11.3 (15:30)	4.7 (04:40)	8	27 (01:10)	20 (01:00)	0	0	0	0	0
Asturias Aeropuerto	Asturias	11.8 (13:50)	0.8 (09:00)	6,3	32 (07:30)	23 (06:20)	0	0	0	0	0
Puerto de Pajares	Asturias	4.7 (15:10)	-2.7 (23:30)	1	33 (03:20)	23 (09:50)	0	0	0	0	0
Pola de Lena	Asturias	11.4 (15:50)	-3.1 (08:50)	4,1	17 (17:20)	10 (17:00)	0	0	0	0	0
Aller	Asturias	9.7 (14:00)	-1.3 (08:40)	4,2	17 (15:20)	10 (15:20)	0	0	0	0	0
Mieres	Asturias	12.3 (16:00)	-2.0 (08:50)	5,2	9 (17:00)	5 (17:20)	0	0	0	0	0
Oviedo	Asturias	10.4 (16:10)	-0.6 (05:50)	4,9	19 (18:10)	10 (05:50)	0	0	0	0	0
Tineo, Soto de la Barca	Asturias	8.9 (17:10)	-3.0 (06:00)	2,9	16 (17:10)	10 (17:00)	0	0	0	0	0
Pola de Somiedo	Asturias	10.3 (14:50)	-4.2 (08:30)	3,1	23 (14:10)	7 (14:10)	0	0	0	0	0
Salas	Asturias	12.6 (15:30)	-1.3 (07:00)	5,7	12 (16:00)	7 (16:10)	0,2	0	0,2	0	0
Cabo Busto	Asturias	11.8 (14:30)	1.9 (08:50)	6,9	37 (09:20)	26 (06:50)	0	0	0	0	0
Degaña	Asturias	4.5 (14:40)	-2.8 (09:00)	0,9	22 (02:40)	15 (02:40)	0	0	0	0	0
Ibias, San Antolin	Asturias	8.9 (15:10)	-0.6 (04:40)	4,1	15 (15:30)	12 (15:30)	0	0	0	0	0
Villayón, Oneta	Asturias	9.9 (15:20)	1.1 (05:30)	5,5	20 (00:20)	10 (10:20)	0	0	0	0	0
Castropol	Asturias	12.6 (15:20)	-0.5 (07:00)	6,1	42 (06:50)	15 (07:20)	0	0	0	0	0
Taramundi, Ouria	Asturias	10.2 (15:10)	0.1 (07:10)	5,1	13 (11:40)	10 (11:40)	0	0	0	0	0
Puerto de Leitariegos	Asturias	3.8 (15:30)	-3.1 (00:10)	0,4			0	0	0	0	0
Muñotello	Ávila	7.1 (16:10)	-1.8 (07:50)	2,6	14 (18:40)	11 (18:40)	0	0	0	0	0
Ávila	Ávila	7.2 (16:10)	-1.7 (23:40)	2,7	22 (13:20)	13 (13:00)	0	0	0	0	0
Gotarrendura	Ávila	8.5 (16:20)	-4.2 (07:20)	2,2	15 (13:10)	9 (13:20)	0	0	0	0	0
Arevalo	Ávila	9.4 (16:00)	-4.5 (09:10)	2,4	16 (14:30)	9 (14:10)	0	0	0	0	0
Rivilla de Barajas	Ávila	8.0 (14:40)	-3.1 (09:00)	2,5	15 (15:00)	9 (08:00)	0	0	0	0	0
Navarredonda de Gredos	Ávila	4.7 (14:40)	-4.1 (23:59)	0,3	19 (10:40)	9 (15:40)	0	0	0	0	0
Barco de Avila	Ávila	9.4 (16:00)	-4.2 (06:00)	2,6	24 (17:00)	13 (07:30)	0	0	0	0	0
Puerto El Pico	Ávila	8.3 (16:00)	-5.2 (22:40)	1,6	15 (02:00)	8 (14:30)	0	0	0	0	0
Candeleda	Ávila	12.4 (17:00)	0.2 (06:20)	6,3	15 (13:10)	8 (13:10)	0	0	0	0	0
