España											
Actualizado: domingo, 17 enero 2016 a las 09:00 hora oficial											
Fecha: sábado, 16 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña									0	
As Pontes	A Coruña								0	0,2	
A Coruña	A Coruña	12.2 (15:40)	3.7 (08:40)	7,9	23 (11:50)	15 (09:30)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	15.0 (16:20)	-0.1 (04:30)	7,4	21 (00:20)	14 (23:30)					
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	12.8 (14:10)	4.4 (05:00)	8,6	34 (10:50)	25 (15:20)	0	0	0	0	0
Vimianzo	A Coruña							0			
Fisterra	A Coruña	12.3 (15:10)	5.0 (03:40)	8,7	52 (09:10)	27 (23:50)	0	0	0	0	0
Mazaricos	A Coruña							0	0		
Sobrado	A Coruña							0			
Santiago de Compostela Aeropuerto	A Coruña	13.7 (16:00)	-0.3 (06:10)	6,7	22 (08:20)	12 (10:50)	0	0	0	0	0
Noia	A Coruña										
Monte Iroite	A Coruña	11.2 (15:20)	2.5 (02:20)	6,8			0	0	0	0	0
Boiro	A Coruña							0		0	
Padrón	A Coruña	15.2 (16:50)	-0.2 (09:40)	7,5	31 (09:30)	25 (09:40)	0	0	0	0	0
Santiago de Compostela	A Coruña	13.8 (16:30)	2.1 (07:00)	8	17 (12:10)	8 (12:10)	0	0	0	0	0
Rois, Casas do Porto	A Coruña										
Ossa de Montiel	Albacete							0	0		
Villarrobledo	Albacete									0	
Munera	Albacete										
Yeste, Embalse Fuensanta	Albacete									0	
Yeste	Albacete							0	0	0	
Hellín	Albacete	8.2 (14:50)	1.3 (06:40)	4,7	44 (13:00)	27 (02:20)	0	0	0	0	0
Tobarra	Albacete							0	0		
Chinchilla	Albacete	5.5 (15:10)	-3.3 (08:00)	1,1	38 (14:40)	25 (14:40)	0	0	0	0	0
Albacete	Albacete	9.0 (15:00)	-1.1 (07:50)	3,9	31 (16:30)	12 (16:30)	0	0	0	0	0
Alcalá del Júcar	Albacete								0	0	
Almansa	Albacete									0	
Orihuela	Alacant/Alicante							0			
Pinoso	Alacant/Alicante	9.0 (15:20)	-2.7 (07:40)	3,1	26 (11:40)	4 (13:00)	0	0	0	0	0
Rojales	Alacant/Alicante								0	0	
Villena	Alacant/Alicante							0	0	0	
Novelda	Alacant/Alicante							0			
Elche/Elx	Alacant/Alicante										
Alicante/Alacant Aeropuerto	Alacant/Alicante	14.7 (16:10)	4.5 (21:20)	9,6	58 (09:40)	40 (09:40)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	14.4 (15:30)	4.3 (23:59)	9,3	44 (05:00)	23 (09:30)	0	0	0	0	0
Benidorm	Alacant/Alicante									0	
Jávea/ Xàbia	Alacant/Alicante	13.9 (16:10)	4.8 (23:59)	9,3	57 (11:20)	31 (11:20)	0	0	0	0	0
Pego	Alacant/Alicante							0			
Alcoy/Alcoi	Alacant/Alicante							0			
Vélez Blanco	Almería							0			
Adra	Almería	17.9 (14:10)	12.1 (07:40)	15	20 (16:10)	13 (16:10)	0	0	0	0	0
El Ejido	Almería							0		0	
Roquetas de Mar	Almería	16.7 (15:00)	4.5 (05:50)	10,6	28 (20:30)	17 (20:50)	0	0	0	0	0
Abla	Almería	14.6 (14:10)	1.2 (08:30)	7,9	26 (07:50)	14 (07:40)	0	0	0	0	0
Almería Aeropuerto	Almería	18.0 (13:50)	7.4 (23:59)	12,7	50 (03:20)	33 (07:20)	0	0	0	0	0
Cabo de Gata	Almería									0	
Carboneras	Almería	17.0 (14:50)	8.1 (23:50)	12,6			0	0	0	0	0
Garrucha, Puerto	Almería							0			
Albox	Almería										
Huercal Overa	Almería	15.8 (16:40)	3.1 (23:59)	9,5	34 (14:20)	17 (11:00)	0	0	0	0	0
Alborán	Almería				44 (16:40)	26 (16:20)					
Aramaio	Araba/Álava							9,6	0,2	0	
Amurrio	Araba/Álava							5			
Lalastra	Araba/Álava							4,8	1,6	0	
Opakua	Araba/Álava										
Vitoria Gasteiz Aeropuerto	Araba/Álava	8.3 (15:20)	-1.2 (23:59)	3,6	30 (11:50)	20 (11:50)	7,6	7,4	0,2	0	0
Labastida	Araba/Álava							3,6	3,8	0,4	
Leza	Araba/Álava							7,6			
Campezo/Kanpezu	Araba/Álava										
Cabrales	Asturias										
Llanes	Asturias	12.6 (15:20)	5.0 (23:20)	8,8	29 (01:50)	14 (00:30)	1,6	1,6	0	0	0
Amieva, Panizales	Asturias										
Piloña	Asturias										
Colunga	Asturias							2,8		0	
Gijón, Campus	Asturias	12.8 (14:50)	1.8 (23:50)	7,3	25 (17:20)	13 (17:10)	1,8	1,4	0,4	0	0
Cabo Peñas	Asturias	10.9 (14:00)	4.3 (07:40)	7,6	34 (18:40)	25 (20:50)	0,2	0,2	0	0	0
Asturias Aeropuerto	Asturias	12.5 (15:30)	3.7 (08:30)	8,1	30 (08:50)	20 (08:50)	0,9	0,9	0	0	0
Puerto de Pajares	Asturias	-0.3 (15:40)	-3.9 (01:00)	-2,1	4 (00:10)	1 (00:10)	8,6	0,8	5,1	2,7	0
Pola de Lena	Asturias							0,4	0	0	
Aller	Asturias									0,2	
Mieres	Asturias							0,2	0	0	
Oviedo	Asturias	10.1 (15:50)	2.3 (06:00)	6,2	21 (05:20)	10 (00:10)	0,4	0,4	0	0	0
Tineo, Soto de la Barca	Asturias							0,4	0	0	
Pola de Somiedo	Asturias							0,2		0	
Salas	Asturias										
Cabo Busto	Asturias	11.8 (14:20)	4.2 (08:30)	8	44 (17:50)	25 (17:50)	0	0	0	0	0
Degaña	Asturias							0			
Ibias, San Antolin	Asturias										
Villayón, Oneta	Asturias							0,2	0	0	
Castropol	Asturias	14.1 (15:00)	1.4 (09:20)	7,8	26 (23:00)	15 (23:00)	0	0	0	0	0
Taramundi, Ouria	Asturias							0	0		
Puerto de Leitariegos	Asturias	0.6 (15:30)	-5.3 (03:50)	-2,4	33 (04:40)	17 (00:10)	0,2	0	0	0,2	0
Muñotello	Ávila									0	
Ávila	Ávila	3.7 (15:00)	-3.7 (06:30)	0	24 (15:20)	14 (16:40)	0	0	0	0	0
Arevalo	Ávila									0	
Navarredonda de Gredos	Ávila	5.3 (15:00)	-7.0 (09:00)	-0,8	26 (04:30)	10 (12:30)	0	0	0	0	0
Barco de Avila	Ávila									0	
Puerto El Pico	Ávila									0	
Cebreros	Ávila									0	
Candeleda	Ávila							0			
Herrera del Duque	Badajoz	12.7 (14:20)	-1.6 (08:00)	5,5	24 (13:10)	14 (12:50)	0	0	0	0	0
Peraleda del Zaucejo	Badajoz										
Castuera	Badajoz							0		0	
Navalvillar de Pela	Badajoz									0	
Don Benito	Badajoz	13.0 (15:40)	1.3 (09:10)	7,1	30 (14:30)	14 (15:10)	0	0	0	0	0
Llerena	Badajoz	9.3 (15:20)	1.5 (06:30)	5,4	37 (10:10)	28 (10:00)	0	0	0	0	0
Villafranca de los Barros	Badajoz							0			
Mérida	Badajoz	13.0 (16:40)	0.5 (06:10)	6,8	27 (14:30)	14 (14:30)	0	0	0	0	0
Zafra	Badajoz							0	0	0	
Almendralejo	Badajoz									0	
Badajoz Aeropuerto	Badajoz	14.0 (16:10)	1.1 (08:10)	7,6	31 (15:40)	22 (15:30)	0	0	0	0	0
Alburquerque	Badajoz							0	0	0	
Puebla de Obando	Badajoz										
Badajoz	Badajoz							0			
Olivenza	Badajoz										
Alconchel	Badajoz										
Barcarrota	Badajoz										
Villanueva del Fresno	Badajoz									0	
Monesterio	Badajoz							0	0	0	
Fuente de Cantos	Badajoz							0,2	0		
Jerez de los Caballeros	Badajoz	11.5 (16:10)	3.8 (03:50)	7,6			0	0	0	0	0
Fregenal de la Sierra	Badajoz							0	0	0	
Azuaga	Badajoz							0	0	0	
Pontons	Barcelona								0	0	
Vilafranca del Penedès	Barcelona									0	
Barcelona Aeropuerto	Barcelona	13.7 (14:10)	4.0 (08:20)	8,8	41 (18:50)	30 (16:50)	0	0	0	0	0
Berga	Barcelona									0	
Balsareny	Barcelona								0		
Prat de Lluçanès	Barcelona								0	0	
Moià	Barcelona									0	
Manresa	Barcelona	10.9 (13:50)	-1.7 (06:10)	4,6	38 (15:40)	20 (14:20)	0	0	0	0	0
Monistrol de Montserrat	Barcelona							0	0	0	
Corbera, Pic d'Agulles	Barcelona										
Barcelona	Barcelona	13.5 (15:50)	5.8 (08:00)	9,7	37 (13:40)	19 (07:30)	0	0	0	0	0
Barcelona, Museo Marítimo	Barcelona							0	0	0	
Caldes de Montbui	Barcelona							0		0	
Sabadell Aeropuerto	Barcelona				37 (13:20)	21 (13:40)	0	0	0	0	0
