España											
Actualizado: domingo, 19 enero 2014 a las 09:00 hora oficial											
Fecha: sábado, 18 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	9.8 (14:20)	6.1 (23:50)	8	84 (09:00)	52 (09:00)	15	2	2,6	6,4	4
As Pontes	A Coruña	7.3 (00:00)	2.0 (23:59)	4,7							
A Coruña	A Coruña	11.3 (13:10)	6.1 (23:40)	8,7	56 (08:20)	29 (05:10)	20,6	2,4	0	2	16,2
A Coruña Aeropuerto	A Coruña	11.3 (14:30)	5.8 (10:10)	8,6	45 (08:40)	27 (16:00)	11,6	1,8	1,7	0,7	7,4
Carballo, Depuradora	A Coruña	9.7 (14:30)	4.4 (09:10)	7			18,6	4,8	3,8	1,6	8,4
Cabo Vilan	A Coruña	10.2 (13:20)	6.9 (21:10)	8,5	50 (05:20)	36 (16:00)	13,8	4,9	4	1,2	3,7
Vimianzo	A Coruña	8.9 (13:00)	3.6 (09:20)	6,2			22	10,6	4,4	2	5
Fisterra	A Coruña	9.2 (14:10)	5.9 (22:50)	7,5	70 (23:59)	44 (23:59)	2,2	0,4	0,2	0	1,6
Mazaricos	A Coruña	6.9 (12:10)	4.3 (09:50)	5,6			15,8	3,8	1,6	5,6	4,8
Sobrado	A Coruña	5.7 (00:00)	2.5 (23:59)	4,1			21	3,6	4	5,2	8,2
Santiago de Compostela Aeropuerto	A Coruña	10.0 (13:10)	3.9 (23:59)	7	33 (16:50)	20 (15:10)	10	1,4	1	3,4	4,2
Noia	A Coruña	9.3 (13:50)	5.2 (09:10)	7,3	24 (15:30)	7 (16:10)	11,2	3,2	0,4	2,8	4,8
Boiro	A Coruña	10.9 (14:50)	5.1 (08:50)	8			10,6	2,8	0,6	1	6,2
Padrón	A Coruña										
Santiago de Compostela	A Coruña	8.6 (12:50)	5.3 (09:00)	7	16 (17:40)	4 (17:40)	9,3	0,9	1,8	2,3	4,3
Rois, Casas do Porto	A Coruña	8.6 (12:50)	5.2 (10:00)	6,9			13,2	1,8	0	5,4	6
Ossa de Montiel	Albacete	7.5 (15:10)	3.1 (22:50)	5,3	34 (18:20)	17 (11:40)	8	0	2,6	3,8	1,6
Villarrobledo	Albacete				39 (16:50)	17 (07:00)	2,4	0	1	0,2	1,2
Munera	Albacete	7.5 (14:20)	3.0 (23:00)	5,3	30 (23:10)	12 (22:20)	6,4	0	1,8	2,6	2
Yeste, Embalse Fuensanta	Albacete	10.4 (15:50)	4.3 (00:00)	7,3			4,6	0	3	0,2	1,4
Yeste	Albacete	10.5 (12:20)	2.0 (23:59)	6,3			9	0	2,6	0,2	6,2
Hellín	Albacete	12.6 (13:20)	6.1 (09:40)	9,4	37 (09:00)	17 (09:30)	2,1	0,2	1,9	0	0
Tobarra	Albacete	12.9 (13:10)	6.2 (01:40)	9,5			1,4	0,2	1,2	0	0
