España											
Actualizado: martes, 19 enero 2016 a las 09:00 hora oficial											
Fecha: lunes, 18 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	12.2 (14:10)	8.6 (09:10)	10,4				2,2		0	0,2
As Pontes	A Coruña									0,2	
A Coruña	A Coruña	12.4 (15:00)	9.4 (10:40)	10,9	73 (09:20)	36 (10:30)	6,8	4,2	2,6	0	0
A Coruña Aeropuerto	A Coruña	12.5 (13:30)	7.4 (22:30)	10	48 (06:20)	26 (11:30)					
Carballo, Depuradora	A Coruña								2,8		
Cabo Vilan	A Coruña	12.0 (14:00)	9.1 (22:00)	10,6	60 (04:30)	47 (04:30)	0,7	0,7	0	0	0
Vimianzo	A Coruña									0	0
Fisterra	A Coruña	11.1 (04:30)	8.4 (08:50)	9,8	94 (06:10)	57 (04:40)	0	0	0	0	0
Mazaricos	A Coruña							0,2		0	
Sobrado	A Coruña										
Santiago de Compostela Aeropuerto	A Coruña	10.9 (14:00)	4.4 (22:20)	7,6	42 (07:20)	24 (07:30)	4,2	2,7	1,2	0,3	0
Noia	A Coruña										
Monte Iroite	A Coruña	8.5 (00:30)	4.8 (19:20)	6,7			7,7	6,8	0,3	0,6	0
Boiro	A Coruña							3,6	1,4	0,2	
Padrón	A Coruña	12.9 (13:50)	5.3 (23:59)	9,1	35 (01:00)	13 (01:20)	8,5	4,6	3,9	0	0
Santiago de Compostela	A Coruña	11.3 (14:40)	4.8 (23:59)	8,1	24 (00:10)	7 (00:40)	5,4	3,7	1,5	0,2	0
Rois, Casas do Porto	A Coruña								4,4	0,2	
Ossa de Montiel	Albacete							0	0		
Villarrobledo	Albacete							0	0	0	
Munera	Albacete										
Yeste, Embalse Fuensanta	Albacete									0	
Yeste	Albacete								0	0	
Hellín	Albacete	15.8 (13:30)	4.6 (07:30)	10,2	51 (20:50)	31 (14:20)	0	0	0	0	0
Tobarra	Albacete										
Chinchilla	Albacete	10.3 (14:10)	1.1 (01:50)	5,7	62 (16:10)	43 (15:30)	0	0	0	0	0
Albacete	Albacete	12.3 (14:10)	1.6 (02:50)	7	49 (17:10)	24 (14:30)	0	0	0	0	0
Alcalá del Júcar	Albacete									0	
Almansa	Albacete							0	0	0	
Orihuela	Alacant/Alicante										
Pinoso	Alacant/Alicante	14.7 (15:00)	0.4 (02:10)	7,5	46 (10:50)	19 (13:30)	0	0	0	0	0
Rojales	Alacant/Alicante									0	
Villena	Alacant/Alicante									0	
Novelda	Alacant/Alicante								0		
Elche/Elx	Alacant/Alicante										
Alicante/Alacant Aeropuerto	Alacant/Alicante	20.8 (15:30)	7.1 (00:10)	13,9	61 (18:50)	39 (18:50)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	21.1 (15:10)	7.3 (02:30)	14,2	42 (17:20)	20 (17:20)	0	0	0	0	0
Benidorm	Alacant/Alicante									0	0
Jávea/ Xàbia	Alacant/Alicante	20.9 (14:40)	3.3 (08:30)	12,1	47 (18:30)	24 (18:20)	0	0	0	0	0
Pego	Alacant/Alicante										
Alcoy/Alcoi	Alacant/Alicante									0	0
Vélez Blanco	Almería							0	0		
Adra	Almería	19.4 (15:10)	11.1 (07:40)	15,3	20 (11:00)	9 (11:00)	0	0	0	0	0
El Ejido	Almería									0	
Roquetas de Mar	Almería	17.7 (15:20)	6.0 (01:00)	11,9	21 (14:00)	13 (14:00)	0	0	0	0	0
Abla	Almería	16.8 (14:20)	6.9 (05:00)	11,8	33 (14:30)	17 (15:00)	0	0	0	0	0
Almería Aeropuerto	Almería	17.6 (14:50)	7.0 (02:30)	12,3	41 (22:20)	23 (22:00)	0	0	0	0	0
Cabo de Gata	Almería									0	
Carboneras	Almería	20.0 (14:10)	8.5 (00:10)	14,3			0	0	0	0	0
Garrucha, Puerto	Almería										
Albox	Almería										
Huercal Overa	Almería	18.8 (14:10)	4.6 (01:40)	11,7	55 (18:40)	34 (18:50)	0	0	0	0	0
Alborán	Almería										
Aramaio	Araba/Álava									4	
Amurrio	Araba/Álava									3	0
Lalastra	Araba/Álava							0		3,6	0,2
Opakua	Araba/Álava									1,4	
Vitoria Gasteiz Aeropuerto	Araba/Álava	10.0 (11:20)	3.0 (22:20)	6,5	41 (07:00)	27 (03:40)	1	0	0	1	0
Labastida	Araba/Álava									3,2	
Leza	Araba/Álava										
Campezo/Kanpezu	Araba/Álava								0,2		
Cabrales	Asturias							0,8	3	1,8	
Llanes	Asturias	12.2 (14:50)	7.1 (02:10)	9,6	66 (12:50)	30 (11:00)	7,4	3,2	3,6	0,6	0
Amieva, Panizales	Asturias									1,8	0
Piloña	Asturias										
Colunga	Asturias									1,4	0
Gijón, Campus	Asturias	12.6 (14:20)	6.5 (01:30)	9,6	54 (15:00)	26 (15:00)	6,8	0	6,6	0,2	0
Cabo Peñas	Asturias				81 (07:20)	44 (10:50)	6,5	0	6,5	0	0
Asturias Aeropuerto	Asturias	12.9 (02:40)	7.6 (10:10)	10,2	78 (10:10)	50 (10:10)	10,3	0,3	9,5	0,5	0
Puerto de Pajares	Asturias	1.3 (00:00)	-4.8 (23:40)	-1,8	52 (07:10)	23 (04:50)	4,4	0	2,3	2,1	0
Pola de Lena	Asturias							0,2	2,2	1,4	
Aller	Asturias									2	
Mieres	Asturias									1,2	0
Oviedo	Asturias	10.2 (14:50)	6.3 (00:00)	8,3	54 (11:20)	30 (11:30)	2	0,4	1,6	0	0
Tineo, Soto de la Barca	Asturias									0	
Pola de Somiedo	Asturias										0
Salas	Asturias							0,4	4,8	0,2	
Cabo Busto	Asturias	13.4 (00:00)	9.2 (10:00)	11,3	100 (10:00)	63 (11:10)	2,6	0	2,6	0	0
Degaña	Asturias									0	
Ibias, San Antolin	Asturias										
Villayón, Oneta	Asturias									0	
Castropol	Asturias	13.8 (15:10)	8.5 (21:40)	11,2	48 (02:10)	23 (09:10)	6,9	0,6	6,2	0,1	0
Taramundi, Ouria	Asturias							1,2	4,4	0	
Puerto de Leitariegos	Asturias	2.5 (01:00)	-2.5 (19:20)	0	72 (13:20)	45 (13:00)	5,6	5,6	0	0	0
Muñotello	Ávila							0,2	0,2	0	
Ávila	Ávila	7.5 (13:00)	2.2 (02:10)	4,9	49 (15:50)	28 (16:20)	0	0	0	0	0
Arevalo	Ávila									0,4	
Navarredonda de Gredos	Ávila	7.2 (13:30)	0.4 (21:30)	3,8	42 (13:40)	16 (13:40)	0,4	0,3	0,1	0	0
Barco de Avila	Ávila										0
Puerto El Pico	Ávila									0	0
Cebreros	Ávila									0	0
Candeleda	Ávila										
Herrera del Duque	Badajoz	12.7 (15:40)	4.2 (02:20)	8,4	34 (19:00)	20 (19:00)	0	0	0	0	0
Peraleda del Zaucejo	Badajoz										
Castuera	Badajoz									0	
Navalvillar de Pela	Badajoz							0	0	0	
Don Benito	Badajoz	14.6 (16:50)	4.9 (00:50)	9,8	36 (15:30)	17 (15:20)	0	0	0	0	0
Llerena	Badajoz	11.7 (14:40)	4.9 (04:10)	8,3	45 (15:10)	28 (14:50)	0	0	0	0	0
Villafranca de los Barros	Badajoz							0	0		
Mérida	Badajoz	15.0 (15:20)	5.6 (00:00)	10,3	33 (15:20)	22 (14:30)	0	0	0	0	0
Zafra	Badajoz									0	0
Almendralejo	Badajoz							0	0	0	
Badajoz Aeropuerto	Badajoz	15.7 (15:00)	7.2 (00:00)	11,4	43 (14:00)	24 (14:00)	0	0	0	0	0
Alburquerque	Badajoz							0	0	0	
Puebla de Obando	Badajoz										
Badajoz	Badajoz							0			0
Olivenza	Badajoz									0	0
Alconchel	Badajoz										
Barcarrota	Badajoz							0	0	0	
Villanueva del Fresno	Badajoz									0	
Monesterio	Badajoz							0	0	0	
Fuente de Cantos	Badajoz										
Jerez de los Caballeros	Badajoz	14.8 (15:20)	4.5 (02:50)	9,7			0	0	0	0	0
Fregenal de la Sierra	Badajoz									0	0
Azuaga	Badajoz									0	0
Pontons	Barcelona									0	
Vilafranca del Penedès	Barcelona										
Barcelona Aeropuerto	Barcelona	13.5 (13:20)	5.7 (08:10)	9,6	37 (16:20)	28 (16:20)	0	0	0	0	0
Berga	Barcelona									0	
Balsareny	Barcelona									0	0
Prat de Lluçanès	Barcelona										
Moià	Barcelona									0	0
