España											
Actualizado: jueves, 07 enero 2016 a las 09:00 hora oficial											
Fecha: miércoles, 06 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña							0,8	1	0,8	
As Pontes	A Coruña	12.2 (23:10)	5.5 (01:40)	8,8			12,4	2,2	2,6	7	0,6
A Coruña	A Coruña	15.0 (21:20)	9.0 (03:50)	12	69 (17:40)	36 (17:40)	7	2,2	3,4	1,4	0
A Coruña Aeropuerto	A Coruña	15.4 (23:59)	7.0 (02:50)	11,2	76 (14:30)	53 (14:30)	4,1	0,5	2	1,4	0,2
Carballo, Depuradora	A Coruña	14.1 (21:10)	5.1 (02:20)	9,6			8,6	1	4,8	2,6	0,2
Cabo Vilan	A Coruña	13.8 (22:40)	9.0 (02:10)	11,4	88 (14:50)	66 (14:50)	13,1	0,2	5,8	5,9	1,2
Vimianzo	A Coruña	12.9 (23:59)	5.9 (03:10)	9,4			20,2	0,2	8	9,6	2,4
Fisterra	A Coruña	13.5 (22:40)	8.9 (01:00)	11,2	109 (13:50)	76 (13:30)	9	0	5,6	3,4	0
Mazaricos	A Coruña	12.6 (23:59)	5.8 (00:20)	9,2			32	0,2	12,8	17	2
Sobrado	A Coruña	11.1 (17:40)	3.5 (03:20)	7,3			11,4	1	3,4	6	1
Santiago de Compostela Aeropuerto	A Coruña	12.3 (23:50)	4.3 (00:00)	8,3	65 (23:50)	39 (23:50)	16	0,3	5,4	9,1	1,2
Noia	A Coruña	14.4 (20:50)	5.7 (00:20)	10	64 (22:00)	21 (15:10)	13,4	0,4	7,4	5,2	0,4
Monte Iroite	A Coruña	10.9 (23:40)	3.9 (00:20)	7,4			24,5	1	8,5	13,6	1,4
Boiro	A Coruña	15.2 (23:59)	6.2 (00:00)	10,7			27,8	1,2	6,8	19,6	0,2
Padrón	A Coruña	14.2 (21:50)	5.6 (01:20)	9,9	63 (17:00)	32 (23:50)	21,7	0,1	7,5	12,9	1,2
Santiago de Compostela	A Coruña	13.4 (21:10)	4.2 (03:10)	8,8	48 (13:20)	15 (17:10)	10,7	0	4,2	6	0,5
Rois, Casas do Porto	A Coruña	13.2 (21:00)	5.7 (00:00)	9,4			0	0	0	0	0
Ossa de Montiel	Albacete	6.5 (23:59)	1.2 (04:10)	3,9	54 (22:20)	27 (22:20)	0	0	0	0	0
Villarrobledo	Albacete	7.4 (23:30)	1.3 (05:00)	4,4	65 (23:30)	44 (23:40)	0	0	0	0	0
Munera	Albacete							0			
Yeste, Embalse Fuensanta	Albacete	10.3 (23:59)	5.0 (01:00)	7,7			0	0	0	0	0
Yeste	Albacete	7.9 (23:59)	2.4 (08:10)	5,2			0,2	0,2	0	0	0
Hellín	Albacete	10.0 (14:40)	3.8 (08:30)	6,9	55 (13:00)	35 (12:30)	0	0	0	0	0
Tobarra	Albacete	9.6 (13:50)	4.4 (05:00)	7			0	0	0	0	0
Chinchilla	Albacete	5.9 (23:59)	-0.3 (06:30)	2,8	69 (11:40)	48 (12:20)	0	0	0	0	0
Albacete	Albacete	8.7 (23:40)	1.9 (06:20)	5,3	50 (12:30)	23 (11:50)	0	0	0	0	0
Alcalá del Júcar	Albacete	7.6 (23:59)	2.0 (07:10)	4,8	63 (23:50)	36 (23:00)	0	0	0	0	0
Almansa	Albacete	8.2 (23:59)	1.9 (07:20)	5	56 (15:50)	29 (16:00)	0	0	0	0	0
Orihuela	Alacant/Alicante	15.3 (15:20)	9.2 (06:40)	12,3	62 (16:00)	28 (16:00)	0	0	0	0	0
Pinoso	Alacant/Alicante	10.5 (15:30)	2.8 (07:20)	6,6	48 (15:40)	21 (04:00)	0	0	0	0	0
Rojales	Alacant/Alicante	15.6 (16:20)	9.3 (07:20)	12,5	54 (05:40)	32 (05:40)	0	0	0	0	0
Villena	Alacant/Alicante	11.0 (16:30)	4.2 (06:50)	7,6	69 (16:10)	41 (14:40)	0	0	0	0	0
Novelda	Alacant/Alicante	13.5 (15:00)	8.4 (04:20)	10,9			0	0	0	0	0
Elche/Elx	Alacant/Alicante							0	0		
Alicante/Alacant Aeropuerto	Alacant/Alicante	15.7 (16:40)	9.2 (06:10)	12,4	54 (11:30)	39 (11:30)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	15.1 (15:20)	9.4 (05:40)	12,3	64 (09:40)	25 (09:40)	0	0	0	0	0
Benidorm	Alacant/Alicante	15.4 (13:00)	8.9 (05:20)	12,1			0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	14.7 (13:50)	9.8 (06:40)	12,3	62 (09:00)	33 (05:50)	0	0	0	0	0
Pego	Alacant/Alicante	15.2 (23:59)	9.1 (08:10)	12,2	58 (05:00)	32 (07:30)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	10.0 (15:30)	4.8 (07:10)	7,4	64 (13:20)	33 (11:30)	0	0	0	0	0
Vélez Blanco	Almería						0,2	0	0,2	0	0
Adra	Almería	17.1 (16:10)	10.4 (05:50)	13,8	56 (17:00)	31 (17:00)	0	0	0	0	0
El Ejido	Almería	19.9 (14:10)	10.2 (02:50)	15			0	0	0	0	0
Roquetas de Mar	Almería										
