España											
Actualizado: viernes, 27 enero 2017 a las 14:00 hora oficial											
Fecha: jueves, 26 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	15.0 (16:40)	8.6 (04:10)	11,8	65 (14:10)	39 (14:10)	0,8	0,8	0	0	0
As Pontes	A Coruña	11.0 (13:20)	4.0 (01:10)	7,5			3	1,4	0,4	1,2	0
A Coruña	A Coruña	13.9 (15:30)	8.6 (00:30)	11,3	58 (12:10)	35 (12:30)	1	0,8	0,2	0	0
A Coruña Aeropuerto	A Coruña	14.2 (15:30)	7.4 (00:20)	10,8	58 (12:10)	38 (12:30)	1,3	0,5	0	0,8	0
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	13.3 (15:10)	9.8 (00:20)	11,6	80 (11:30)	53 (11:20)	4,7	0,1	4,4	0,2	0
Vimianzo	A Coruña	12.3 (15:20)	7.7 (21:20)	10			8,8	1	5,2	0	2,6
Fisterra	A Coruña	13.3 (16:30)	8.6 (00:00)	11	116 (10:20)	57 (10:20)	6,6	1	5,4	0	0,2
Mazaricos	A Coruña	11.2 (15:50)	6.8 (00:00)	9							
Sobrado	A Coruña	9.2 (16:40)	4.6 (00:30)	6,9			5,4	0,2	0,2	5	0
Santiago de Compostela Aeropuerto	A Coruña	10.5 (16:00)	5.5 (01:00)	8	42 (11:10)	24 (11:10)	9,8	0,2	0,8	8,8	0
Noia	A Coruña	13.0 (15:40)	7.5 (01:20)	10,3	44 (11:10)	19 (11:30)	18,6	1,4	11,2	3,2	2,8
Boiro	A Coruña	14.0 (15:30)	7.9 (01:40)	11			20,8	0,6	3,2	17	0
Padrón	A Coruña	14.2 (16:20)	7.0 (01:50)	10,6	42 (11:30)	20 (11:20)	5,9	0,2	2	3,7	0
Santiago de Compostela	A Coruña	13.2 (16:30)	7.2 (01:50)	10,2	42 (12:10)	13 (12:10)	6,5	0,5	0,9	5,1	0
Rois, Casas do Porto	A Coruña	12.2 (16:10)	7.3 (00:00)	9,8			15,6	0,4	3,4	11,8	0
Ossa de Montiel	Albacete	8.9 (16:20)	-2.7 (06:00)	3,1	26 (12:00)	12 (12:00)	0	0	0	0	0
Villarrobledo	Albacete	10.1 (16:20)	-1.1 (08:10)	4,5	25 (12:00)	17 (12:20)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	10.7 (14:40)	0.1 (08:10)	5,4			0	0	0	0	0
Yeste	Albacete	8.6 (14:30)	1.3 (07:20)	5			0	0	0	0	0
Hellín	Albacete	9.8 (13:10)	0.4 (08:40)	5,1	20 (15:20)	11 (15:00)	0	0	0	0	0
Tobarra	Albacete	10.0 (14:40)	-0.3 (08:30)	4,8			0	0	0	0	0
