España											
Actualizado: martes, 10 enero 2017 a las 14:00 hora oficial											
Fecha: lunes, 09 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	13.6 (12:00)	8.4 (07:50)	11	45 (20:50)	36 (21:00)	0	0	0	0	0
As Pontes	A Coruña							0	0		0
A Coruña	A Coruña	13.4 (13:50)	5.3 (08:00)	9,3	26 (22:40)	16 (09:20)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	13.5 (15:00)	-0.1 (09:10)	6,7	28 (09:40)	16 (09:40)	0	0	0	0	0
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	13.0 (12:20)	6.6 (08:40)	9,8	25 (21:10)	19 (21:10)	0	0	0	0	0
Vimianzo	A Coruña	14.0 (14:20)	2.1 (04:10)	8			0	0	0	0	0
Fisterra	A Coruña	12.7 (00:50)	9.4 (02:20)	11	50 (21:50)	31 (21:30)	0	0	0	0	0
Mazaricos	A Coruña	12.5 (16:00)	0.4 (08:30)	6,5			0	0	0	0	0
Sobrado	A Coruña	14.6 (14:30)	-3.2 (09:10)	5,7			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	12.9 (15:50)	-0.9 (07:50)	6	21 (16:00)	13 (18:10)	0	0	0	0	0
Noia	A Coruña	13.1 (13:50)	4.5 (09:30)	8,8	15 (06:50)	7 (05:30)	0	0	0	0	0
Boiro	A Coruña	12.0 (15:20)	-0.2 (09:20)	5,9			0	0	0	0	0
Padrón	A Coruña	11.5 (15:50)	-1.3 (07:40)	5,1	30 (09:20)	23 (09:30)	0	0	0	0	0
Santiago de Compostela	A Coruña	13.2 (14:40)	1.7 (07:50)	7,4	16 (02:30)	6 (01:20)	0	0	0	0	0
Rois, Casas do Porto	A Coruña	12.0 (16:10)	2.9 (08:00)	7,5			0	0	0	0	0
Ossa de Montiel	Albacete	11.4 (14:50)	-5.3 (06:20)	3	15 (17:00)	9 (17:00)	0	0	0	0	0
Villarrobledo	Albacete	13.3 (16:10)	-4.7 (08:30)	4,3	14 (00:20)	10 (23:59)	0,2	0	0,2	0	0
Yeste, Embalse Fuensanta	Albacete	14.2 (16:10)	-2.5 (08:20)	5,8			0	0	0	0	0
Yeste	Albacete	11.4 (15:40)	0.4 (07:50)	5,9			0	0	0	0	0
Hellín	Albacete	12.6 (15:50)	2.1 (07:50)	7,4	22 (02:50)	14 (22:40)	0	0	0	0	0
Tobarra	Albacete	12.6 (16:20)	1.2 (08:40)	6,9			0	0	0	0	0
Chinchilla	Albacete	12.1 (15:00)	-1.6 (05:50)	5,3	28 (23:50)	19 (02:10)	0	0	0	0	0
Albacete	Albacete	12.0 (16:40)	-2.5 (09:00)	4,8	14 (22:50)	5 (22:10)	0	0	0	0	0
Almansa	Albacete	12.2 (15:20)	-3.8 (08:20)	4,2	17 (22:10)	8 (22:10)	0	0	0	0	0
Orihuela	Alacant/Alicante	14.4 (14:10)	1.0 (08:10)	7,7	12 (11:40)	7 (11:40)	0	0	0	0	0
Pinoso	Alacant/Alicante	12.6 (14:20)	-1.5 (08:10)	5,6	0 (12:50)	0 (00:10)	0	0	0	0	0
Rojales	Alacant/Alicante	15.5 (15:20)	3.0 (08:10)	9,3	16 (11:50)	11 (12:10)	0	0	0	0	0
Villena	Alacant/Alicante	13.7 (16:20)	-3.3 (08:30)	5,2	16 (02:00)	12 (00:20)	0	0	0	0	0
Novelda	Alacant/Alicante	16.1 (13:50)	4.3 (08:10)	10,2			0	0	0	0	0
Elche/Elx	Alacant/Alicante	16.8 (15:50)	4.9 (07:20)	10,8			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	18.1 (14:20)	5.4 (04:50)	11,8	21 (12:10)	13 (01:50)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	16.6 (14:20)	2.9 (05:40)	9,8	14 (13:30)	8 (12:10)	0	0	0	0	0
Benidorm	Alacant/Alicante										
Jávea/ Xàbia	Alacant/Alicante	15.0 (13:30)	1.7 (05:30)	8,4	27 (11:40)	17 (12:00)	0	0	0	0	0
Pego	Alacant/Alicante	15.6 (14:10)	6.6 (08:10)	11,1	19 (22:50)	10 (14:50)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	12.9 (15:50)	1.6 (07:50)	7,2	20 (00:50)	14 (00:50)	0	0	0	0	0
Vélez Blanco - Topares	Almería	11.6 (16:10)	-1.4 (08:10)	5,1			0	0	0	0	0
Adra	Almería	16.8 (12:40)	9.3 (08:30)	13	13 (15:10)	7 (15:10)					
El Ejido	Almería	18.3 (12:50)	6.9 (06:00)	12,6			0	0	0	0	0
Roquetas de Mar	Almería	16.4 (14:10)	4.2 (07:30)	10,3	16 (13:40)	12 (03:40)	0	0	0	0	0
Abla	Almería	14.9 (14:20)	4.5 (08:10)	9,7	26 (03:40)	12 (01:00)	0	0	0	0	0
Láujar de Andarax	Almería	10.5 (12:50)	1.2 (20:40)	5,9	24 (14:30)	16 (13:10)	0	0	0	0	0
Almería Aeropuerto	Almería	16.4 (12:40)	5.9 (04:40)	11,1	26 (22:20)	18 (23:40)	0	0	0	0	0
