España											
Actualizado: sábado, 16 enero 2016 a las 09:00 hora oficial											
Fecha: viernes, 15 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña										
As Pontes	A Coruña							1,4	1,8	0,8	
A Coruña	A Coruña	11.8 (14:50)	6.2 (23:59)	9	41 (02:20)	26 (06:40)	1,2	1	0,2	0	0
A Coruña Aeropuerto	A Coruña	12.1 (15:00)	2.2 (23:10)	7,2	35 (15:10)	21 (13:50)					
Carballo, Depuradora	A Coruña	11.4 (14:40)	0.5 (23:59)	5,9			0,4	0,2	0	0,2	0
Cabo Vilan	A Coruña	10.3 (15:40)	6.4 (23:20)	8,4	66 (08:30)	53 (07:20)	1,4	0,1	0,6	0,7	0
Vimianzo	A Coruña	9.7 (14:20)	4.3 (10:00)	7			0,4	0	0,2	0,2	0
Fisterra	A Coruña	10.1 (14:50)	6.2 (23:50)	8,2	61 (08:10)	36 (06:30)	0,2	0,2	0	0	0
Mazaricos	A Coruña							0,4	0,6	0	
Sobrado	A Coruña	7.3 (16:00)	-0.8 (22:50)	3,3			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	10.7 (14:20)	2.5 (09:10)	6,6	33 (13:00)	15 (13:00)	0	0	0	0	0
Noia	A Coruña	11.9 (14:10)	4.0 (08:40)	7,9	25 (14:30)	9 (14:20)	0,4	0	0,4	0	0
Monte Iroite	A Coruña	6.7 (15:00)	2.5 (06:50)	4,6			0	0	0	0	0
Boiro	A Coruña	12.5 (15:40)	5.3 (09:40)	8,9			0	0	0	0	0
Padrón	A Coruña	12.6 (14:10)	2.4 (09:50)	7,5	39 (13:30)	29 (22:40)	0	0	0	0	0
Santiago de Compostela	A Coruña	10.8 (14:40)	3.3 (07:30)	7,1	34 (13:40)	9 (13:40)	0	0	0	0	0
Rois, Casas do Porto	A Coruña										
Ossa de Montiel	Albacete	7.9 (14:40)	0.4 (23:59)	4,2	41 (15:20)	22 (14:20)	0	0	0	0	0
Villarrobledo	Albacete	11.3 (14:50)	1.9 (23:59)	6,6	42 (13:50)	24 (16:10)	2	1,6	0,4	0	0
Munera	Albacete										
Yeste, Embalse Fuensanta	Albacete	11.5 (00:00)	4.9 (22:30)	8,2			7,6	1,4	6	0,2	0
Yeste	Albacete							2	4,8	1,6	
Hellín	Albacete	10.7 (00:20)	4.5 (23:59)	7,6	39 (17:40)	23 (17:50)	3,4	2,2	1,1	0,1	0
Tobarra	Albacete	11.0 (16:40)	4.5 (23:40)	7,8			2	1,2	0,8	0	0
Chinchilla	Albacete	7.6 (14:30)	-0.3 (23:40)	3,6	39 (15:30)	24 (15:10)	2,9	2,7	0,2	0	0
