España											
Actualizado: domingo, 03 enero 2016 a las 09:00 hora oficial											
Fecha: sábado, 02 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	12.8 (15:50)	8.5 (05:00)	10,7	108 (05:40)	71 (03:00)	1,2	0,8	0,4	0	0
As Pontes	A Coruña							7	2,4		
A Coruña	A Coruña	14.0 (15:30)	8.4 (07:20)	11,2	49 (02:20)	28 (02:20)	4,4	3,6	0,8	0	0
A Coruña Aeropuerto	A Coruña	15.1 (15:30)	6.1 (07:30)	10,6	50 (02:30)	25 (02:30)	2,6	0,6	2	0	0
Carballo, Depuradora	A Coruña							3,4			
Cabo Vilan	A Coruña	12.9 (14:50)	8.7 (08:20)	10,8	70 (23:00)	48 (22:00)	2,7	0,2	0,3	0,1	2,1
Vimianzo	A Coruña							3,4	0,8		
Fisterra	A Coruña	13.2 (14:30)	8.0 (03:20)	10,6	93 (23:59)	69 (23:59)	1,4	0,4	0,2	0	0,8
Mazaricos	A Coruña							1,6	1,6		
Sobrado	A Coruña	9.4 (15:40)	3.8 (09:00)	6,6			1,4	0,8	0,6	0	0
Santiago de Compostela Aeropuerto	A Coruña							1,4	0		
Noia	A Coruña							2,2	0,2		
Monte Iroite	A Coruña	9.2 (13:40)	4.0 (04:00)	6,6			0,7	0,5	0	0,2	0
Boiro	A Coruña							1	0,2		
Padrón	A Coruña	14.0 (14:40)	6.1 (09:30)	10	38 (22:40)	17 (22:30)	1,9	1,7	0,1	0,1	0
Santiago de Compostela	A Coruña	12.8 (14:00)	5.1 (09:30)	9	28 (22:50)	8 (13:50)	2	1	0,2	0	0,8
Rois, Casas do Porto	A Coruña							0	0	0	
Ossa de Montiel	Albacete							0	0		
Villarrobledo	Albacete							0,2	0		
Munera	Albacete										
Yeste, Embalse Fuensanta	Albacete	15.1 (00:00)	6.0 (23:59)	10,6				0	0		0
Yeste	Albacete							0	0		
Hellín	Albacete	14.9 (14:10)	5.8 (23:30)	10,3	45 (15:40)	23 (16:30)	0	0	0	0	0
Tobarra	Albacete							0	0	0	
Chinchilla	Albacete	10.6 (01:30)	3.3 (23:50)	7	51 (14:10)	35 (14:20)	2,8	2,8	0	0	0
Albacete	Albacete	13.2 (01:10)	5.8 (23:59)	9,5	42 (16:10)	19 (16:10)	0	0	0	0	0
Alcalá del Júcar	Albacete							0,2	0		
Almansa	Albacete	11.8 (13:40)	3.8 (23:00)	7,8	48 (11:50)	22 (14:10)	0	0	0	0	0
Orihuela	Alacant/Alicante							0	0	0	
Pinoso	Alacant/Alicante	14.8 (14:40)	3.9 (01:30)	9,4	42 (15:50)	18 (15:50)	0	0	0	0	0
Rojales	Alacant/Alicante							0	0		
Villena	Alacant/Alicante	15.0 (14:40)	2.8 (04:20)	8,9	50 (15:50)	34 (15:40)		0	0	0	
Novelda	Alacant/Alicante							0	0		
Elche/Elx	Alacant/Alicante							0	0		
Alicante/Alacant Aeropuerto	Alacant/Alicante	19.8 (15:00)	8.3 (03:40)	14	58 (12:50)	40 (13:40)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	19.7 (15:00)	9.6 (04:10)	14,7	47 (17:30)	25 (17:40)	0	0	0	0	0
Benidorm	Alacant/Alicante							0	0		
Jávea/ Xàbia	Alacant/Alicante	19.2 (15:40)	10.7 (05:20)	15	51 (12:10)	32 (12:10)	0	0	0	0	0
Pego	Alacant/Alicante	18.4 (15:50)	11.8 (00:10)	15,1	48 (19:20)	24 (19:10)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante							0	0		
Vélez Blanco	Almería							0	0	0	
Adra	Almería	18.5 (16:20)	14.1 (00:20)	16,3	49 (16:50)	30 (18:40)	0	0	0	0	0
El Ejido	Almería	19.7 (13:20)	14.2 (00:10)	17				0	0		0
