España											
Actualizado: miércoles, 13 enero 2016 a las 09:45 hora oficial											
Fecha: martes, 12 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña										
As Pontes	A Coruña	9.0 (13:40)	1.9 (23:59)	5,4			18,4	11	4,8	2,6	0
A Coruña	A Coruña	12.4 (14:50)	7.3 (23:59)	9,8	48 (07:30)	25 (07:30)	6,4	2,6	3,8	0	0
A Coruña Aeropuerto	A Coruña	13.2 (15:30)	3.8 (23:50)	8,5	50 (06:50)	21 (04:00)					
Carballo, Depuradora	A Coruña	12.2 (14:30)	2.3 (23:59)	7,2			8,2	1,8	6	0,4	0
Cabo Vilan	A Coruña	11.4 (13:30)	6.9 (23:20)	9,1	55 (05:50)	37 (07:00)	2,3	0,8	1,5	0	0
Vimianzo	A Coruña	10.3 (14:50)	3.9 (23:40)	7,1			4,8	3	1,8	0	0
Fisterra	A Coruña	10.4 (01:40)	7.4 (06:00)	8,9	84 (05:40)	56 (05:40)	0,6	0,4	0,2	0	0
Mazaricos	A Coruña	9.3 (14:50)	3.8 (23:59)	6,6			4	0,8	3,2	0	0
Sobrado	A Coruña	7.6 (15:20)	-0.8 (23:59)	3,4			5	0,6	1,8	2,6	0
Santiago de Compostela Aeropuerto	A Coruña	10.8 (13:50)	3.6 (23:59)	7,2	32 (07:00)	19 (15:10)	2,9	2,1	0,5	0,3	0
Noia	A Coruña	11.8 (13:40)	5.4 (23:50)	8,6	21 (06:20)	7 (05:40)	9	5,2	3,8	0	0
Monte Iroite	A Coruña	12.5 (09:50)	3.2 (02:00)	7,9			11,4	9,4	1,9	0,1	0
Boiro	A Coruña	12.9 (15:50)	6.3 (09:10)	9,6			1,4	0,2	1,2	0	0
Padrón	A Coruña	13.3 (15:50)	5.4 (23:59)	9,4	19 (09:20)	15 (23:00)	3,9	2,9	1	0	0
Santiago de Compostela	A Coruña	11.9 (16:50)	4.4 (23:59)	8,1	21 (04:00)	6 (04:00)	3,6	2	1,5	0,1	0
Rois, Casas do Porto	A Coruña	11.7 (15:40)	5.2 (23:50)	8,4							
Ossa de Montiel	Albacete	9.4 (14:00)	0.7 (23:59)	5	30 (00:10)	17 (00:10)	0	0	0	0	0
Villarrobledo	Albacete	10.6 (14:10)	2.3 (23:30)	6,5	33 (01:10)	22 (00:10)	0	0	0	0	0
Munera	Albacete							0	0		
Yeste, Embalse Fuensanta	Albacete	12.4 (16:10)	4.4 (23:59)	8,4			0	0	0	0	0
Yeste	Albacete	11.1 (15:20)	3.8 (23:59)	7,5			0	0	0	0	0
Hellín	Albacete	12.8 (14:30)	5.7 (23:59)	9,3	37 (16:40)	26 (15:30)	0	0	0	0	0
Tobarra	Albacete	12.4 (14:40)	5.4 (08:10)	8,9			0	0	0	0	0
