España											
Actualizado: sábado, 11 enero 2014 a las 09:00 hora oficial											
Fecha: viernes, 10 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	11.5 (14:30)	9.2 (23:50)	10,3	23 (13:10)	18 (00:20)	1,2	0	1,2	0	0
As Pontes	A Coruña	9.8 (13:30)	5.0 (23:59)	7,4							
A Coruña	A Coruña	12.4 (13:30)	9.3 (23:50)	10,8	17 (13:40)	9 (13:00)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	12.2 (15:50)	7.1 (23:59)	9,6	30 (16:00)	11 (16:00)	0	0	0	0	0
Carballo, Depuradora	A Coruña							0	0		
Cabo Vilan	A Coruña	11.3 (13:30)	7.8 (23:30)	9,6	21 (08:30)	16 (08:20)	0	0	0	0	0
Vimianzo	A Coruña	10.4 (14:50)	3.7 (23:59)	7							
Fisterra	A Coruña	10.1 (13:30)	8.1 (23:10)	9,1	42 (15:20)	31 (07:00)	0	0	0	0	0
Mazaricos	A Coruña	9.9 (13:00)	5.7 (23:59)	7,8			0	0	0	0	0
Sobrado	A Coruña	9.8 (13:40)	5.3 (23:59)	7,6			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña								0	0	0
Noia	A Coruña	12.9 (13:50)	7.5 (23:59)	10,2	10 (02:10)	5 (02:30)	0	0	0	0	0
Boiro	A Coruña	13.4 (14:00)	8.5 (23:59)	10,9			0	0	0	0	0
Padrón	A Coruña										
Santiago de Compostela	A Coruña	12.3 (15:10)	7.4 (23:00)	9,9	17 (19:20)	6 (19:00)	0	0	0	0	0
Rois, Casas do Porto	A Coruña	11.8 (15:40)	7.1 (23:59)	9,5			0	0	0	0	0
Ossa de Montiel	Albacete	16.9 (14:40)	3.7 (07:00)	10,3	22 (02:50)	12 (02:50)	0	0	0	0	0
Villarrobledo	Albacete				33 (14:30)	18 (14:30)	0	0	0	0	0
Munera	Albacete	13.7 (14:20)	0.0 (00:50)	6,8	35 (14:30)	17 (14:30)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete							0	0	0	
Yeste	Albacete	10.4 (13:30)	2.4 (07:10)	6,4			0	0	0	0	0
Hellín	Albacete	9.1 (16:40)	3.9 (07:30)	6,5	18 (13:40)	10 (13:50)	0	0	0	0	0
Tobarra	Albacete	11.1 (14:20)	2.0 (08:10)	6,6			0	0	0	0	0
Chinchilla	Albacete	12.7 (14:30)	4.2 (05:20)	8,4	33 (14:40)	24 (14:10)	0	0	0	0	0
Albacete	Albacete	15.2 (14:30)	1.0 (07:40)	8,1	24 (16:20)	8 (14:00)	0	0	0	0	0
Alcalá del Júcar	Albacete	11.4 (15:10)	2.2 (04:20)	6,8	34 (18:10)	16 (14:00)	0	0	0	0	0
Orihuela	Alacant/Alicante	13.1 (17:10)	10.0 (23:30)	11,6	18 (17:10)	10 (21:10)	0	0	0	0	0
Pinoso	Alacant/Alicante	14.1 (15:30)	1.7 (00:40)	7,9	20 (13:00)	11 (15:00)	0	0	0	0	0
Rojales	Alacant/Alicante	13.2 (14:50)	9.8 (23:59)	11,5	27 (15:00)	17 (15:00)	0	0	0	0	0
Villena	Alacant/Alicante	11.8 (15:40)	-0.2 (00:10)	5,8	20 (17:50)	14 (17:50)	0	0	0	0	0
Novelda	Alacant/Alicante	14.7 (14:30)	7.0 (04:40)	10,8			0	0	0	0	0
Elche/Elx	Alacant/Alicante	15.5 (14:10)	9.0 (23:10)	12,3			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	14.4 (13:40)	8.5 (23:59)	11,4	39 (17:20)	30 (17:40)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	15.2 (15:00)	8.7 (08:10)	11,9	24 (17:40)	14 (18:00)	0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	13.4 (12:40)	9.7 (00:00)	11,5	32 (12:50)	19 (12:40)	0	0	0	0	0
Pego	Alacant/Alicante	11.3 (11:10)	9.5 (02:20)	10,4	16 (02:50)	10 (02:50)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	9.1 (14:20)	1.9 (08:20)	5,5	15 (16:20)	8 (15:40)	0	0	0	0	0
Vélez Blanco	Almería	11.0 (12:30)	4.3 (08:40)	7,7			0	0	0	0	0
Adra	Almería	17.0 (11:00)	10.9 (00:40)	13,9	21 (12:50)	11 (15:10)	0	0	0	0	0
El Ejido	Almería	17.8 (11:00)	10.0 (00:00)	13,9			0	0	0	0	0
Roquetas de Mar	Almería	16.1 (11:40)	13.1 (00:10)	14,6	57 (11:30)	35 (11:00)	0	0	0	0	0
Abla	Almería	14.7 (12:50)	6.5 (03:30)	10,6	49 (12:20)	24 (12:30)	0	0	0	0	0
Láujar de Andarax	Almería	14.7 (11:10)	5.5 (19:50)	10,1	27 (19:40)	18 (16:00)	0	0	0	0	0
Almería Aeropuerto	Almería	18.1 (14:40)	10.1 (00:30)	14,1	48 (11:40)	37 (11:40)	0	0	0	0	0
Cabo de Gata	Almería	16.2 (12:10)	13.5 (00:10)	14,9	65 (08:20)	41 (11:50)	0	0	0	0	0
Garrucha, Puerto	Almería	15.0 (13:10)	8.3 (02:50)	11,7	28 (09:30)	21 (16:40)	0	0	0	0	0
Albox	Almería	13.1 (13:40)	7.2 (02:00)	10,2	22 (14:10)	14 (14:10)	0	0	0	0	0
Huercal Overa	Almería	13.9 (12:40)	6.4 (04:50)	10,1	25 (09:10)	10 (07:50)	0	0	0	0	0
Alborán	Almería										
Aramaio	Araba/Álava	15.2 (15:00)	5.1 (02:10)	10,1			0	0	0	0	0
Amurrio	Araba/Álava	16.7 (14:50)	3.9 (08:00)	10,3	36 (12:40)	20 (13:00)	0	0	0	0	0
Lalastra	Araba/Álava	14.8 (14:30)	0.6 (23:50)	7,7	35 (11:20)	18 (07:00)	0	0	0	0	0
Opakua	Araba/Álava	15.7 (14:10)	2.1 (07:40)	8,9	40 (15:30)	23 (15:40)	0	0	0	0	0
Vitoria Gasteiz Aeropuerto	Araba/Álava	13.4 (14:50)	-1.5 (07:00)	5,9	28 (16:30)	19 (16:40)	0	0	0	0	0
Labastida	Araba/Álava	9.2 (15:00)	1.8 (08:20)	5,5	10 (15:20)	5 (15:30)		0		0	0
Leza	Araba/Álava	9.3 (13:10)	1.1 (08:50)	5,2			0	0	0	0	0
Campezo/Kanpezu	Araba/Álava	10.2 (14:30)	-2.0 (07:30)	4,1			0	0	0	0	0
Cabrales	Asturias	16.3 (15:50)	6.0 (10:00)	11,1	28 (18:00)	22 (17:50)	0,2	0	0	0	0,2
Llanes	Asturias	15.0 (14:30)	9.6 (03:10)	12,3	30 (18:30)	14 (16:30)	0	0	0	0	0
