España											
Actualizado: lunes, 16 enero 2017 a las 14:00 hora oficial											
Fecha: domingo, 15 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	11.9 (13:30)	8.7 (02:30)	10,3	43 (06:50)	22 (00:40)	1,4	0,4	0,8	0	0,2
As Pontes	A Coruña	8.8 (14:30)	0.6 (00:00)	4,7			2,2	0,4	0,6	0,6	0,6
A Coruña	A Coruña	11.5 (14:10)	7.7 (08:30)	9,6	35 (17:00)	20 (17:00)	1,2	0,2	1	0	0
A Coruña Aeropuerto	A Coruña	11.4 (16:20)	4.8 (05:40)	8,1	37 (17:00)	17 (17:00)	0,9	0,1	0,8	0	0
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	11.9 (13:00)	9.1 (21:10)	10,5	45 (21:10)	35 (16:30)	0,3	0	0	0	0,3
Vimianzo	A Coruña	10.6 (14:40)	4.0 (03:30)	7,3			0	0	0	0	0
Fisterra	A Coruña	11.1 (13:40)	8.1 (22:00)	9,6	47 (15:30)	28 (00:20)	0	0	0	0	0
Mazaricos	A Coruña	9.6 (15:00)	3.6 (07:40)	6,6			0	0	0	0	0
Sobrado	A Coruña	8.8 (15:20)	-0.6 (00:30)	4,1			0,4	0,2	0,2	0	0
Santiago de Compostela Aeropuerto	A Coruña	9.8 (14:30)	2.7 (08:50)	6,3	32 (13:20)	14 (15:40)	0	0	0	0	0
Noia	A Coruña	11.5 (14:30)	3.8 (03:40)	7,6	19 (14:30)	5 (15:00)	0	0	0	0	0
Boiro	A Coruña	13.1 (17:00)	2.2 (03:00)	7,7			0	0	0	0	0
Padrón	A Coruña	12.9 (15:30)	2.8 (08:50)	7,8	45 (06:40)	22 (15:40)	0	0	0	0	0
Santiago de Compostela	A Coruña	11.6 (14:10)	4.3 (03:20)	8	20 (14:50)	8 (14:50)	0	0	0	0	0
Rois, Casas do Porto	A Coruña	11.0 (15:20)	4.6 (09:50)	7,8			0	0	0	0	0
Ossa de Montiel	Albacete	7.2 (14:20)	-5.8 (07:50)	0,7	31 (14:20)	17 (15:00)	0	0	0	0	0
Villarrobledo	Albacete	8.3 (14:00)	-3.6 (06:10)	2,4	32 (15:20)	20 (16:20)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	8.5 (14:30)	-2.5 (06:10)	3			0	0	0	0	0
Yeste	Albacete	7.7 (12:30)	0.5 (08:30)	4,1			0	0	0	0	0
Hellín	Albacete	9.9 (14:40)	1.3 (03:00)	5,6	58 (11:10)	33 (11:30)	0	0	0	0	0
Tobarra	Albacete	9.0 (15:10)	1.9 (03:30)	5,4			0	0	0	0	0
Chinchilla	Albacete	4.4 (16:30)	-4.0 (07:50)	0,2	49 (14:10)	31 (14:10)	0	0	0	0	0
Albacete	Albacete	7.4 (17:00)	-1.5 (04:40)	3	39 (14:50)	14 (15:30)	0	0	0	0	0
Almansa	Albacete	9.7 (14:10)	-1.3 (02:50)	4,2	44 (12:10)	19 (12:10)	0	0	0	0	0
Orihuela	Alacant/Alicante	14.7 (15:50)	7.1 (06:10)	10,9	53 (14:50)	24 (08:20)	0	0	0	0	0
Pinoso	Alacant/Alicante	10.2 (15:30)	0.7 (04:00)	5,4	44 (16:40)	17 (16:50)	0	0	0	0	0
Rojales	Alacant/Alicante	15.3 (14:30)	4.7 (06:40)	10	54 (12:30)	32 (12:30)	0	0	0	0	0
Villena	Alacant/Alicante	11.2 (15:20)	-2.2 (07:20)	4,5	55 (14:00)	34 (12:00)	0	0	0	0	0
Novelda	Alacant/Alicante	13.7 (15:20)	4.3 (01:40)	9			0	0	0	0	0
Elche/Elx	Alacant/Alicante	15.9 (14:50)	4.8 (00:10)	10,3			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	16.1 (15:00)	6.6 (00:20)	11,4	58 (12:00)	41 (12:00)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	16.0 (14:20)	7.3 (08:20)	11,7	45 (10:30)	24 (11:30)	0	0	0	0	0
Benidorm	Alacant/Alicante	17.0 (14:00)	5.1 (08:40)	11	39 (16:50)	20 (00:30)	0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	15.2 (14:30)	8.2 (07:00)	11,7	54 (15:30)	30 (17:10)	0	0	0	0	0
Pego	Alacant/Alicante	15.0 (14:30)	8.1 (04:30)	11,6	50 (11:50)	26 (10:40)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	11.3 (15:50)	3.3 (06:30)	7,3	44 (10:00)	23 (10:00)	0	0	0	0	0
Vélez Blanco - Topares	Almería	6.3 (15:20)	-2.1 (03:20)	2,1			0	0	0	0	0
Adra	Almería	16.7 (12:20)	8.5 (08:30)	12,6	30 (16:50)	18 (16:00)					
El Ejido	Almería	17.4 (11:50)	6.7 (07:10)	12			0	0	0	0	0
Roquetas de Mar	Almería	16.6 (14:30)	3.7 (08:30)	10,2	34 (16:00)	24 (17:30)	0	0	0	0	0
Abla	Almería	11.1 (15:30)	1.0 (05:30)	6,1	25 (10:30)	12 (14:40)	0	0	0	0	0
