España											
Actualizado: jueves, 30 enero 2014 a las 09:00 hora oficial											
Fecha: miércoles, 29 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	11.4 (13:50)	6.3 (03:50)	8,8	78 (15:00)	59 (01:00)	6,8	2,2	2,4	1,6	0,6
As Pontes	A Coruña	9.3 (14:00)	3.1 (07:00)	6,2			14,8	4,6	6,4	2	1,8
A Coruña	A Coruña	11.6 (12:40)	6.5 (02:20)	9,1	60 (17:20)	31 (17:20)	11	5,2	1,8	1	3
A Coruña Aeropuerto	A Coruña	11.7 (13:20)	5.6 (03:00)	8,6	63 (21:20)	33 (17:30)	7,9	4	1,3	0,9	1,7
Carballo, Depuradora	A Coruña	10.6 (14:00)	5.1 (00:30)	7,9			9,6	4,8	2,4	0,8	1,6
Cabo Vilan	A Coruña	10.6 (13:10)	6.2 (00:10)	8,4	68 (03:30)	41 (04:00)	3,8	2,8	0,3	0	0,7
Vimianzo	A Coruña	9.4 (14:30)	3.9 (00:50)	6,6			11	7,2	1,4	2,2	0,2
Fisterra	A Coruña	9.4 (11:20)	6.3 (02:30)	7,8	93 (09:40)	55 (07:20)	3,8	2	0,8	1	0
Mazaricos	A Coruña	8.7 (13:00)	4.2 (03:10)	6,4			13	5	3,2	4,6	0,2
Sobrado	A Coruña	7.4 (15:20)	1.5 (01:10)	4,5			13,6	5,8	3,2	2,4	2,2
Santiago de Compostela Aeropuerto	A Coruña	9.4 (12:40)	2.3 (02:40)	5,8	52 (14:30)	31 (14:20)	14,5	6,2	2,5	2,6	3,2
Noia	A Coruña	11.3 (14:40)	5.0 (23:59)	8,2	25 (00:50)	7 (15:40)	9,4	3,2	2,6	0,8	2,8
Boiro	A Coruña	12.4 (16:20)	5.5 (06:50)	8,9			7,6	5,6	1	0,4	0,6
Padrón	A Coruña	12.9 (13:30)	5.5 (00:00)	9,2	33 (15:20)	20 (15:30)	5,2	2,4	1,6	1	0,2
