España											
Actualizado: sábado, 17 enero 2015 a las 09:00 hora oficial											
Fecha: viernes, 16 enero 2015											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña						5,2	1,8	2,6	0,4	0,4
As Pontes	A Coruña	8.6 (13:40)	2.0 (23:20)	5,3			10,4	4,6	2,6	1	2,2
A Coruña	A Coruña	12.0 (13:10)	6.9 (08:10)	9,5	48 (10:40)	25 (01:00)	4,4	1,8	2,2	0,4	0
A Coruña Aeropuerto	A Coruña	11.5 (15:00)	4.3 (23:40)	7,9	50 (06:30)	27 (05:00)	8,5	2,4	5,8	0,1	0,2
Carballo, Depuradora	A Coruña	10.9 (15:20)	2.5 (23:40)	6,7			10,8	0,8	7	2,4	0,6
Cabo Vilan	A Coruña	11.0 (15:50)	5.6 (01:10)	8,3	68 (07:40)	49 (07:40)		1,6	0,7	0,1	
Vimianzo	A Coruña	9.4 (13:30)	1.9 (22:30)	5,6			2,6	2	0,6	0	0
Fisterra	A Coruña	9.7 (14:40)	6.0 (00:20)	7,8	108 (04:00)	46 (12:20)	1	0,2	0,6	0,2	0
Mazaricos	A Coruña	8.9 (17:00)	3.0 (00:40)	5,9							
Sobrado	A Coruña	7.5 (17:30)	-1.5 (23:59)	3			11	4	5	2	0
Santiago de Compostela Aeropuerto	A Coruña	10.2 (15:20)	1.8 (04:20)	6	37 (01:20)	22 (15:30)	4,2	1,5	1,4	1,3	0
Noia	A Coruña	10.3 (14:30)	3.6 (23:10)	7	16 (07:00)	7 (05:30)	6	3,4	2,6	0	0
Monte Iroite	A Coruña	7.9 (15:10)	1.3 (01:50)	4,6	67 (00:30)	36 (00:40)	5,9	1,3	4,5	0,1	0
Boiro	A Coruña	11.9 (17:00)	3.1 (23:50)	7,5			5	2,6	2,4	0	0
Padrón	A Coruña	12.5 (14:40)	2.4 (23:59)	7,5	21 (07:30)	11 (08:40)	4,3	3	1	0,2	0,1
Santiago de Compostela	A Coruña	10.9 (16:20)	2.5 (23:50)	6,7	23 (16:40)	6 (16:40)	2,1	0,8	1,1	0,2	0
Rois, Casas do Porto	A Coruña	10.3 (14:40)	3.3 (04:20)	6,8			8,4	4,8	2,8	0,8	0
Ossa de Montiel	Albacete	7.6 (00:20)	0.6 (23:50)	4,1	48 (00:30)	26 (05:40)	2,4	1,8	0,6	0	0
Villarrobledo	Albacete				43 (10:40)	22 (12:50)	1,2	0,2	1	0	0
Munera	Albacete	7.5 (00:20)	1.2 (23:50)	4,4	46 (02:10)	22 (02:10)	1	0	1	0	0
Yeste, Embalse Fuensanta	Albacete	11.0 (00:50)	6.0 (21:00)	8,5			0	0	0	0	0
Yeste	Albacete	8.6 (01:30)	3.0 (23:00)	5,8			0	0	0	0	0
Hellín	Albacete	11.2 (00:00)	5.3 (23:00)	8,3	58 (15:00)	36 (15:00)	0	0	0	0	0
Tobarra	Albacete	10.8 (15:00)	5.2 (23:59)	8			0	0	0	0	0
Chinchilla	Albacete	6.9 (06:00)	0.4 (23:20)	3,7		46 (13:00)	0,4	0	0,4	0	0
Albacete	Albacete	10.2 (00:40)	3.3 (23:50)	6,7	46 (14:10)	23 (11:40)	0	0	0	0	0
Alcalá del Júcar	Albacete	9.4 (02:40)	2.5 (23:00)	5,9				0	0,6	0	
Almansa	Albacete	9.9 (01:50)	2.5 (23:59)	6,2	47 (12:10)	24 (12:00)	0,2	0	0,2	0	0
Orihuela	Alacant/Alicante	15.3 (15:20)	7.0 (23:50)	11,2	61 (12:30)	34 (12:20)	0	0	0	0	0
Pinoso	Alacant/Alicante	11.4 (11:20)	4.3 (03:20)	7,8	42 (14:00)	20 (13:30)	0	0	0	0	0
