España											
Actualizado: domingo, 25 enero 2015 a las 09:00 hora oficial											
Fecha: sábado, 24 enero 2015											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	13.2 (15:00)	9.8 (00:00)	11,5	46 (19:30)	32 (21:00)	0,6	0	0,2	0	0,4
As Pontes	A Coruña	11.4 (14:40)	6.7 (07:30)	9			0,2	0	0	0,2	0
A Coruña	A Coruña	12.6 (13:50)	10.3 (07:40)	11,5	29 (23:20)	20 (22:30)	2,4	0,6	1,8	0	0
A Coruña Aeropuerto	A Coruña	12.8 (14:00)	9.7 (04:00)	11,3	28 (23:00)	17 (23:00)	1,9	0,1	1,8	0	0
Carballo, Depuradora	A Coruña	12.6 (13:40)	10.0 (01:50)	11,3			3,8	2	1,6	0	0,2
Cabo Vilan	A Coruña	12.6 (13:50)	10.4 (09:10)	11,5	45 (23:00)	35 (22:50)	0,4	0,2	0,1	0	0,1
Vimianzo	A Coruña	11.8 (13:40)	9.3 (09:30)	10,6			0	0	0	0	0
Fisterra	A Coruña	12.2 (14:10)	9.5 (09:40)	10,8	49 (07:30)	32 (07:40)	0,4	0,4	0	0	0
Mazaricos	A Coruña	11.4 (14:10)	9.1 (09:50)	10,3							
Sobrado	A Coruña	12.2 (16:40)	5.8 (00:00)	9			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	13.5 (15:10)	8.1 (05:00)	10,8			1	0,2	0,8	0	0
Noia	A Coruña	13.4 (14:10)	9.6 (06:10)	11,5	18 (17:50)	7 (17:30)	2,4	2,2	0,2	0	0
Monte Iroite	A Coruña	8.9 (15:20)	7.3 (23:40)	8,1	48 (21:30)	30 (21:40)	1	0,8	0,1	0	0,1
Boiro	A Coruña	14.7 (16:10)	9.7 (07:00)	12,2			0,6	0,6	0	0	0
Padrón	A Coruña	15.1 (15:30)	9.9 (06:10)	12,5	36 (23:59)	19 (22:00)	1,5	0,2	1,3	0	0
Santiago de Compostela	A Coruña	13.6 (16:50)	9.1 (06:10)	11,4	23 (13:20)	7 (13:20)	1,1	0,2	0,9	0	0
Rois, Casas do Porto	A Coruña	12.6 (15:10)	8.9 (06:00)	10,8			0,2	0	0	0,2	0
Ossa de Montiel	Albacete	8.1 (16:10)	-4.8 (05:50)	1,7	30 (12:50)	18 (12:40)	0	0	0	0	0
Villarrobledo	Albacete				22 (15:30)	11 (15:10)	0	0	0	0	0
Munera	Albacete	7.7 (16:40)	-3.7 (09:00)	2	24 (11:20)	12 (13:10)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	15.6 (16:40)	-2.5 (08:30)	6,6			0	0	0	0	0
Yeste	Albacete	12.1 (16:20)	-1.8 (08:30)	5,2			0	0	0	0	0
Hellín	Albacete	10.6 (16:10)	1.2 (06:40)	5,9	53 (02:00)	31 (01:10)	0	0	0	0	0
Tobarra	Albacete	10.8 (16:00)	1.1 (07:50)	6			0	0	0	0	0
Chinchilla	Albacete	6.3 (16:40)	-4.5 (07:50)	0,9		29 (01:00)	0	0	0	0	0
Albacete	Albacete	10.8 (16:40)	-2.4 (08:40)	4,2	29 (23:40)	14 (23:59)	0	0	0	0	0
Alcalá del Júcar	Albacete	10.5 (16:10)	-3.4 (08:20)	3,5	27 (16:30)	13 (16:20)	0	0	0	0	0
Almansa	Albacete	10.6 (16:40)	-2.8 (08:30)	3,9	33 (22:20)	12 (22:20)	0	0	0	0	0
