España											
Actualizado: martes, 05 enero 2016 a las 09:00 hora oficial											
Fecha: lunes, 04 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	13.3 (01:30)	8.8 (23:59)	11,1	112 (19:50)	84 (18:50)	6,4	1,4	1	3,8	0,2
As Pontes	A Coruña							4,2	1,6	12,6	
A Coruña	A Coruña	13.1 (00:10)	9.5 (21:20)	11,3	64 (16:00)	37 (18:20)	9,2	1,4	0,2	7	0,6
A Coruña Aeropuerto	A Coruña	13.0 (00:00)	7.4 (23:50)	10,2				1,3	1	10,8	
Carballo, Depuradora	A Coruña	12.0 (00:30)	6.4 (23:50)	9,2			18,8	4,2	2	10,2	2,4
Cabo Vilan	A Coruña	12.5 (00:10)	8.4 (21:40)	10,4	63 (02:40)	48 (01:00)	8,3	3,1	0,8	3,2	1,2
Vimianzo	A Coruña	11.0 (00:30)	6.4 (22:40)	8,7			28,2	8,8	6,4	11,6	1,4
Fisterra	A Coruña	12.3 (00:10)	7.7 (23:40)	10	86 (15:20)	51 (04:00)	7	3,4	3	0,4	0,2
Mazaricos	A Coruña							14,4	8,4	7,2	
Sobrado	A Coruña	9.0 (00:00)	4.1 (22:20)	6,5			27,8	8,2	9,2	9	1,4
Santiago de Compostela Aeropuerto	A Coruña	10.2 (00:40)	5.8 (23:30)	8	41 (16:30)	27 (16:30)	20	8,3	6,9	4,8	0
Noia	A Coruña	12.3 (00:40)	6.6 (22:30)	9,5	30 (00:20)	8 (03:00)	31,4	16,2	9,8	4,6	0,8
Monte Iroite	A Coruña	13.4 (19:20)	3.7 (22:50)	8,5			41,3	21,3	13,5	5,9	0,6
Boiro	A Coruña	14.0 (00:50)	8.4 (23:20)	11,2			27,2	11,4	10	5,6	0,2
Padrón	A Coruña	12.2 (00:40)	7.2 (23:20)	9,7	43 (01:10)	17 (01:30)	22,3	10,3	9,3	2,2	0,5
Santiago de Compostela	A Coruña	11.6 (00:20)	6.8 (23:30)	9,2	28 (02:50)	9 (01:20)	23,6	9,4	7,9	6,3	0
Rois, Casas do Porto	A Coruña							0	0	0	
Ossa de Montiel	Albacete	14.7 (13:20)	9.4 (23:10)	12	64 (12:30)	35 (11:30)	0	0	0	0	0
Villarrobledo	Albacete	15.2 (11:50)	8.5 (23:59)	11,8	85 (14:20)	55 (11:50)	9,8	0	0	0	9,8
Munera	Albacete							0,2	0	0	
Yeste, Embalse Fuensanta	Albacete	17.3 (13:30)	14.0 (23:59)	15,6			0	0	0	0	0
Yeste	Albacete	16.4 (13:50)	11.9 (23:20)	14,1				0	0	0	
Hellín	Albacete	18.8 (15:00)	14.2 (23:50)	16,5	59 (15:50)	34 (15:30)	0	0	0	0	0
Tobarra	Albacete	19.0 (12:20)	14.2 (08:50)	16,6			0	0	0	0	0
Chinchilla	Albacete	14.9 (14:30)	9.4 (23:59)	12,1	79 (16:20)	48 (16:00)			0	0	0
Albacete	Albacete	17.7 (14:20)	12.3 (23:59)	15	64 (12:20)	30 (16:20)	0	0	0	0	0
Alcalá del Júcar	Albacete							0	0	0	
Almansa	Albacete	18.1 (13:20)	12.6 (00:00)	15,4	64 (18:00)	30 (14:30)	0	0	0	0	0
Orihuela	Alacant/Alicante	23.3 (16:50)	10.7 (02:40)	17	51 (18:10)	26 (16:00)	0	0	0	0	0
Pinoso	Alacant/Alicante	18.5 (13:00)	4.9 (01:50)	11,7	35 (16:40)	14 (16:30)	0	0	0	0	0
Rojales	Alacant/Alicante							0	0	0	
Villena	Alacant/Alicante	20.6 (14:40)	10.9 (00:20)	15,8	62 (15:10)	39 (15:10)	0	0	0	0	0
Novelda	Alacant/Alicante	22.8 (16:10)	12.3 (07:20)	17,5			0	0	0	0	0
Elche/Elx	Alacant/Alicante	22.3 (16:20)	10.9 (01:00)	16,6			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	21.2 (18:30)	11.4 (08:10)	16,3	37 (18:20)	21 (18:30)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	22.4 (15:50)	11.6 (08:40)	17	28 (15:30)	15 (15:20)	0	0	0	0	0
Benidorm	Alacant/Alicante	19.3 (16:50)	13.7 (07:40)	16,5			0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	20.8 (12:40)	12.9 (04:40)	16,8	34 (09:20)	17 (09:20)	0	0	0	0	0
Pego	Alacant/Alicante	25.2 (15:40)	17.5 (02:00)	21,4	69 (07:30)	34 (06:10)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	21.3 (14:10)	15.1 (00:00)	18,2	57 (15:00)	27 (15:20)	0	0	0	0	0
Vélez Blanco	Almería						0	0	0	0	0
Adra	Almería	17.6 (02:00)	15.4 (23:59)	16,5	68 (15:40)	42 (14:50)	0	0	0	0	0
El Ejido	Almería	20.0 (13:30)	15.5 (07:10)	17,8			0	0	0	0	0
Roquetas de Mar	Almería							0	0		
Abla	Almería	20.2 (14:30)	12.9 (06:00)	16,6	58 (15:30)	24 (18:00)	0	0	0	0	0
Láujar de Andarax	Almería										
Almería Aeropuerto	Almería	19.8 (10:20)	13.7 (08:00)	16,7	89 (16:10)	65 (18:30)	0	0	0	0	0
Cabo de Gata	Almería	17.7 (12:40)	16.5 (07:20)	17,1	80 (18:00)	63 (18:00)	0,2	0	0,2	0	0
Carboneras	Almería	20.5 (13:50)	16.6 (07:50)	18,6			0	0	0	0	0
Garrucha, Puerto	Almería	24.7 (14:40)	15.9 (04:30)	20,3	50 (17:00)	42 (17:10)	0	0	0	0	0
Albox	Almería	23.1 (15:10)	16.4 (21:30)	19,8	91 (23:20)	64 (23:20)	0	0	0	0	0
Huercal Overa	Almería	23.8 (15:50)	17.2 (01:30)	20,5	77 (08:30)	44 (08:30)	0,6	0,3	0,3	0	0
Alborán	Almería				102 (17:30)						
Aramaio	Araba/Álava	8.1 (02:20)	5.7 (19:30)	6,9			14,6	5,2	2,2	5	2,2
Amurrio	Araba/Álava	10.7 (11:10)	8.1 (23:59)	9,4	23 (15:10)	13 (15:10)	7,2	2,6	0,8	1,8	2
Lalastra	Araba/Álava	7.9 (00:00)	4.1 (18:30)	6	40 (19:40)	22 (18:00)	24	6,4	4,6	8,2	4,8
Opakua	Araba/Álava							12,2	3	8,6	
Vitoria Gasteiz Aeropuerto	Araba/Álava	9.3 (00:00)	6.6 (18:50)	8	37 (12:40)	28 (20:10)	15,4	8	1,6	5,6	0,2
Labastida	Araba/Álava							2,8	2,2	11,2	
Leza	Araba/Álava	8.6 (04:40)	5.8 (00:50)	7,2			23	6	5	11,4	0,6
Campezo/Kanpezu	Araba/Álava	7.1 (12:10)	5.4 (19:50)	6,3			23,4	10	4	9	0,4
Cabrales	Asturias										
Llanes	Asturias	15.6 (04:00)	10.2 (22:40)	12,9	54 (23:50)	24 (04:10)					
Amieva, Panizales	Asturias	12.5 (12:50)	6.1 (23:59)	9,3	38 (09:20)	22 (08:00)	5,2	0	0,4	0,2	4,6
Piloña	Asturias	12.9 (12:40)	6.8 (23:30)	9,8	41 (03:30)	19 (13:20)	4,2	0	0,8	0,4	3
Colunga	Asturias	15.2 (00:50)	9.4 (22:20)	12,3	45 (04:00)	24 (04:00)	3,2	0	0,2	0	3
