España											
Actualizado: jueves, 19 enero 2017 a las 14:00 hora oficial											
Fecha: miércoles, 18 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	8.7 (11:40)	7.2 (16:40)	7,9	81 (08:50)	64 (08:40)	0	0	0	0	0
As Pontes	A Coruña	8.4 (13:00)	0.8 (07:30)	4,6			0	0	0	0	0
A Coruña	A Coruña	9.7 (13:40)	5.8 (06:50)	7,8	59 (17:10)	34 (17:10)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	8.9 (13:20)	3.5 (23:10)	6,2	45 (12:40)	27 (16:40)	0	0	0	0	0
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	8.3 (13:30)	4.6 (23:50)	6,5	70 (11:50)	49 (14:40)	0	0	0	0	0
Vimianzo	A Coruña	7.8 (14:50)	2.6 (23:59)	5,2			0	0	0	0	0
Fisterra	A Coruña	8.0 (15:10)	3.3 (08:00)	5,6	74 (20:00)	39 (19:30)	0	0	0	0	0
Mazaricos	A Coruña	6.7 (15:20)	1.4 (23:50)	4			0	0	0	0	0
Sobrado	A Coruña	5.6 (15:30)	0.6 (23:10)	3,1			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	7.3 (14:30)	0.8 (23:30)	4,1	45 (13:30)	15 (12:30)	0	0	0	0	0
Noia	A Coruña	9.6 (14:10)	3.3 (04:20)	6,5	36 (19:40)	12 (17:30)	0	0	0	0	0
Boiro	A Coruña	11.1 (15:50)	4.7 (23:00)	7,9			0	0	0	0	0
Padrón	A Coruña	10.0 (14:30)	1.0 (23:50)	5,5	54 (12:10)	34 (12:30)	0	0	0	0	0
Santiago de Compostela	A Coruña	9.1 (14:30)	2.5 (23:59)	5,8	33 (13:20)	10 (19:10)	0	0	0	0	0
Rois, Casas do Porto	A Coruña	8.0 (15:30)	2.2 (23:40)	5,1			0	0	0	0	0
Ossa de Montiel	Albacete	3.4 (14:20)	-7.6 (06:30)	-2,1	27 (15:40)	16 (12:30)	0	0	0	0	0
Villarrobledo	Albacete	6.6 (14:30)	-9.6 (07:10)	-1,5	25 (16:50)	15 (16:10)	0	0	0	0	0
