España											
Actualizado: martes, 26 enero 2016 a las 10:30 hora oficial											
Fecha: lunes, 25 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	17.9 (01:30)	10.5 (23:50)	14,2	54 (11:00)	46 (11:00)	9,8	0	9,4	0,4	0
As Pontes	A Coruña	14.8 (02:10)	5.6 (23:20)	10,2			5,8	0	3,6	2,2	0
A Coruña	A Coruña	17.6 (02:10)	10.6 (23:50)	14,1	41 (02:10)	21 (03:00)	9	0,4	5,4	3,2	0
A Coruña Aeropuerto	A Coruña	17.4 (02:10)	6.9 (23:59)	12,1	50 (01:40)	25 (03:10)					
Carballo, Depuradora	A Coruña	17.1 (01:40)	5.0 (23:59)	11,1			13,4	4,6	7,8	1	0
Cabo Vilan	A Coruña	15.4 (00:20)	8.3 (23:40)	11,8	76 (01:50)	52 (01:50)	5,2	1,2	4	0	0
Vimianzo	A Coruña	15.0 (00:40)	4.6 (22:40)	9,8			10,8	2,6	6,8	1,4	0
Fisterra	A Coruña	14.1 (00:20)	9.6 (23:40)	11,9	95 (00:40)	59 (06:30)	3	0,8	2,2	0	0
Mazaricos	A Coruña	14.4 (01:00)	6.3 (23:59)	10,3			12,8	7	4,6	1,2	0
Sobrado	A Coruña	13.4 (02:20)	4.5 (23:59)	8,9			14,2	0	3,4	10,8	0
Santiago de Compostela Aeropuerto	A Coruña	15.5 (00:00)	6.3 (23:50)	10,9	55 (02:10)	32 (03:00)	7,1	1,5	4	1,6	0
Noia	A Coruña	16.2 (01:40)	6.9 (23:59)	11,6	58 (05:30)	24 (06:00)	16,4	3	12,8	0,6	0
Monte Iroite	A Coruña									0,4	0
Boiro	A Coruña	16.5 (02:40)	7.3 (23:59)	11,9			2,6	1,2	1,4	0	0
Padrón	A Coruña	17.3 (00:20)	8.0 (23:40)	12,6	50 (07:20)	23 (09:20)	9,2	5,2	4	0	0
Santiago de Compostela	A Coruña	16.5 (01:00)	7.0 (23:59)	11,8	38 (01:00)	10 (07:30)	7,9	3,3	4	0,3	0,3
Rois, Casas do Porto	A Coruña	16.2 (01:20)	7.3 (23:50)	11,8			9,4	6,4	3	0	0
Ossa de Montiel	Albacete	19.2 (13:10)	3.4 (07:20)	11,3	58 (01:20)	6 (15:40)			0	0	0
Villarrobledo	Albacete	16.1 (15:10)	4.6 (04:20)	10,4	23 (06:20)	14 (04:40)	0	0	0	0	0
Munera	Albacete	17.4 (15:20)	1.9 (08:00)	9,6	14 (13:30)	8 (02:40)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete									0	
Yeste	Albacete	16.2 (14:10)	4.2 (08:20)	10,2			0	0	0	0	0
Hellín	Albacete									0	0
Tobarra	Albacete	16.9 (15:40)	4.4 (04:40)	10,6			0	0	0	0	0
Chinchilla	Albacete	17.4 (14:40)	5.0 (04:10)	11,2	26 (08:30)	16 (04:40)	0	0	0	0	0
Albacete	Albacete							0	0		0
Alcalá del Júcar	Albacete	18.7 (16:10)	6.2 (08:50)	12,5	15 (00:30)	7 (00:20)	0,2	0	0,2	0	0
Almansa	Albacete	18.3 (14:10)	1.4 (08:20)	9,8	16 (13:10)	6 (13:10)	0	0	0	0	0
Orihuela	Alacant/Alicante	16.7 (14:30)	6.4 (08:10)	11,6	17 (14:40)	9 (14:40)	0	0	0	0	0
Pinoso	Alacant/Alicante	18.8 (14:10)	-0.5 (08:00)	9,1	3 (14:00)	0 (00:10)	0	0	0	0	0
Rojales	Alacant/Alicante	17.0 (15:40)	7.9 (08:30)	12,5	16 (15:00)	9 (10:50)	0	0	0	0	0
Villena	Alacant/Alicante	18.5 (14:30)	4.4 (00:00)	11,5	22 (18:00)	16 (18:00)	0	0	0	0	0
Novelda	Alacant/Alicante	18.6 (15:00)	7.4 (08:40)	13			0	0	0	0	0
Elche/Elx	Alacant/Alicante										
Alicante/Alacant Aeropuerto	Alacant/Alicante	17.6 (14:10)	7.5 (06:20)	12,6	18 (13:30)	11 (13:20)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	18.1 (15:10)	7.2 (07:40)	12,7	14 (16:10)	9 (16:10)	0	0	0	0	0
Benidorm	Alacant/Alicante	18.7 (15:30)	9.3 (05:40)	14			0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	17.8 (14:30)	6.2 (07:30)	12	16 (15:50)	11 (08:50)	0	0	0	0	0
Pego	Alacant/Alicante	17.5 (14:10)	9.7 (08:10)	13,6	17 (14:40)	9 (14:40)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	19.3 (15:30)	4.0 (07:30)	11,6	16 (14:30)	10 (22:30)	0	0	0	0	0
Vélez Blanco	Almería						0	0	0	0	0
