España											
Actualizado: viernes, 13 enero 2017 a las 14:00 hora oficial											
Fecha: jueves, 12 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	13.1 (15:30)	9.8 (22:40)	11,5	87 (16:40)	67 (16:10)	1,2	0	0	1,2	0
As Pontes	A Coruña	10.9 (16:40)	6.2 (23:59)	8,5			5,2	0	0	3,6	1,6
A Coruña	A Coruña	13.9 (15:30)	9.6 (06:10)	11,8	54 (17:30)	26 (17:30)	2,4	0	0	2,4	0
A Coruña Aeropuerto	A Coruña	14.7 (15:20)	8.4 (05:20)	11,5	48 (17:40)	27 (17:50)	1,2	0	0	0,8	0,4
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	13.1 (13:30)	9.1 (23:40)	11,1	50 (11:20)	39 (11:20)	0,7	0	0,1	0,6	0
Vimianzo	A Coruña	12.3 (14:40)	7.0 (22:50)	9,7			0,6	0	0	0,4	0,2
Fisterra	A Coruña	12.8 (15:00)	9.0 (04:10)	10,9	71 (18:50)	42 (19:10)	0,6	0	0,2	0,4	0
Mazaricos	A Coruña	11.6 (14:20)	6.8 (22:50)	9,2			0	0	0	0	0
Sobrado	A Coruña	9.7 (17:00)	2.1 (05:50)	5,9			4,6	0	0,2	2,6	1,8
Santiago de Compostela Aeropuerto	A Coruña	11.1 (17:10)	5.7 (22:40)	8,4	41 (19:10)	25 (19:10)	0,6	0	0	0,5	0,1
Noia	A Coruña	12.4 (16:20)	6.9 (23:30)	9,6	23 (13:40)	8 (09:50)	3,2	0	0,4	2	0,8
Boiro	A Coruña	13.3 (16:10)	4.4 (05:30)	8,9			1	0	0	1	0
Padrón	A Coruña	13.2 (14:40)	6.0 (02:20)	9,6	33 (14:20)	15 (04:00)	1	0	0	0,4	0,6
Santiago de Compostela	A Coruña	11.9 (16:00)	7.4 (22:50)	9,6	26 (19:00)	10 (12:40)	1,9	0	0	1,8	0,1
Rois, Casas do Porto	A Coruña										
Ossa de Montiel	Albacete	15.0 (14:20)	-1.0 (08:30)	7	37 (13:10)	19 (14:10)	0	0	0	0	0
Villarrobledo	Albacete	15.7 (15:30)	1.1 (08:20)	8,4	41 (15:40)	28 (14:00)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	17.9 (16:00)	1.5 (09:00)	9,7			0	0	0	0	0
Yeste	Albacete	16.8 (14:30)	4.9 (04:00)	10,8			0	0	0	0	0
Hellín	Albacete	19.2 (16:20)	2.4 (08:10)	10,8	29 (17:20)	17 (17:10)	0	0	0	0	0
Tobarra	Albacete	18.9 (15:40)	2.1 (05:40)	10,5			0	0	0	0	0
Chinchilla	Albacete	13.5 (15:40)	3.0 (05:10)	8,3	43 (14:50)	30 (16:10)	0	0	0	0	0
Albacete	Albacete	17.4 (15:30)	1.4 (08:20)	9,4	35 (15:50)	17 (15:40)	0	0	0	0	0
Almansa	Albacete	16.4 (14:40)	2.0 (03:00)	9,2	37 (15:50)	20 (22:00)	0	0	0	0	0
Orihuela	Alacant/Alicante	19.1 (16:20)	4.4 (06:10)	11,8	21 (12:10)	13 (11:30)	0	0	0	0	0
Pinoso	Alacant/Alicante	17.3 (15:50)	-0.5 (07:40)	8,4	0 (00:10)	0 (00:10)	0	0	0	0	0
Rojales	Alacant/Alicante	20.0 (15:40)	6.1 (09:00)	13	35 (18:50)	17 (17:30)	0	0	0	0	0
Villena	Alacant/Alicante	18.4 (16:00)	-2.4 (07:50)	8	35 (19:10)	22 (19:10)	0	0	0	0	0
Novelda	Alacant/Alicante	20.7 (14:20)	6.1 (03:20)	13,4			0	0	0	0	0
