España											
Actualizado: sábado, 03 enero 2015 a las 09:00 hora oficial											
Fecha: viernes, 02 enero 2015											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	17.1 (14:00)	9.8 (02:50)	13,5	28 (04:10)	23 (04:10)	0	0	0	0	0
As Pontes	A Coruña	12.0 (16:30)	-1.0 (05:20)	5,5							
A Coruña	A Coruña	16.0 (15:30)	6.0 (06:10)	11	16 (06:50)	12 (07:20)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	16.5 (16:10)	1.4 (08:30)	8,9	28 (17:50)	12 (10:00)	0	0	0	0	0
Carballo, Depuradora	A Coruña	14.7 (15:30)	-1.4 (07:50)	6,6			0	0	0	0	0
Cabo Vilan	A Coruña	14.3 (15:10)	9.2 (06:20)	11,8	21 (14:40)	13 (03:50)	0	0	0	0	0
Vimianzo	A Coruña	14.1 (15:40)	1.8 (02:00)	8							
Fisterra	A Coruña	12.8 (15:20)	9.9 (00:10)	11,3	22 (19:10)	14 (21:40)	0	0	0	0	0
Mazaricos	A Coruña	12.4 (15:10)	1.1 (04:50)	6,7							
Sobrado	A Coruña	15.3 (16:40)	-2.9 (07:20)	6,2			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	15.7 (16:10)	-0.8 (06:30)	7,4	21 (06:20)	12 (06:20)	0	0	0	0	0
Noia	A Coruña	15.5 (14:30)	4.0 (03:20)	9,8	15 (10:00)	7 (09:50)	0	0	0	0	0
Monte Iroite	A Coruña	12.0 (16:40)	6.2 (23:40)	9,1	24 (10:00)	17 (10:10)	0	0	0	0	0
Boiro	A Coruña	12.4 (16:20)	0.0 (05:30)	6,2			0	0	0	0	0
Padrón	A Coruña	11.5 (15:50)	-0.6 (08:20)	5,4	31 (10:50)	23 (04:30)	0	0	0	0	0
Santiago de Compostela	A Coruña	15.0 (15:50)	1.6 (09:00)	8,3	16 (09:40)	7 (09:40)	0	0	0	0	0
Rois, Casas do Porto	A Coruña	13.2 (16:30)	3.5 (07:40)	8,3			0	0	0	0	0
Ossa de Montiel	Albacete	15.2 (15:10)	-4.9 (06:40)	5,1	15 (12:20)	8 (12:20)	0	0	0	0	0
Villarrobledo	Albacete				9 (12:20)	4 (12:20)	0	0	0	0	0
Munera	Albacete	11.8 (15:50)	-5.6 (04:40)	3,1	13 (06:50)	7 (02:00)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete							0	0	0	
Yeste	Albacete	15.9 (15:30)	0.7 (03:10)	8,3			0	0	0	0	0
Hellín	Albacete	16.5 (16:50)	2.4 (01:10)	9,5	21 (20:50)	14 (07:40)	0	0	0	0	0
Tobarra	Albacete	16.6 (16:10)	0.4 (03:40)	8,5			0	0	0	0	0
Chinchilla	Albacete	12.9 (14:40)	0.2 (04:30)	6,5		14 (12:50)	0	0	0	0	0
Albacete	Albacete	14.1 (16:20)	-2.9 (08:30)	5,6	14 (12:20)	6 (12:20)	0	0	0	0	0
Alcalá del Júcar	Albacete	11.4 (17:00)	-3.1 (08:20)	4,1	16 (12:30)	8 (12:30)	0	0	0	0	0
Almansa	Albacete	14.3 (15:50)	-2.8 (08:20)	5,8	10 (14:10)	5 (13:50)	0	0	0	0	0
Orihuela	Alacant/Alicante	15.5 (16:20)	0.9 (08:50)	8,2	22 (05:50)	14 (04:40)	0	0	0	0	0
Pinoso	Alacant/Alicante	16.2 (15:30)	-4.6 (07:50)	5,8	10 (15:40)	6 (19:00)	0	0	0	0	0
Rojales	Alacant/Alicante	16.6 (15:40)	2.7 (08:00)	9,7	18 (20:20)	11 (20:20)	0	0	0	0	0
Villena	Alacant/Alicante	15.8 (16:40)	-3.9 (08:30)	6	15 (09:20)	10 (07:20)	0	0	0	0	0
Novelda	Alacant/Alicante	18.1 (14:20)	4.1 (03:30)	11,1			0	0	0	0	0
Elche/Elx	Alacant/Alicante	17.0 (15:40)	4.2 (07:50)	10,6			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	17.1 (16:00)	2.0 (08:10)	9,6	22 (01:20)	17 (01:20)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	18.1 (15:00)	2.0 (08:20)	10,1	15 (15:00)	8 (15:30)	0	0	0	0	0
Benidorm	Alacant/Alicante	16.4 (14:30)	5.8 (07:20)	11,1			0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	18.5 (15:40)	1.8 (06:20)	10,1	17 (04:30)	13 (07:50)	0	0	0	0	0
Pego	Alacant/Alicante	17.8 (13:40)	6.7 (07:40)	12,2	19 (14:10)	10 (14:20)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	18.1 (16:50)	2.7 (08:00)	10,4	22 (20:30)	15 (20:00)	0	0	0	0	0
Vélez Blanco	Almería	14.5 (15:40)	-1.1 (07:30)	6,7			0	0	0	0	0
Adra	Almería	17.4 (14:40)	10.5 (07:40)	13,9	15 (05:30)	6 (03:20)	0	0	0	0	0
El Ejido	Almería	18.9 (14:10)	8.6 (04:50)	13,8			0	0	0	0	0
Roquetas de Mar	Almería	16.5 (14:00)	5.0 (07:50)	10,8	14 (08:40)	10 (00:30)	0	0	0	0	0
Abla	Almería	15.1 (13:20)	1.5 (01:20)	8,3	26 (15:10)	13 (14:50)	0	0	0	0	0
Láujar de Andarax	Almería	12.9 (17:40)	5.2 (08:40)	9	22 (14:40)	11 (13:40)	0	0	0	0	0
Almería Aeropuerto	Almería	16.3 (12:10)	7.1 (08:20)	11,7	33 (04:20)	25 (07:10)	0	0	0	0	0
Cabo de Gata	Almería	18.0 (13:10)	11.1 (08:10)	14,6	15 (02:00)	12 (02:00)	0	0	0	0	0
