España											
Actualizado: lunes, 11 enero 2016 a las 10:45 hora oficial											
Fecha: domingo, 10 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña										
As Pontes	A Coruña	9.3 (12:10)	7.1 (23:20)	8,2			52	17,6	9,6	15,6	9,2
A Coruña	A Coruña	12.4 (12:00)	9.9 (15:20)	11,1	65 (23:20)	37 (23:20)	21,4	7,2	3	7	4,2
A Coruña Aeropuerto	A Coruña	12.5 (11:50)	9.4 (23:50)	10,9	58 (23:20)	31 (01:20)					
Carballo, Depuradora	A Coruña	11.6 (11:50)	8.7 (23:20)	10,2			21,2	5,6	1,2	9	5,4
Cabo Vilan	A Coruña										1,9
Vimianzo	A Coruña	10.7 (00:30)	8.2 (23:00)	9,4			27,8	7,6	2,6	13,8	3,8
Fisterra	A Coruña	11.7 (00:20)	8.7 (00:50)	10,2	122 (00:40)	79 (00:40)	10,4	2,6	0,4	5,6	1,8
Mazaricos	A Coruña	10.7 (00:50)	7.5 (23:00)	9,1			36,4	5	6	20,2	5,2
Sobrado	A Coruña	8.5 (00:00)	6.5 (23:59)	7,5			37,4	7,6	6,8	13,2	9,8
Santiago de Compostela Aeropuerto	A Coruña	10.1 (01:00)	7.4 (23:50)	8,8	67 (23:30)	32 (23:30)	36,5	9,4	5,2	13,5	8,4
Noia	A Coruña	12.7 (00:50)	8.6 (23:20)	10,7	51 (00:10)	18 (00:20)	31	2,8	4,4	17,2	6,6
Monte Iroite	A Coruña	8.7 (00:40)	5.2 (08:50)	6,9			28,4	2,4	3,7	17,7	4,6
Boiro	A Coruña	13.8 (00:20)	10.3 (14:00)	12,1			23,8	2,4	5,2	12	4,2
Padrón	A Coruña	12.3 (00:20)	9.2 (23:59)	10,8	54 (01:40)	29 (00:10)	43,6	6	11,5	19,7	6,4
Santiago de Compostela	A Coruña	11.1 (01:00)	8.6 (23:40)	9,9	47 (01:10)	16 (01:20)	28	4,4	4,3	13,8	5,5
Rois, Casas do Porto	A Coruña										
Ossa de Montiel	Albacete	11.0 (16:10)	6.8 (03:10)	8,9	62 (14:10)	32 (23:30)	0	0	0	0	0
Villarrobledo	Albacete	12.9 (13:40)	7.9 (03:00)	10,4	59 (17:30)	41 (23:40)	0	0	0	0	0
Munera	Albacete	10.9 (16:30)	6.7 (03:30)	8,8	60 (23:30)	30 (23:30)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	16.4 (15:30)	10.7 (00:10)	13,5			0	0	0	0	0
Yeste	Albacete	14.7 (15:00)	8.2 (00:00)	11,4			0	0	0	0	0
Hellín	Albacete	17.0 (16:20)	8.6 (04:50)	12,8	55 (13:30)	28 (15:20)	0	0	0	0	0
Tobarra	Albacete	16.3 (13:30)	7.7 (03:00)	12			0	0	0	0	0
Chinchilla	Albacete	12.2 (13:50)	5.6 (02:30)	8,9	71 (21:20)	46 (12:40)	0	0	0	0	0
Albacete	Albacete	14.1 (14:20)	8.2 (01:50)	11,2	59 (12:00)	22 (11:40)	0	0	0	0	0
Alcalá del Júcar	Albacete	14.3 (14:10)	7.6 (04:10)	11	73 (12:40)	36 (13:30)	0	0	0	0	0
Almansa	Albacete	15.3 (14:30)	6.2 (03:00)	10,8	62 (13:30)	31 (13:30)	0	0	0	0	0
Orihuela	Alacant/Alicante	18.7 (14:50)	8.6 (08:40)	13,7	35 (23:00)	20 (23:00)	0	0	0	0	0
Pinoso	Alacant/Alicante	16.9 (16:00)	4.4 (07:10)	10,6	15 (13:00)	3 (13:00)	0	0	0	0	0
Rojales	Alacant/Alicante	17.0 (13:20)	10.6 (09:00)	13,8	23 (00:20)	14 (18:10)	0	0	0	0	0
Villena	Alacant/Alicante	17.1 (16:00)	4.7 (23:50)	10,9	36 (14:10)	24 (14:10)	0	0	0	0	0
Novelda	Alacant/Alicante	19.7 (15:10)	8.8 (07:40)	14,3					0	0	0
Elche/Elx	Alacant/Alicante										
Alicante/Alacant Aeropuerto	Alacant/Alicante	19.2 (15:20)	7.1 (07:00)	13,2	37 (12:50)	22 (13:00)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	20.5 (14:10)	10.2 (08:10)	15,3	29 (14:00)	17 (14:10)	0	0	0	0	0
