España											
Actualizado: martes, 17 enero 2017 a las 14:00 hora oficial											
Fecha: lunes, 16 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	12.2 (14:50)	9.2 (02:50)	10,7	48 (17:10)	31 (17:10)	0,2	0,2	0	0	0
As Pontes	A Coruña	9.6 (14:50)	4.5 (07:30)	7,1			3,4	0,6	0,6	1	1,2
A Coruña	A Coruña	12.3 (14:50)	8.6 (05:00)	10,5	30 (15:40)	19 (15:40)	0,4	0	0	0,2	0,2
A Coruña Aeropuerto	A Coruña	12.0 (15:00)	5.9 (05:40)	9	28 (14:00)	19 (16:10)	0	0	0	0	0
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	11.6 (13:00)	9.4 (01:30)	10,5	50 (10:10)	44 (10:10)	0,1	0,1	0	0	0
Vimianzo	A Coruña	10.6 (16:40)	7.0 (00:00)	8,8			1,6	0	0	0	1,6
Fisterra	A Coruña	10.7 (13:20)	8.0 (02:00)	9,3	41 (15:20)	27 (03:50)	0	0	0	0	0
Mazaricos	A Coruña	10.2 (12:20)	5.9 (03:00)	8			0	0	0	0	0
Sobrado	A Coruña	9.2 (16:40)	0.6 (00:20)	4,9			0,2	0	0,2	0	0
Santiago de Compostela Aeropuerto	A Coruña	11.0 (16:10)	4.6 (02:20)	7,8	30 (14:50)	14 (13:30)	0	0	0	0	0
Noia	A Coruña	12.6 (12:40)	6.8 (00:00)	9,7	25 (15:00)	8 (15:00)	0	0	0	0	0
Boiro	A Coruña	14.4 (16:00)	4.6 (05:20)	9,5			0	0	0	0	0
Padrón	A Coruña	13.0 (14:20)	3.1 (08:00)	8	35 (17:00)	20 (12:50)	0	0	0	0	0
Santiago de Compostela	A Coruña	12.3 (15:50)	5.3 (01:00)	8,8	31 (15:00)	11 (13:50)	0	0	0	0	0
Rois, Casas do Porto	A Coruña	11.2 (13:20)	5.7 (03:30)	8,4			0	0	0	0	0
Ossa de Montiel	Albacete	10.1 (14:40)	-4.4 (08:30)	2,9	39 (15:00)	20 (15:00)	0	0	0	0	0
Villarrobledo	Albacete	12.4 (14:50)	-1.8 (07:40)	5,3	43 (14:30)	27 (14:10)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	13.4 (15:20)	1.2 (05:10)	7,3			0	0	0	0	0
Yeste	Albacete	10.4 (13:30)	3.4 (00:40)	6,9			0	0	0	0	0
Hellín	Albacete	12.1 (14:40)	4.9 (03:00)	8,5	57 (11:00)	33 (11:10)	0	0	0	0	0
Tobarra	Albacete	12.9 (14:50)	5.9 (03:00)	9,4			0	0	0	0	0
Chinchilla	Albacete	8.6 (17:20)	-0.7 (05:10)	4	61 (13:10)	40 (17:20)	0	0	0	0	0
Albacete	Albacete	12.4 (16:10)	1.7 (08:50)	7	43 (13:40)	17 (21:00)	0	0	0	0	0
Almansa	Albacete	11.7 (15:10)	2.8 (06:50)	7,2	49 (11:30)	19 (11:50)	0	0	0	0	0
Orihuela	Alacant/Alicante	18.2 (14:20)	11.0 (04:20)	14,6	61 (12:00)	37 (12:00)	0	0	0	0	0
Pinoso	Alacant/Alicante	13.0 (13:30)	3.2 (07:00)	8,1	40 (14:20)	18 (14:00)	0	0	0	0	0
Rojales	Alacant/Alicante	18.4 (14:40)	8.7 (06:20)	13,5	53 (14:20)	33 (13:40)	0	0	0	0	0
Villena	Alacant/Alicante	13.4 (13:20)	2.8 (08:20)	8,1	60 (14:10)	40 (13:40)	0	0	0	0	0
Novelda	Alacant/Alicante	16.4 (16:30)	5.8 (00:40)	11,1			0	0	0	0	0
Elche/Elx	Alacant/Alicante	18.5 (13:40)	7.4 (01:30)	13			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	18.7 (13:40)	10.2 (00:00)	14,5	71 (13:20)	51 (13:00)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	18.3 (14:10)	9.5 (06:10)	13,9	52 (11:30)	29 (11:30)	0	0	0	0	0
Benidorm	Alacant/Alicante	19.4 (13:50)	9.0 (05:00)	14,2	46 (19:50)	18 (11:40)	0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	17.8 (14:10)	11.7 (02:10)	14,7	47 (17:30)	24 (08:40)	0	0	0	0	0
Pego	Alacant/Alicante	17.8 (16:30)	12.1 (05:40)	14,9	51 (09:10)	27 (04:40)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	13.7 (16:10)	7.9 (04:40)	10,8	47 (12:20)	23 (12:50)	0	0	0	0	0
Vélez Blanco - Topares	Almería	9.3 (14:50)	-1.6 (05:30)	3,9			0	0	0	0	0
Adra	Almería	16.1 (22:20)	10.1 (03:20)	13,1	32 (13:50)	21 (15:10)					
El Ejido	Almería	18.9 (11:00)	7.8 (06:40)	13,3			0	0	0	0	0
Roquetas de Mar	Almería	16.4 (12:50)	3.3 (08:40)	9,8	40 (15:30)	27 (15:40)	0	0	0	0	0
Abla	Almería	13.2 (13:30)	2.4 (06:50)	7,8	30 (16:30)	16 (16:30)	0	0	0	0	0
Láujar de Andarax	Almería	10.0 (15:00)	0.4 (00:00)	5,2	70 (22:00)	45 (20:00)	0	0	0	0	0
Almería Aeropuerto	Almería	16.9 (14:20)	9.2 (00:10)	13	50 (09:00)	38 (16:20)	0	0	0	0	0
Cabo de Gata	Almería	17.8 (12:00)	11.9 (01:20)	14,8	52 (05:10)	33 (17:00)	0	0	0	0	0
Carboneras	Almería										
Garrucha, Puerto	Almería				42 (16:30)	28 (16:40)	0	0	0	0	0
Albox	Almería	15.8 (15:10)	4.8 (06:20)	10,3	67 (23:30)	50 (23:30)	0	0	0	0	0
Huercal Overa	Almería	16.8 (13:30)	6.9 (04:00)	11,8	60 (23:59)	36 (23:59)	0	0	0	0	0
Aramaio	Araba/Álava	7.6 (14:20)	5.5 (03:00)	6,5			99,6	15,2	16,2	29,6	38,6
Amurrio	Araba/Álava	10.0 (12:10)	7.6 (00:00)	8,8	41 (09:50)	24 (09:50)	34	4	5,2	6,2	18,6
Lalastra	Araba/Álava	5.9 (15:00)	2.5 (00:00)	4,2	44 (12:00)	23 (10:40)	23,6	3,4	6,4	3,4	10,4
Opakua	Araba/Álava	7.1 (14:40)	4.1 (00:00)	5,6	51 (08:30)	34 (08:20)	12,8	1,4	3,6	4,4	3,4
Vitoria Gasteiz Aeropuerto	Araba/Álava	9.0 (14:40)	6.0 (00:00)	7,5	65 (11:40)	39 (11:10)	19,2	3,7	3,4	3,5	8,6
Labastida	Araba/Álava	8.0 (15:50)	5.0 (00:00)	6,5	55 (12:10)	25 (11:50)	19	2	5,4	3	8,6
Leza	Araba/Álava	8.4 (15:30)	5.5 (08:20)	6,9			45	5,2	6,8	9,6	23,4
Campezo/Kanpezu	Araba/Álava	8.1 (15:50)	5.7 (00:00)	6,9			12,2	0,8	2,2	4,4	4,8
Cabrales	Asturias	7.7 (15:50)	5.3 (00:00)	6,5	39 (03:20)	28 (03:20)	13	2	6	2,8	2,2
Llanes	Asturias	11.9 (15:40)	9.0 (00:30)	10,4	37 (01:20)	18 (04:40)	9	0,8	1,4	2,6	4,2
Amieva, Panizales	Asturias	8.2 (13:10)	5.7 (00:00)	6,9	13 (17:00)	6 (17:20)	11,8	2,8	4,6	3,2	1,2
Piloña	Asturias	9.8 (15:50)	5.9 (00:10)	7,9	18 (02:40)	8 (02:50)	16	3	5,2	4,4	3,4
Colunga	Asturias	11.0 (14:40)	8.1 (02:10)	9,6	23 (09:00)	15 (09:00)	9,2	1	3	2,4	2,8
Gijón, Campus	Asturias	12.6 (16:20)	7.9 (00:50)	10,3	22 (10:40)	13 (10:40)	13,4	1,6	3,4	6,4	2
Cabo Peñas	Asturias	11.8 (12:40)	8.9 (00:10)	10,3	42 (03:50)	29 (03:50)	3,7	0,8	0,8	0,7	1,4
Asturias Aeropuerto	Asturias	11.7 (13:50)	6.9 (06:20)	9,3	30 (04:30)	17 (04:30)	14,4	2,1	6,1	5	1,2
Puerto de Pajares	Asturias							7,4			
Pola de Lena	Asturias	8.1 (14:30)	5.0 (00:00)	6,6	18 (17:30)	8 (14:00)	7,2	1,4	1	2,8	2
Aller	Asturias	5.0 (18:30)	2.1 (00:00)	3,5	16 (07:30)	9 (07:10)	15,4	4,4	4,4	4	2,6
Mieres	Asturias	9.8 (15:10)	6.1 (00:00)	8	14 (13:10)	5 (13:10)	9,4	1,8	1,4	3,4	2,8
Oviedo	Asturias	8.7 (16:40)	5.4 (02:50)	7	26 (15:00)	12 (01:30)	13,2	2,2	3	4,2	3,8
Tineo, Soto de la Barca	Asturias	8.7 (16:40)	5.2 (01:30)	6,9	8 (09:50)	5 (10:00)	3,6	1,4	0,6	1,2	0,4
Pola de Somiedo	Asturias	7.4 (15:20)	3.1 (00:00)	5,3	17 (13:50)	8 (13:50)	4	1,2	1,6	0,8	0,4
Salas	Asturias	9.9 (14:30)	5.6 (03:50)	7,7	12 (14:40)	5 (14:40)	8,8	2,6	1	2,8	2,4
Cabo Busto	Asturias	11.6 (14:00)	8.0 (02:00)	9,8	44 (04:10)	36 (04:10)	6	0,2	1,6	2	2,2
Degaña	Asturias	3.0 (23:59)	-0.8 (02:00)	1,1	37 (13:40)	15 (10:40)	14,6	0	1,6	10	3
Ibias, San Antolin	Asturias	6.8 (15:40)	2.3 (00:00)	4,6	20 (14:10)	10 (15:40)	0,2	0	0	0,2	0
Villayón, Oneta	Asturias	9.0 (14:20)	5.5 (05:40)	7,3	36 (15:00)	20 (16:10)	12,8	1,6	6,4	2,8	2
Castropol	Asturias	11.8 (15:00)	6.6 (00:20)	9,2	30 (15:10)	12 (15:40)	10,1	1	3,1	1,3	4,7
Taramundi, Ouria	Asturias	8.7 (15:30)	5.5 (01:10)	7,1	39 (16:10)	27 (16:10)	14,4	1,2	2,2	3,4	7,6
Puerto de Leitariegos	Asturias	0.9 (23:50)	-2.3 (00:00)	-0,7			12,6	0	0	8,2	4,4
Muñotello	Ávila	6.8 (14:30)	-0.7 (06:10)	3,1	35 (09:50)	19 (09:40)	0	0	0	0	0
Ávila	Ávila	6.9 (16:30)	-2.6 (04:40)	2,2	39 (14:30)	26 (13:50)	0	0	0	0	0
Gotarrendura	Ávila	8.4 (16:30)	-2.5 (06:30)	2,9	24 (09:00)	19 (09:00)	0	0	0	0	0
Arevalo	Ávila	9.8 (16:20)	-3.9 (04:20)	3	22 (12:10)	13 (11:50)	0	0	0	0	0
Rivilla de Barajas	Ávila	8.4 (17:00)	-1.5 (05:30)	3,4	30 (15:40)	19 (15:10)	0	0	0	0	0
Navarredonda de Gredos	Ávila	9.8 (14:10)	-3.1 (08:30)	3,4	35 (12:40)	12 (09:00)	0	0	0	0	0
Barco de Avila	Ávila	9.0 (14:40)	-7.3 (09:00)	0,8	24 (16:10)	12 (16:20)	0	0	0	0	0
Puerto El Pico	Ávila	7.7 (16:30)	-1.2 (07:00)	3,2	51 (10:50)	38 (10:40)	0	0	0	0	0
Candeleda	Ávila	13.6 (16:10)	-1.4 (07:00)	6,1	18 (04:20)	10 (04:00)	0	0	0	0	0
Herrera del Duque	Badajoz	14.0 (15:50)	-2.6 (08:30)	5,7	19 (17:00)	13 (17:00)	0	0	0	0	0
Peraleda del Zaucejo	Badajoz	13.8 (15:30)	-4.2 (08:50)	4,8	19 (14:10)	10 (17:10)	0	0	0	0	0
Castuera	Badajoz	12.2 (15:30)	2.5 (09:10)	7,3	19 (16:50)	12 (16:20)	0	0	0	0	0
Navalvillar de Pela	Badajoz	12.5 (17:10)	-2.1 (08:50)	5,2	17 (16:40)	10 (16:50)	0	0	0	0	0
Don Benito	Badajoz	14.2 (17:30)	-1.3 (07:40)	6,4	14 (13:00)	8 (13:00)	0	0	0	0	0
Llerena	Badajoz	13.0 (16:10)	2.2 (05:40)	7,6	29 (14:30)	13 (17:50)	0	0	0	0	0
Villafranca de los Barros	Badajoz	13.4 (15:30)	-4.4 (07:10)	4,5	21 (16:10)	13 (16:10)	0	0	0	0	0
Mérida	Badajoz	15.8 (16:40)	-2.3 (04:40)	6,8	13 (10:00)	8 (10:00)	0	0	0	0	0
Zafra	Badajoz	13.0 (16:00)	-2.9 (08:30)	5	22 (17:20)	16 (17:00)	0	0	0	0	0
Almendralejo	Badajoz	12.2 (14:50)	0.1 (05:00)	6,1	19 (15:20)	11 (15:20)	0	0	0	0	0
Badajoz Aeropuerto	Badajoz	15.8 (17:10)	-2.2 (09:00)	6,8	13 (23:00)	9 (20:30)	0	0	0	0	0
Alburquerque	Badajoz	15.1 (15:50)	0.1 (03:50)	7,6	36 (12:40)	22 (12:20)	0	0	0	0	0
Puebla de Obando	Badajoz	14.3 (16:30)	2.0 (08:40)	8,2	27 (13:50)	18 (14:30)	0	0	0	0	0
Badajoz	Badajoz	16.4 (16:10)	-2.7 (08:50)	6,8	23 (16:30)	13 (16:30)	0	0	0	0	0
Olivenza	Badajoz	13.7 (16:50)	0.5 (09:00)	7,1	26 (13:10)	21 (14:20)	0	0	0	0	0
Alconchel	Badajoz	14.1 (16:20)	-0.9 (08:30)	6,6	27 (14:40)	17 (14:20)	0	0	0	0	0
Barcarrota	Badajoz								0	0	0
Villanueva del Fresno	Badajoz	14.5 (14:50)	0.2 (07:10)	7,4	23 (17:20)	17 (17:10)	0	0	0	0	0
Monesterio	Badajoz	12.2 (16:40)	0.7 (07:10)	6,4	17 (12:50)	10 (08:50)	0	0	0	0	0
Fuente de Cantos	Badajoz	13.3 (16:30)	1.7 (08:50)	7,5	21 (18:50)	17 (18:50)	0	0	0	0	0
Jerez de los Caballeros	Badajoz	15.9 (15:40)	-3.1 (09:00)	6,4	31 (18:50)	22 (19:00)	0	0	0	0	0
Fregenal de la Sierra	Badajoz	13.7 (15:50)	-2.5 (06:10)	5,6	15 (15:50)	9 (17:40)	0	0	0	0	0
Azuaga	Badajoz	13.4 (15:20)	0.5 (08:50)	6,9	21 (13:10)	13 (13:00)	0	0	0	0	0
Pontons	Barcelona	12.2 (16:10)	1.6 (07:50)	6,9	43 (06:40)	26 (16:00)	0	0	0	0	0
Vilafranca del Penedès	Barcelona	14.4 (15:10)	1.5 (08:20)	7,9	23 (16:50)	14 (16:50)	0	0	0	0	0
Sitges	Barcelona	12.9 (14:30)	4.1 (08:20)	8,5	23 (18:10)	13 (09:40)	0	0	0	0	0
Barcelona Aeropuerto	Barcelona	13.4 (13:30)	3.3 (08:20)	8,3	32 (06:10)	23 (06:10)	0	0	0	0	0
Berga	Barcelona	10.0 (16:00)	-0.3 (07:10)	4,8	28 (17:30)	13 (17:30)	0	0	0	0	0
Balsareny	Barcelona	12.0 (15:00)	-4.1 (08:40)	4	19 (21:10)	14 (16:00)	0	0	0	0	0
Prat de Lluçanès	Barcelona	9.7 (15:40)	-1.7 (06:10)	4	45 (20:40)	22 (20:20)	0	0	0	0	0
Moià	Barcelona	10.9 (16:30)	-1.2 (08:00)	4,8	23 (11:30)	11 (12:20)	0	0	0	0	0
Manresa	Barcelona	13.2 (15:30)	-2.1 (07:40)	5,5	32 (19:00)	18 (19:00)	0	0	0	0	0
Monistrol de Montserrat	Barcelona	8.4 (14:40)	3.3 (05:30)	5,8			0	0	0	0	0
Igualada	Barcelona	13.9 (16:30)	1.4 (09:20)	7,6	38 (18:40)	12 (17:40)	0	0	0	0	0
Corbera, Pic d'Agulles	Barcelona	10.5 (15:10)	1.6 (08:40)	6,1			0	0	0	0	0
Barcelona	Barcelona	15.3 (13:20)	7.5 (08:30)	11,4	51 (17:20)	20 (17:10)	0	0	0	0	0
Barcelona, Museo Marítimo	Barcelona	12.9 (13:40)	7.2 (08:40)	10	18 (01:00)	9 (01:10)	0	0	0	0	0
Caldes de Montbui	Barcelona	13.7 (15:00)	-1.5 (08:30)	6,1	19 (15:40)	11 (15:40)	0	0	0	0	0
Vilassar de Dalt	Barcelona							0			
Arenys de Mar	Barcelona	13.5 (11:40)	4.8 (00:00)	9,2	33 (23:59)	15 (23:30)	0	0	0	0	0
Santa Susana	Barcelona	12.2 (15:20)	2.0 (07:30)	7,1	37 (22:50)	14 (22:50)	0	0	0	0	0
Fogars de Montclús	Barcelona	8.3 (11:50)	0.4 (23:59)	4,4			0	0	0	0	0
Tona	Barcelona	10.8 (14:40)	-2.0 (08:30)	4,4	35 (19:50)	14 (17:30)					
Sant Julià  de Vilatorta	Barcelona	11.3 (16:00)	-2.5 (09:10)	4,4	58 (16:30)	31 (16:50)	0	0	0	0	0
Lekeitio	Bizkaia	12.0 (10:40)	9.7 (23:59)	10,8	106 (06:00)	70 (01:50)	3,3	0	0	0	3,3
Forua	Bizkaia	11.9 (15:00)	9.7 (00:20)	10,8	53 (05:50)	29 (06:00)	35,8	8	4	8,6	15,2
Machichaco	Bizkaia				80 (05:40)	62 (05:10)	13,3	2	2,4	2,1	6,8
Punta Galea	Bizkaia	11.5 (11:30)	9.5 (23:20)	10,5	55 (02:10)	31 (04:20)	11,1	0,7	0,8	1	8,6
Orozko	Bizkaia	8.8 (15:50)	6.7 (00:00)	7,8	35 (11:20)	14 (11:20)	54,4	5,2	10,2	12,4	26,6
Abadiño	Bizkaia	6.2 (14:50)	4.5 (00:00)	5,3			83,6	11,2	18	28,6	25,8
Amorebieta--Etxano	Bizkaia	10.4 (11:20)	8.9 (00:00)	9,6	50 (02:40)	25 (05:50)	36,8	5,6	9,2	9,2	12,8
Balmaseda	Bizkaia	10.0 (12:10)	8.5 (00:00)	9,3			30,8	2	7,6	5,4	15,8
Güeñes	Bizkaia	10.0 (11:30)	8.1 (00:30)	9,1	51 (16:50)	25 (03:40)	33,1	2,3	4,8	6,8	19,2
Bilbao Aeropuerto	Bizkaia	11.4 (11:10)	9.6 (04:30)	10,5	61 (04:30)	39 (04:00)	35	1,9	4,9	9,3	18,9
Sopuerta	Bizkaia	10.7 (11:40)	9.0 (00:00)	9,8	56 (19:00)	19 (07:50)	41,8	2	6	5,2	28,6
Coruña del Conde	Burgos	7.7 (14:20)	0.4 (09:00)	4	52 (15:50)	35 (16:30)	0	0	0	0	0
Aranda de Duero	Burgos	9.5 (15:40)	-1.3 (00:20)	4,1	49 (14:40)	23 (14:50)	0	0	0	0	0
Pedrosa del Príncipe	Burgos	10.0 (15:00)	-3.6 (04:30)	3,2	42 (15:10)	30 (15:20)	0	0	0	0	0
Palacios de la Sierra	Burgos	6.4 (16:20)	1.3 (03:00)	3,9	73 (12:10)	36 (04:50)	3	1,8	0,4	0	0,8
Monterrubio de la Demanda	Burgos	5.0 (14:50)	1.3 (01:20)	3,1	79 (12:10)	29 (12:20)	9,6	0,4	1,2	1,2	6,8
Villamayor de los Montes	Burgos	7.7 (15:10)	-0.3 (05:20)	3,7	54 (14:20)	33 (14:20)	0	0	0	0	0
Burgos Aeropuerto	Burgos	7.0 (14:10)	2.6 (00:10)	4,8			0,4	0,2	0,2	0	0
Santa Gadea de Alfoz	Burgos	4.6 (23:59)	1.8 (00:10)	3,2			14,6	5,6	5	1,6	2,4
Sargentes de la Lora	Burgos	4.3 (14:40)	0.8 (00:00)	2,6	57 (05:00)	37 (08:50)	4,8	2	1,8	0,6	0,4
Briviesca	Burgos	9.4 (15:40)	4.3 (00:00)	6,8	44 (13:30)	30 (13:00)	2,4	0,6	1	0,2	0,6
Medina de Pomar	Burgos	10.1 (13:10)	4.7 (08:40)	7,4	24 (15:50)	10 (03:20)	2,8	0	1,6	0	1,2
Miranda de Ebro	Burgos	10.8 (15:00)	6.0 (06:40)	8,4	37 (14:30)	22 (14:20)	0,2	0	0,2	0	0
Belorado	Burgos	7.5 (16:10)	3.4 (00:30)	5,5	40 (07:10)	24 (15:00)	0,5	0	0,2	0,1	0,2
Madrigal de la Vera	Cáceres	13.6 (16:10)	0.0 (08:50)	6,8	16 (03:50)	10 (03:50)	0	0	0	0	0
Navalmoral de la Mata	Cáceres	15.2 (16:20)	-3.5 (07:40)	5,8	17 (13:30)	10 (06:10)	0	0	0	0	0
Garganta de la Olla	Cáceres	13.0 (16:20)	4.3 (08:20)	8,7	30 (19:40)	16 (19:40)	0	0	0	0	0
Serradilla	Cáceres	13.9 (14:50)	-1.5 (08:00)	6,2	37 (18:20)	23 (18:10)	0	0	0	0	0
Jaraicejo	Cáceres	14.1 (15:20)	1.9 (06:40)	8	19 (06:50)	13 (06:40)	0	0	0	0	0
Trujillo	Cáceres	13.6 (16:30)	-1.3 (06:40)	6,2	15 (16:10)	10 (13:00)	0,1	0	0	0,1	0
Cáceres	Cáceres	14.4 (15:50)	0.4 (04:10)	7,4	24 (16:10)	14 (16:00)	0	0	0	0	0
Cañaveral	Cáceres	14.4 (16:00)	1.8 (06:10)	8,1	57 (10:00)	42 (10:00)	0	0	0	0	0
Nuñomoral	Cáceres	14.8 (15:00)	-2.4 (07:00)	6,2	25 (13:30)	12 (13:30)	0	0	0	0	0
Guijo de Granadilla	Cáceres	14.4 (15:30)	5.3 (04:50)	9,8	37 (12:50)	26 (12:50)	0	0	0	0	0
Hervás	Cáceres	12.2 (15:20)	1.5 (02:30)	6,8	44 (17:50)	21 (15:40)	0	0	0	0	0
Montehermoso	Cáceres	15.5 (15:50)	6.3 (00:10)	10,9	40 (08:00)	21 (12:00)	0	0	0	0	0
Tornavacas	Cáceres	9.6 (16:10)	1.4 (09:50)	5,5	47 (01:20)	32 (01:20)	0	0	0	0	0
Piornal	Cáceres	9.7 (15:20)	-0.4 (01:00)	4,6	44 (09:50)	23 (16:30)	0	0	0	0	0
Plasencia	Cáceres	14.9 (16:00)	6.0 (05:20)	10,4	37 (18:20)	17 (17:00)	0	0	0	0	0
Coria	Cáceres	16.0 (16:10)	3.2 (05:10)	9,6	28 (23:00)	16 (23:10)	0	0	0	0	0
Torrecilla de los Angeles	Cáceres	15.3 (15:50)	-0.5 (08:20)	7,4	25 (15:10)	15 (14:50)	0	0	0	0	0
Hoyos	Cáceres	14.3 (14:50)	5.2 (00:40)	9,8	50 (13:10)	24 (13:00)	0	0	0	0	0
Zarza La Mayor	Cáceres	15.1 (16:20)	1.5 (06:50)	8,3	22 (16:40)	15 (16:30)	0	0	0	0	0
Valverde del Fresno	Cáceres	14.1 (15:10)	6.5 (00:20)	10,3	55 (09:50)	30 (02:40)	0	0	0	0	0
Aliseda	Cáceres	14.7 (15:40)	0.4 (06:00)	7,5	25 (13:30)	17 (14:30)	0	0	0	0	0
Brozas	Cáceres	14.1 (15:40)	1.5 (03:20)	7,8	37 (11:10)	28 (11:10)	0	0	0	0	0
Valencia de Alcántara	Cáceres	13.4 (16:40)	-0.9 (05:10)	6,2	24 (14:20)	15 (14:20)	0	0	0	0	0
Guadalupe	Cáceres	14.0 (15:50)	0.9 (05:00)	7,4	18 (16:40)	12 (19:40)	0	0	0	0	0
Cañamero	Cáceres	11.6 (17:10)	-0.2 (05:30)	5,7	14 (16:10)	9 (15:50)	0	0	0	0	0
Zorita	Cáceres										
Alcuescar	Cáceres	13.8 (17:00)	-0.5 (07:00)	6,7	21 (17:20)	12 (15:10)	0	0	0	0	0
Chipiona	Cádiz	15.6 (16:50)	4.8 (08:30)	10,2	27 (13:20)	15 (13:20)	0	0	0	0	0
Rota, Base Naval	Cádiz	15.6 (15:40)	3.4 (08:10)	9,5			0	0	0	0	0
Grazalema	Cádiz	9.9 (15:10)	2.9 (04:20)	6,4	27 (12:50)	18 (12:50)	0	0	0	0	0
Olvera	Cádiz	13.5 (16:00)	1.5 (04:20)	7,5	30 (12:30)	15 (13:20)	0	0	0	0	0
El Bosque	Cádiz	18.0 (16:20)	2.9 (08:30)	10,5	34 (14:40)	15 (14:00)	0	0	0	0	0
San José del Valle	Cádiz	18.2 (15:00)	4.7 (08:40)	11,5	32 (16:50)	18 (19:30)	0	0	0	0	0
Jerez de la Frontera Aeropuerto	Cádiz	16.6 (15:10)	2.7 (08:20)	9,7	39 (14:40)	28 (15:00)	0	0	0	0	0
San Fernando	Cádiz	16.7 (16:00)	6.7 (07:10)	11,7	28 (14:40)	11 (07:50)	0	0	0	0	0
Cádiz	Cádiz	15.8 (15:40)	7.7 (08:00)	11,8	29 (04:50)	22 (18:00)	0	0	0	0	0
Medina Sidonia	Cádiz										
Vejer de la Frontera	Cádiz	18.2 (15:40)	7.9 (04:30)	13,1	28 (19:50)	15 (20:50)	0	0	0	0	0
Barbate	Cádiz	18.3 (17:10)	3.4 (08:10)	10,8	22 (06:30)	17 (16:20)	0	0	0	0	0
Tarifa	Cádiz	17.7 (14:00)	6.3 (07:20)	12	30 (23:10)	21 (23:59)	0	0	0	0	0
Jimena de la Frontera	Cádiz	19.0 (15:40)	-0.6 (08:20)	9,2	33 (15:10)	18 (14:00)	0	0	0	0	0
San Roque	Cádiz	18.6 (16:20)	3.5 (06:50)	11,1	27 (23:50)	16 (06:50)	0	0	0	0	0
Castro Urdiales	Cantabria	11.9 (11:50)	9.6 (07:10)	10,8	74 (07:40)	40 (01:10)	17	1,8	4,3	1,7	9,2
Ramales de la Victoria	Cantabria	10.9 (12:30)	8.7 (05:30)	9,8	39 (11:00)	15 (09:30)	43	5,6	7,2	5,2	25
Barcena de Cicero, Treto	Cantabria	12.3 (14:40)	9.9 (05:20)	11,1	51 (07:00)	23 (01:50)	20,6	1,8	4,4	2,2	12,2
Soba, Alto Miera	Cantabria	6.2 (23:20)	4.2 (00:00)	5,2	46 (02:20)	25 (11:50)	66	10	17,8	11	27,2
Santander Aeropuerto	Cantabria	12.9 (15:00)	9.8 (05:30)	11,3	55 (08:00)	32 (08:00)	4,8	0,5	1	0,1	3,2
Santander	Cantabria	12.1 (14:00)	10.0 (05:10)	11,1	59 (08:30)	41 (05:40)	6,4	1	1,8	0,8	2,8
Villacarriedo	Cantabria	10.2 (14:50)	7.7 (00:00)	8,9	43 (03:50)	25 (23:20)	48,4	8,2	19,6	4	16,6
Los Tojos, Bárcena Mayor	Cantabria	8.0 (16:20)	5.2 (00:10)	6,6	33 (04:10)	17 (14:40)	38,4	6,6	9,6	7,4	14,8
San Felices de Buelna	Cantabria	10.8 (15:30)	8.1 (00:30)	9,5	44 (02:20)	22 (23:40)	34,4	5,2	9,8	8	11,4
