España											
Actualizado: lunes, 06 enero 2014 a las 09:00 hora oficial											
Fecha: domingo, 05 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	16.7 (14:50)	8.5 (02:20)	12,6	146 (18:50)	99 (05:00)	1,2	0,4	0	0,4	0,4
As Pontes	A Coruña	13.4 (23:40)	6.2 (01:50)	9,8							
A Coruña	A Coruña	16.5 (16:10)	9.1 (01:50)	12,8	79 (19:20)	35 (04:20)	6,2	0,2	2	0,2	3,8
A Coruña Aeropuerto	A Coruña	17.1 (12:40)	8.8 (01:30)	13	84 (18:50)	49 (18:20)	2,1	0	0,9	0	1,2
Carballo, Depuradora	A Coruña							0,8	0,8		
Cabo Vilan	A Coruña										
Vimianzo	A Coruña	13.1 (17:00)	6.4 (00:20)	9,8			0	0	0	0	0
Fisterra	A Coruña	12.8 (22:30)	8.0 (00:10)	10,4	119 (21:30)	75 (23:50)	10,8	3,2	0,2	1,2	6,2
Mazaricos	A Coruña	12.4 (22:30)	6.2 (00:20)	9,3			50,4	24,8	8,2	2,4	15
Sobrado	A Coruña	11.7 (23:59)	4.6 (02:00)	8,1			6,8	1	2,6	0,8	2,4
Santiago de Compostela Aeropuerto	A Coruña	12.9 (23:50)	5.8 (01:00)	9,3	72 (23:30)	39 (15:40)			9	1,7	2,6
Noia	A Coruña	14.4 (16:00)	7.6 (01:10)	11	69 (23:00)	30 (23:00)	18,4	7	3,4	0,4	7,6
Boiro	A Coruña	14.5 (23:40)	9.2 (00:50)	11,8			45,2	33,4	7,8	3	1
Padrón	A Coruña										
Santiago de Compostela	A Coruña	14.1 (23:40)	7.2 (02:00)	10,7	56 (22:50)	14 (13:50)	17,8	4,7	5,7	3,9	3,5
Rois, Casas do Porto	A Coruña	13.8 (23:50)	7.2 (01:10)	10,5			60	28,6	22,4	6,2	2,8
Ossa de Montiel	Albacete	7.0 (13:30)	0.8 (05:20)	3,9	36 (13:10)	22 (13:10)	0	0	0	0	0
Villarrobledo	Albacete				39 (12:50)	21 (12:30)	0	0	0	0	0
Munera	Albacete	7.0 (12:40)	0.7 (06:40)	3,8	38 (10:30)	19 (10:30)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete							0	0	0	
Yeste	Albacete	11.3 (12:40)	3.3 (06:50)	7,3			0	0	0	0	0
Hellín	Albacete	14.3 (13:30)	2.4 (07:50)	8,4	49 (01:50)	30 (00:10)	0	0	0	0	0
Tobarra	Albacete	14.3 (14:00)	2.6 (08:20)	8,5			0	0	0	0	0
Chinchilla	Albacete	8.0 (13:40)	0.0 (07:10)	4	60 (14:40)	43 (13:30)	0	0	0	0	0
Albacete	Albacete	10.9 (14:20)	2.6 (06:20)	6,7	44 (14:30)	22 (13:30)	0	0	0	0	0
Alcalá del Júcar	Albacete	10.2 (15:10)	1.9 (05:40)	6	48 (15:00)	26 (15:10)	0	0	0	0	0
Almansa	Albacete										
Orihuela	Alacant/Alicante	18.9 (15:50)	10.1 (05:40)	14,5	88 (01:00)	46 (01:00)	0	0	0	0	0
Pinoso	Alacant/Alicante	15.9 (14:20)	3.8 (07:00)	9,8	62 (00:40)	28 (00:50)	0	0	0	0	0
Rojales	Alacant/Alicante	19.5 (15:40)	10.5 (06:30)	15	43 (00:40)	27 (02:20)	0	0	0	0	0
Villena	Alacant/Alicante	14.6 (13:40)	4.2 (08:00)	9,4	69 (00:10)	42 (00:10)	0	0	0	0	0
Novelda	Alacant/Alicante	19.0 (14:20)	8.5 (07:20)	13,8			0	0	0	0	0
Elche/Elx	Alacant/Alicante	20.8 (15:50)	9.8 (07:20)	15,3			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	20.1 (15:20)	10.7 (07:20)	15,4	67 (03:40)	44 (08:30)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	19.9 (14:30)	10.1 (06:50)	15	56 (00:10)	27 (00:10)	0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	19.2 (15:00)	10.1 (23:40)	14,7	70 (01:00)	36 (01:00)	0	0	0	0	0
Pego	Alacant/Alicante	19.1 (15:40)	9.9 (07:10)	14,5	57 (00:10)	35 (02:30)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	14.8 (14:30)	5.1 (07:20)	10	54 (03:20)	31 (04:30)	0	0	0	0	0
Vélez Blanco	Almería	10.3 (15:20)	-0.5 (04:50)	4,9			0,2	0	0	0,2	0
Adra	Almería	19.3 (12:00)	12.2 (08:10)	15,7	59 (00:10)	32 (00:10)	0	0	0	0	0
El Ejido	Almería	22.8 (14:20)	10.6 (23:40)	16,7			0	0	0	0	0
Roquetas de Mar	Almería	18.2 (13:50)	6.7 (23:50)	12,5	80 (00:30)	49 (00:40)	0	0	0	0	0
Abla	Almería	17.1 (14:10)	5.3 (05:40)	11,2	39 (00:50)	20 (00:50)	0	0	0	0	0
Láujar de Andarax	Almería	14.3 (16:00)	5.3 (02:20)	9,8	105 (00:10)	70 (00:10)	0	0	0	0	0
Almería Aeropuerto	Almería	18.6 (11:40)	10.7 (22:10)	14,7	76 (02:00)	47 (02:00)	0	0	0	0	0
Cabo de Gata	Almería	17.4 (14:00)	12.9 (21:50)	15,1	61 (02:30)	37 (02:30)	0	0	0	0	0
Garrucha, Puerto	Almería	17.1 (02:00)	11.8 (08:00)	14,5	69 (00:50)	43 (00:50)	0	0	0	0	0
Albox	Almería	18.2 (16:00)	6.8 (04:30)	12,5	74 (02:20)	50 (02:10)	0	0	0	0	0
Huercal Overa	Almería	18.9 (15:30)	8.5 (08:40)	13,7	73 (00:10)	39 (00:10)	0	0	0	0	0
Alborán	Almería										
Aramaio	Araba/Álava	10.8 (22:30)	0.4 (00:30)	5,6			1,4	0	0,8	0,6	0
Amurrio	Araba/Álava	15.1 (22:10)	5.6 (01:40)	10,4	50 (19:20)	24 (18:50)	0,2	0,2	0	0	0
Lalastra	Araba/Álava	8.7 (20:40)	0.1 (00:00)	4,4	71 (20:10)	44 (20:40)	2,6	0,8	1,8	0	0
Opakua	Araba/Álava	11.4 (23:10)	0.2 (01:20)	5,8	44 (23:50)	21 (23:59)	1	0	0,4	0,6	0
Vitoria Gasteiz Aeropuerto	Araba/Álava	11.9 (23:00)	1.9 (00:00)	6,9	58 (21:50)	43 (21:50)	0,2	0	0,1	0,1	0
Labastida	Araba/Álava	11.1 (22:00)	2.6 (00:00)	6,9	47 (13:00)	23 (13:30)	0,4	0	0	0,4	0
Leza	Araba/Álava	11.7 (20:50)	2.8 (00:10)	7,2			0,2	0	0,2	0	0
Campezo/Kanpezu	Araba/Álava	11.5 (21:30)	1.3 (00:00)	6,4			0,6	0	0,4	0,2	0
Cabrales	Asturias	18.4 (23:10)	5.6 (03:00)	12	96 (23:10)	60 (23:10)	0,4	0	0,2	0,2	0
Llanes	Asturias	15.7 (14:40)	8.8 (04:20)	12,3	26 (06:10)	15 (15:20)	0,8	0	0,2	0	0,6
Amieva, Panizales	Asturias	17.7 (16:30)	7.4 (04:40)	12,6	84 (20:30)	40 (23:10)	0,2	0,2	0	0	0
Piloña	Asturias	18.7 (22:20)	4.9 (00:40)	11,8	55 (22:30)	26 (22:50)	1	0,4	0,6	0	0
Colunga	Asturias	20.2 (23:10)	6.7 (02:50)	13,5	41 (22:10)	19 (23:10)	1	0,2	0,8	0	0
Gijón, Campus	Asturias	19.6 (21:20)	7.1 (01:10)	13,4	67 (21:20)	27 (21:20)	0,6	0,2	0,4	0	0
Cabo Peñas	Asturias	18.7 (21:30)	8.7 (00:00)	13,7	54 (21:50)	35 (13:50)	0,2	0	0,2	0	0
Asturias Aeropuerto	Asturias								0	0	0
Puerto de Pajares	Asturias	9.0 (12:00)	-2.0 (03:20)	3,5	88 (17:30)	55 (17:40)	0,2	0,2	0	0	0
Pola de Lena	Asturias	18.3 (13:00)	6.7 (00:00)	12,5	70 (19:50)	34 (22:30)	0	0	0	0	0
Aller	Asturias	15.2 (19:40)	1.3 (00:00)	8,2	70 (18:50)	24 (18:50)	0,8	0,4	0,4	0	0
Mieres	Asturias	21.2 (14:50)	4.9 (01:10)	13,1	46 (22:00)	15 (13:40)	0	0	0	0	0
Oviedo	Asturias	20.6 (15:10)	6.7 (00:30)	13,7	53 (21:20)	27 (16:20)	0	0	0	0	0
