España											
Actualizado: sábado, 14 enero 2017 a las 14:00 hora oficial											
Fecha: viernes, 13 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	11.1 (13:10)	7.5 (09:10)	9,3	79 (05:10)	58 (03:00)	1,8	0,6	0,6	0,4	0,2
As Pontes	A Coruña	8.0 (15:00)	1.8 (23:10)	4,9			11,8	3,2	1,4	3,4	3,8
A Coruña	A Coruña	11.0 (13:20)	7.4 (23:40)	9,2	55 (13:20)	27 (12:20)	2,4	0,2	0	0,2	2
A Coruña Aeropuerto	A Coruña	10.6 (15:30)	4.3 (23:40)	7,5	52 (12:20)	31 (12:30)	4,2	0	0	0	4,2
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	10.1 (15:10)	7.3 (07:10)	8,7	61 (16:30)	44 (16:30)	1,8	0,1	1,3	0,4	0
Vimianzo	A Coruña	9.1 (12:10)	3.9 (21:50)	6,5			2,6	0,6	1,2	0,6	0,2
Fisterra	A Coruña	9.2 (00:30)	6.8 (23:50)	8	77 (18:20)	45 (12:30)	1	0	1	0	0
Mazaricos	A Coruña	8.2 (15:30)	3.4 (23:59)	5,8			0	0	0	0	0
Sobrado	A Coruña	6.8 (14:30)	-0.8 (22:00)	3			9,4	2,4	3,8	3,2	0
Santiago de Compostela Aeropuerto	A Coruña	8.1 (13:30)	2.4 (06:40)	5,3	48 (13:30)	23 (02:10)	2,9	0,1	2,1	0,4	0,3
Noia	A Coruña	9.7 (16:00)	3.8 (23:00)	6,7	21 (12:50)	5 (16:00)	3,6	1	2	0,6	0
Boiro	A Coruña	12.7 (16:10)	2.5 (23:59)	7,6			0,2	0	0	0,2	0
Padrón	A Coruña	11.9 (15:20)	2.0 (09:20)	6,9	28 (17:40)	16 (15:50)	0,4	0,1	0,2	0,1	0
Santiago de Compostela	A Coruña	10.2 (14:40)	4.1 (06:40)	7,1	29 (14:50)	7 (14:50)	1,8	0,1	0,6	1	0,1
Rois, Casas do Porto	A Coruña	9.7 (16:10)	4.2 (23:40)	6,9			0,8	0,2	0,2	0,4	0
Ossa de Montiel	Albacete	8.8 (12:10)	0.3 (23:59)	4,6	29 (12:40)	14 (16:00)	0	0	0	0	0
Villarrobledo	Albacete	12.7 (14:20)	1.6 (23:40)	7,1	35 (11:20)	23 (12:00)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	13.2 (15:10)	7.0 (21:00)	10,1			0	0	0	0	0
Yeste	Albacete	11.1 (14:20)	4.1 (23:59)	7,6			0	0	0	0	0
Hellín	Albacete	12.4 (12:20)	4.7 (23:50)	8,5	42 (12:30)	24 (12:30)	0	0	0	0	0
Tobarra	Albacete	12.5 (15:10)	5.5 (23:20)	9			0	0	0	0	0
Chinchilla	Albacete	8.4 (15:30)	0.6 (23:59)	4,5	45 (11:20)	29 (02:10)	0	0	0	0	0
Albacete	Albacete	12.6 (15:30)	2.2 (23:59)	7,4	36 (10:40)	16 (10:40)	0	0	0	0	0
Almansa	Albacete	11.9 (15:40)	0.9 (23:10)	6,4	41 (00:10)	20 (00:50)	0	0	0	0	0
Orihuela	Alacant/Alicante	18.2 (14:20)	8.3 (02:30)	13,3	53 (12:30)	26 (12:10)	0	0	0	0	0
Pinoso	Alacant/Alicante	12.3 (12:20)	4.0 (23:40)	8,2	43 (06:30)	23 (06:20)	0	0	0	0	0
Rojales	Alacant/Alicante	18.6 (14:10)	9.8 (23:00)	14,2	42 (11:50)	29 (08:00)	0	0	0	0	0
Villena	Alacant/Alicante	13.6 (14:10)	1.9 (23:30)	7,8	40 (09:50)	27 (10:00)	0	0	0	0	0
Novelda	Alacant/Alicante	16.4 (14:20)	8.6 (23:59)	12,5			0	0	0	0	0
Elche/Elx	Alacant/Alicante	18.4 (14:00)	9.0 (23:59)	13,7			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	19.2 (15:00)	9.8 (23:30)	14,5	63 (11:00)	45 (09:00)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	19.1 (15:50)	10.8 (23:59)	15	51 (05:50)	21 (12:50)	0	0	0	0	0
Benidorm	Alacant/Alicante	20.0 (14:00)	10.7 (08:30)	15,3	48 (23:30)	26 (23:30)	0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	17.0 (11:20)	9.1 (05:30)	13,1	52 (07:40)	30 (07:40)	0	0	0	0	0
Pego	Alacant/Alicante	18.4 (00:20)	10.2 (23:59)	14,3	53 (00:20)	33 (00:20)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	14.1 (15:20)	7.2 (23:50)	10,7	49 (00:10)	26 (02:00)	0	0	0	0	0
Vélez Blanco - Topares	Almería	9.9 (14:50)	-0.1 (23:50)	4,9			0	0	0	0	0
Adra	Almería	19.2 (13:10)	11.9 (06:50)	15,6	21 (18:00)	9 (06:10)					
El Ejido	Almería	23.9 (14:20)	9.7 (07:00)	16,8			0	0	0	0	0
Roquetas de Mar	Almería	18.3 (16:10)	9.5 (08:30)	13,9	49 (17:50)	29 (21:10)	0	0	0	0	0
Abla	Almería	17.9 (12:50)	7.1 (23:59)	12,5	31 (04:40)	14 (04:50)	0	0	0	0	0
Láujar de Andarax	Almería	15.8 (15:30)	3.5 (22:20)	9,7	80 (09:00)	59 (09:00)	0	0	0	0	0
Almería Aeropuerto	Almería	18.6 (12:00)	8.9 (07:10)	13,8	35 (17:10)	26 (17:10)	0	0	0	0	0
Cabo de Gata	Almería	20.0 (12:20)	14.6 (00:00)	17,3	57 (17:00)	43 (17:10)	0	0	0	0	0
Carboneras	Almería										
Garrucha, Puerto	Almería				35 (03:00)	27 (02:20)	0	0	0	0	0
Albox	Almería	18.0 (13:10)	7.2 (23:59)	12,6	69 (12:10)	50 (08:10)	0	0	0	0	0
Huercal Overa	Almería	20.0 (13:10)	7.3 (23:59)	13,7	36 (12:10)	22 (12:40)	0	0	0	0	0
Aramaio	Araba/Álava	5.7 (00:00)	0.6 (22:10)	3,1			34	8,2	11,6	4,4	9,8
Amurrio	Araba/Álava	8.9 (00:10)	3.9 (21:30)	6,4	36 (06:30)	16 (00:10)	16,6	5,6	5	1,8	4,2
Lalastra	Araba/Álava	4.1 (00:00)	-0.8 (23:59)	1,6	47 (02:10)	26 (02:40)	10,8	1,4	6	1,6	1,8
Opakua	Araba/Álava	6.5 (00:00)	0.2 (20:10)	3,4	42 (02:20)	25 (15:20)	12	1	1,8	8,8	0,4
Vitoria Gasteiz Aeropuerto	Araba/Álava	7.1 (00:00)	0.3 (23:30)	3,7	52 (00:10)	33 (00:20)	20,3	1,8	5,1	5,2	8,2
Labastida	Araba/Álava	8.5 (00:00)	2.1 (23:00)	5,3	45 (02:00)	24 (02:50)	2,2	0,2	1	0,6	0,4
Leza	Araba/Álava	8.7 (00:00)	1.6 (23:30)	5,1			1,6	0	0,4	0,2	1
Campezo/Kanpezu	Araba/Álava	7.2 (00:00)	0.5 (22:40)	3,8			13,8	0	4,8	3,2	5,8
Cabrales	Asturias	6.4 (00:00)	2.3 (19:20)	4,4	77 (02:50)	50 (02:50)					
Llanes	Asturias	10.5 (13:50)	6.4 (23:10)	8,5	57 (07:50)	26 (05:00)	20,6	6	7,2	6,2	1,2
Amieva, Panizales	Asturias	7.7 (00:00)	3.2 (23:50)	5,4	33 (03:00)	10 (01:40)	14,4	4	6	3	1,4
Piloña	Asturias	7.4 (00:00)	3.3 (21:30)	5,4	28 (07:50)	16 (10:00)	22,2	8	5	5,6	3,6
Colunga	Asturias	10.3 (14:40)	5.8 (23:40)	8,1	36 (06:30)	17 (06:30)	15,2	6,4	5	2,6	1,2
Gijón, Campus	Asturias	10.3 (14:40)	5.4 (20:10)	7,9	41 (09:30)	18 (00:40)	10,2	4	1,2	2,4	2,6
Cabo Peñas	Asturias	10.2 (00:30)	6.9 (18:40)	8,5	81 (05:20)	46 (03:00)	2	0,3	0,1	0,4	1,2
Asturias Aeropuerto	Asturias	9.8 (16:50)	4.9 (21:40)	7,4	65 (06:50)	37 (06:50)	5,6	2	2,4	0,2	1
Puerto de Pajares	Asturias	0.0 (00:00)	-3.4 (20:20)	-1,7	53 (08:50)	26 (09:40)	11,1	1,1	3,5	3,9	2,6
Pola de Lena	Asturias	7.8 (00:50)	2.5 (23:40)	5,2	30 (03:00)	16 (15:00)	6	0,4	2,4	1,6	1,6
Aller	Asturias	5.0 (00:00)	0.3 (20:20)	2,7	35 (06:40)	19 (06:40)	14,4	1,2	4,6	4,2	4,4
Mieres	Asturias	9.0 (01:00)	4.1 (23:40)	6,5	24 (03:00)	9 (02:50)	14	2,4	4,8	3,4	3,4
Oviedo	Asturias	7.1 (00:00)	3.2 (23:00)	5,1	41 (05:50)	21 (05:50)	12,8	4,2	3,2	3	2,4
Tineo, Soto de la Barca	Asturias	7.9 (00:00)	3.2 (23:50)	5,6	22 (15:50)	10 (16:00)	12,6	1,4	5,4	3,4	2,4
Pola de Somiedo	Asturias	6.6 (00:20)	1.6 (21:50)	4,1	28 (00:20)	14 (00:20)	5,6	0,8	2,6	1,2	1
Salas	Asturias	7.2 (12:00)	2.9 (20:50)	5	24 (00:30)	14 (11:20)	21,8	6,2	5,2	4,8	5,6
Cabo Busto	Asturias	11.0 (14:20)	6.3 (17:30)	8,7			2,4	0,4	0	2	0
Degaña	Asturias	0.7 (00:00)	-2.5 (22:40)	-0,9	50 (04:10)	19 (04:20)	0,8	0	0	0,8	0
Ibias, San Antolin	Asturias	4.0 (00:00)	0.3 (23:40)	2,2	32 (01:50)	24 (01:50)	3,4	0,6	1,4	1,2	0,2
Villayón, Oneta	Asturias	7.5 (14:50)	3.0 (22:00)	5,3	46 (15:00)	30 (16:00)	17	5	5,6	1,2	5,2
Castropol	Asturias	11.3 (14:10)	4.5 (23:00)	7,9	33 (02:30)	17 (02:30)	8,6	2,6	1	3,4	1,6
Taramundi, Ouria	Asturias	7.4 (14:20)	2.9 (22:50)	5,2	34 (23:30)	16 (14:40)	9,8	0,6	3,8	4,8	0,6
Puerto de Leitariegos	Asturias	-1.1 (00:00)	-4.0 (23:50)	-2,6			0	0	0	0	0
Muñotello	Ávila	6.1 (00:00)	-1.2 (23:59)	2,4	47 (01:10)	31 (07:20)	0	0	0	0	0
Ávila	Ávila	5.1 (00:00)	-1.4 (23:59)	1,8	43 (10:30)	28 (14:40)	0	0	0	0	0
Gotarrendura	Ávila	6.9 (15:20)	-1.9 (23:59)	2,5	49 (15:50)	29 (03:10)	0	0	0	0	0
Arevalo	Ávila	7.5 (15:10)	-2.4 (23:30)	2,5	37 (01:30)	26 (01:40)	0	0	0	0	0
Rivilla de Barajas	Ávila	6.2 (16:10)	-1.4 (23:50)	2,4	42 (02:50)	27 (02:50)	0	0	0	0	0
Navarredonda de Gredos	Ávila	5.5 (13:00)	-2.8 (23:59)	1,4	48 (06:40)	11 (15:10)	0	0	0	0	0
Barco de Avila	Ávila	6.5 (01:20)	-0.5 (23:59)	3	26 (16:20)	14 (16:50)	0	0	0	0	0
Puerto El Pico	Ávila	5.3 (00:30)	-3.4 (23:59)	1	51 (08:40)	35 (09:10)	0	0	0	0	0
Candeleda	Ávila	14.3 (15:10)	3.2 (05:30)	8,8	36 (15:30)	20 (16:00)	0	0	0	0	0
Herrera del Duque	Badajoz	13.4 (16:50)	4.8 (07:40)	9,1	31 (01:50)	17 (01:50)	0	0	0	0	0
Peraleda del Zaucejo	Badajoz	10.3 (14:50)	3.9 (19:20)	7,1	43 (11:10)	26 (13:30)	0	0	0	0	0
Castuera	Badajoz	11.2 (16:40)	5.0 (09:10)	8,1	32 (13:40)	19 (13:10)	0	0	0	0	0
Navalvillar de Pela	Badajoz	13.3 (16:30)	5.6 (07:30)	9,5	37 (11:00)	23 (11:00)	0	0	0	0	0
Don Benito	Badajoz	13.8 (16:30)	4.6 (23:59)	9,2	34 (14:20)	20 (14:20)	0	0	0	0	0
Llerena	Badajoz	9.0 (14:50)	2.5 (23:59)	5,8	45 (14:20)	31 (15:20)	0	0	0	0	0
Villafranca de los Barros	Badajoz	11.4 (15:50)	1.8 (23:59)	6,6	37 (16:20)	26 (16:50)	0	0	0	0	0
Mérida	Badajoz	14.4 (15:50)	4.2 (20:30)	9,3	35 (12:10)	19 (12:40)	0	0	0	0	0
Zafra	Badajoz	11.0 (16:20)	0.8 (23:00)	5,9	43 (12:20)	31 (13:00)	0	0	0	0	0
Almendralejo	Badajoz	11.7 (16:20)	4.0 (23:30)	7,8	41 (13:00)	30 (13:10)	0	0	0	0	0
Badajoz Aeropuerto	Badajoz	14.1 (16:10)	5.2 (07:20)	9,7	40 (12:50)	31 (12:40)	0	0	0	0	0
Alburquerque	Badajoz	12.7 (15:40)	1.1 (07:50)	6,9	47 (20:10)	27 (17:00)	0	0	0	0	0
Puebla de Obando	Badajoz	11.3 (15:10)	4.1 (05:10)	7,7	44 (12:00)	29 (12:00)	0	0	0	0	0
Badajoz	Badajoz	15.4 (15:40)	2.6 (23:40)	9	38 (12:40)	21 (12:30)	0	0	0	0	0
Olivenza	Badajoz	12.6 (15:30)	5.4 (23:59)	9	42 (12:00)	31 (14:10)	0	0	0	0	0
Alconchel	Badajoz	13.2 (16:10)	4.4 (07:10)	8,8	37 (13:40)	24 (14:30)	0	0	0	0	0
Barcarrota	Badajoz	11.4 (15:50)	3.5 (05:00)	7,4		19 (13:20)	0	0	0	0	0
Villanueva del Fresno	Badajoz	13.3 (16:40)	4.4 (23:59)	8,9	39 (13:30)	26 (13:30)	0	0	0	0	0
Monesterio	Badajoz	8.3 (15:50)	2.4 (23:50)	5,4	39 (17:10)	21 (13:30)	0	0	0	0	0
Fuente de Cantos	Badajoz	9.4 (14:50)	2.3 (23:59)	5,8	41 (14:20)	33 (13:00)	0	0	0	0	0
Jerez de los Caballeros	Badajoz	11.5 (14:40)	5.4 (08:00)	8,5	41 (23:10)	28 (23:10)	0	0	0	0	0
Fregenal de la Sierra	Badajoz	10.1 (14:50)	3.3 (23:59)	6,7	39 (15:40)	23 (15:40)	0	0	0	0	0
Azuaga	Badajoz	9.9 (15:10)	2.0 (23:59)	5,9	40 (14:30)	29 (00:20)	0	0	0	0	0
