España											
Actualizado: viernes, 17 enero 2014 a las 09:00 hora oficial											
Fecha: jueves, 16 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	10.2 (14:40)	7.7 (11:00)	8,9	99 (02:20)	76 (02:20)	4	0,8	2,2	1	0
As Pontes	A Coruña	7.4 (00:00)	5.1 (14:20)	6,3							
A Coruña	A Coruña	10.9 (12:10)	8.3 (10:50)	9,6	70 (03:10)	31 (03:10)	10,2	0,8	5,4	3,2	0,8
A Coruña Aeropuerto	A Coruña										
Carballo, Depuradora	A Coruña	10.2 (12:20)	7.1 (01:20)	8,6			7,4	1,8	0,8	3,4	1,4
Cabo Vilan	A Coruña	10.3 (13:50)	7.8 (19:10)	9,1	129 (13:20)	57 (23:50)	8,5	0,2	1,5	3,4	3,4
Vimianzo	A Coruña	9.3 (14:20)	6.2 (10:50)	7,8			12,8	6	3,6	1,2	2
Fisterra	A Coruña	10.3 (15:10)	7.1 (20:30)	8,7	112 (10:50)	62 (02:20)	3,8	0,6	1,4	0,2	1,6
Mazaricos	A Coruña	8.4 (15:30)	5.7 (09:50)	7			23,4	4,8	9,4	2,6	6,6
Sobrado	A Coruña	7.2 (15:40)	4.0 (09:30)	5,6			13,8	4,2	6,8	1,6	1,2
Santiago de Compostela Aeropuerto	A Coruña										
Noia	A Coruña	10.3 (15:10)	7.4 (08:50)	8,9	40 (19:10)	17 (21:10)	10,4	3,4	2,6	2,6	1,8
Boiro	A Coruña	11.8 (14:10)	9.1 (05:50)	10,5			7	2,8	1	2,6	0,6
Padrón	A Coruña										
Santiago de Compostela	A Coruña	10.8 (15:30)	6.7 (10:20)	8,8	33 (16:00)	8 (17:20)	14,4	3,9	6,9	3,1	0,5
Rois, Casas do Porto	A Coruña	9.9 (14:00)	7.1 (09:00)	8,5			15,4	2,6	8	3,8	1
Ossa de Montiel	Albacete	8.2 (10:50)	2.0 (22:50)	5,1	37 (01:50)	22 (01:50)	2,2	1	0,8	0,4	0
Villarrobledo	Albacete				37 (10:50)	18 (10:50)	0,6	0,4	0	0,2	0
Munera	Albacete	8.8 (11:10)	0.6 (23:10)	4,7	38 (01:30)	18 (01:10)	2,2	0,8	0,8	0,6	0
Yeste, Embalse Fuensanta	Albacete							0	0	0	
Yeste	Albacete	11.3 (14:10)	5.0 (23:30)	8,2			0,2	0	0	0,2	0
Hellín	Albacete								0	0,7	0,1
Tobarra	Albacete	12.0 (14:30)	7.5 (23:59)	9,8			0,6	0	0	0,4	0,2
Chinchilla	Albacete	8.7 (13:00)	3.0 (23:20)	5,8	57 (15:10)	25 (20:50)	1,1	0	0	1,1	0
Albacete	Albacete	11.0 (12:30)	5.6 (23:50)	8,3				0		0,4	0
Alcalá del Júcar	Albacete	11.1 (13:00)	4.9 (23:59)	8	39 (13:10)	19 (13:00)	0,2	0	0	0,2	0
Orihuela	Alacant/Alicante	13.6 (16:40)	7.3 (04:20)	10,5	15 (22:10)	8 (22:20)	0,6	0	0	0,4	0,2
