España											
Actualizado: lunes, 05 enero 2015 a las 11:15 hora oficial											
Fecha: domingo, 04 enero 2015											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	15.4 (12:40)	11.7 (09:50)	13,5	46 (23:59)	33 (23:59)	0	0	0	0	0
As Pontes	A Coruña	11.9 (16:30)	6.9 (20:50)	9,4							
A Coruña	A Coruña	14.0 (15:40)	10.2 (23:59)	12,1	17 (13:20)	12 (23:40)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	14.7 (16:50)	7.1 (23:50)	10,9	26 (16:00)	8 (22:50)	0	0	0	0	0
Carballo, Depuradora	A Coruña	13.5 (16:20)	7.3 (23:00)	10,4			0	0	0	0	0
Cabo Vilan	A Coruña	12.7 (15:20)	10.1 (23:59)	11,4	42 (15:40)	32 (17:00)	0	0	0	0	0
Vimianzo	A Coruña	11.2 (16:30)	7.5 (23:59)	9,3							
Fisterra	A Coruña	12.4 (15:40)	9.6 (10:10)	11	34 (11:40)	21 (08:40)	0	0	0	0	0
Mazaricos	A Coruña	12.1 (16:50)	5.8 (23:59)	9							
Sobrado	A Coruña	14.7 (15:20)	0.8 (09:40)	7,7			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	15.9 (16:10)	5.9 (08:40)	10,9	18 (12:50)	11 (19:10)			0	0	0
Noia	A Coruña	14.2 (16:00)	7.3 (07:50)	10,8	15 (15:10)	6 (14:50)	0	0	0	0	0
Monte Iroite	A Coruña	16.0 (16:00)	5.4 (08:20)	10,7	27 (05:40)	19 (05:40)	0	0	0	0	0
Boiro	A Coruña	16.1 (17:00)	2.4 (09:40)	9,3			0	0	0	0	0
Padrón	A Coruña	15.1 (16:10)	2.9 (08:20)	9	32 (09:20)	27 (09:20)	0	0	0	0	0
Santiago de Compostela	A Coruña	15.0 (16:30)	6.8 (23:59)	10,9	21 (19:20)	7 (19:20)	0	0	0	0	0
Rois, Casas do Porto	A Coruña	13.8 (16:30)	6.6 (08:50)	10,2			0	0	0	0	0
Ossa de Montiel	Albacete	18.9 (13:10)	-2.6 (08:30)	8,1	15 (14:30)	9 (14:30)	0	0	0	0	0
Villarrobledo	Albacete				20 (15:50)	10 (15:50)	0	0	0	0	0
Munera	Albacete	15.1 (15:30)	-3.1 (07:00)	6	15 (15:10)	8 (14:40)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	22.2 (15:40)	-0.2 (07:00)	11			0	0	0	0	0
Yeste	Albacete	22.1 (15:40)	4.9 (08:00)	13,5			0	0	0	0	0
Hellín	Albacete	19.1 (15:20)	7.1 (03:00)	13,1	28 (14:20)	17 (16:40)	0	0	0	0	0
Tobarra	Albacete	21.0 (16:00)	6.0 (01:50)	13,5			0	0	0	0	0
Chinchilla	Albacete	12.8 (15:10)	3.5 (05:30)	8,2		22 (21:20)	0	0	0	0	0
Albacete	Albacete	17.5 (15:50)	-1.2 (08:10)	8,1	17 (14:50)	8 (14:30)	0	0	0	0	0
Alcalá del Júcar	Albacete	15.4 (17:00)	1.3 (08:20)	8,3	18 (03:40)	11 (03:40)	0	0	0	0	0
Almansa	Albacete	19.4 (15:00)	0.9 (23:59)	10,1	16 (00:50)	6 (00:10)	0	0	0	0	0
Orihuela	Alacant/Alicante	20.4 (14:00)	6.2 (05:10)	13,3	31 (06:00)	20 (06:10)	0	0	0	0	0
Pinoso	Alacant/Alicante	20.3 (15:10)	-1.9 (05:40)	9,2				0	0	0	
