España											
Actualizado: martes, 20 enero 2015 a las 09:00 hora oficial											
Fecha: lunes, 19 enero 2015											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	11.4 (13:20)	7.3 (07:00)	9,3	81 (00:10)	41 (00:10)	0	0	0	0	0
As Pontes	A Coruña	9.7 (13:30)	1.6 (06:10)	5,6			6	1,6	3,6	0,8	0
A Coruña	A Coruña	11.1 (13:20)	7.3 (23:59)	9,2	67 (00:20)	44 (00:30)	2,6	0,6	1,6	0	0,4
A Coruña Aeropuerto	A Coruña	10.6 (13:50)	3.9 (09:20)	7,3	61 (00:40)	38 (00:40)	2,2	1,2	0,8	0	0,2
Carballo, Depuradora	A Coruña	10.7 (12:30)	5.9 (20:40)	8,3			1,2	0,6	0	0,2	0,4
Cabo Vilan	A Coruña	11.0 (16:00)	7.2 (23:40)	9,1	83 (00:10)	63 (00:30)	2,1	0	0	0	2,1
Vimianzo	A Coruña	9.5 (13:30)	3.6 (07:50)	6,5			3,6	1,2	0,6	0	1,8
Fisterra	A Coruña	9.1 (15:50)	6.2 (00:10)	7,7	89 (00:30)	60 (00:10)	1,4	0	0	0	1,4
Mazaricos	A Coruña	7.9 (13:20)	3.6 (06:30)	5,8							
Sobrado	A Coruña	7.4 (15:30)	-1.2 (06:40)	3,1			1	0,2	0,6	0	0,2
Santiago de Compostela Aeropuerto	A Coruña	9.6 (15:00)	1.4 (07:50)	5,5	45 (01:20)	25 (07:10)	2,7	0,6	1,1	0	1
Noia	A Coruña	10.6 (13:50)	3.3 (07:10)	7	26 (05:00)	6 (23:00)	2,8	1,6	0,2	0	1
Monte Iroite	A Coruña	7.3 (16:20)	1.6 (05:20)	4,5	54 (01:50)	30 (03:40)	2,3	0,2	0	0	2,1
Boiro	A Coruña	11.1 (16:50)	3.5 (09:30)	7,3			3,4	0	0	0	3,4
Padrón	A Coruña	12.6 (14:00)	2.9 (09:40)	7,8	30 (12:30)	15 (08:50)	2,5	0,2	1,1	0	1,2
