España											
Actualizado: martes, 28 enero 2014 a las 09:00 hora oficial											
Fecha: lunes, 27 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	10.5 (00:30)	6.3 (10:00)	8,4	131 (18:00)	101 (14:20)	2,2	0,2	1,2	0,6	0,2
As Pontes	A Coruña	7.5 (00:00)	4.4 (22:40)	6			19,6	2,4	3,6	8,6	5
A Coruña	A Coruña	10.9 (00:40)	7.8 (19:00)	9,3	86 (18:00)	42 (15:50)	8,4	0,4	4,2	3	0,8
A Coruña Aeropuerto	A Coruña	10.7 (00:10)	6.1 (19:10)	8,4	84 (15:30)	43 (16:00)	10	0,4	4,2	3,3	2,1
Carballo, Depuradora	A Coruña	10.0 (14:20)	6.0 (23:59)	8			5	0	0	3,2	1,8
Cabo Vilan	A Coruña	9.3 (12:10)	6.8 (04:10)	8,1	87 (18:00)	44 (15:00)	4,7	0,2	1,2	2,4	0,9
Vimianzo	A Coruña	8.0 (12:10)	5.1 (23:50)	6,5			0	0	0	0	0
Fisterra	A Coruña	9.2 (00:40)	6.9 (19:50)	8	107 (16:20)	52 (15:30)	0,4	0	0	0,2	0,2
Mazaricos	A Coruña	7.7 (00:00)	4.7 (21:50)	6,2							
Sobrado	A Coruña	6.7 (00:00)	3.4 (23:40)	5			13,4	1,8	2,4	5,8	3,4
Santiago de Compostela Aeropuerto	A Coruña	8.7 (15:40)	4.1 (23:10)	6,4	58 (14:20)	31 (14:30)	5,5	1,1	0,4	2	2
Noia	A Coruña	9.0 (13:50)	5.3 (23:50)	7,2	41 (16:50)	10 (14:00)	6,8	0,2	2,2	2,4	2
Boiro	A Coruña	10.9 (13:30)	7.4 (09:50)	9,1			10,2	0,4	3,8	4,2	1,8
Padrón	A Coruña	10.1 (16:00)	6.1 (23:59)	8,1	47 (14:20)	21 (16:10)	3,8	0,1	1	1,8	0,9
Santiago de Compostela	A Coruña	9.6 (00:00)	5.3 (23:59)	7,5	31 (15:10)	7 (15:00)	8,8	0,1	0,9	5,4	2,4
Rois, Casas do Porto	A Coruña	9.3 (14:10)	5.8 (08:00)	7,6							
Ossa de Montiel	Albacete										
Villarrobledo	Albacete				49 (14:10)	25 (14:00)	0	0	0	0	0
Munera	Albacete	11.8 (14:10)	2.8 (23:50)	7,3	53 (14:00)	23 (14:00)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	13.9 (14:30)	8.2 (22:20)	11			0	0	0	0	0
Yeste	Albacete	12.0 (12:30)	5.6 (23:59)	8,8			0	0	0	0	0
Hellín	Albacete	15.6 (15:10)	7.9 (23:30)	11,8	65 (15:00)	44 (13:10)	0	0	0	0	0
Tobarra	Albacete	15.3 (15:30)	7.5 (23:40)	11,4			0	0	0	0	0
Chinchilla	Albacete	10.9 (14:00)	2.7 (23:59)	6,8	69 (14:30)	47 (15:30)	0,1	0	0,1	0	0
Albacete	Albacete	14.0 (15:10)	5.5 (23:59)	9,8	57 (14:20)	29 (14:20)	0	0	0	0	0
Alcalá del Júcar	Albacete	13.7 (14:40)	5.4 (23:40)	9,5	56 (15:00)	33 (12:00)	0	0	0	0	0
Orihuela	Alacant/Alicante	20.6 (14:20)	13.5 (23:10)	17,1	79 (18:40)	36 (18:40)	0	0	0	0	0
Pinoso	Alacant/Alicante	15.7 (14:40)	8.1 (23:40)	11,9	55 (13:20)	27 (14:20)	0	0	0	0	0
Rojales	Alacant/Alicante	20.9 (14:20)	12.4 (23:59)	16,6	58 (19:30)	36 (19:10)	0	0	0	0	0
Villena	Alacant/Alicante	16.7 (14:00)	8.1 (23:59)	12,4	59 (16:30)	39 (17:20)	0	0	0	0	0
Novelda	Alacant/Alicante	18.8 (14:20)	11.8 (23:20)	15,3			0	0	0	0	0
Elche/Elx	Alacant/Alicante	21.4 (15:00)	12.0 (23:59)	16,7			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	21.8 (15:00)	12.0 (23:50)	16,9	67 (16:10)	46 (16:30)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	21.1 (15:00)	12.5 (23:50)	16,8	65 (05:20)	30 (07:30)	0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	20.5 (14:50)	13.6 (23:59)	17,1	69 (19:50)	37 (08:00)	0	0	0	0	0
Pego	Alacant/Alicante	20.1 (15:00)	13.0 (23:59)	16,6	54 (01:00)	33 (06:50)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	16.0 (15:00)	8.2 (23:50)	12,1	71 (06:40)	43 (06:10)	0	0	0	0	0
Vélez Blanco	Almería	10.5 (14:40)	3.0 (23:20)	6,8			0	0	0	0	0
Adra	Almería	21.0 (11:30)	13.3 (03:50)	17,2	80 (16:30)	44 (14:50)	0	0	0	0	0
El Ejido	Almería	23.2 (12:30)	10.1 (02:10)	16,7			0	0	0	0	0
Roquetas de Mar	Almería	19.0 (12:10)	7.8 (06:50)	13,4	99 (17:00)	63 (17:10)	0,2	0	0,2	0	0
Abla	Almería	15.9 (13:30)	6.5 (23:59)	11,2	49 (19:40)	25 (20:10)	0	0	0	0	0
Láujar de Andarax	Almería										0
Almería Aeropuerto	Almería	21.2 (11:00)	10.6 (05:20)	15,9			0	0	0	0	0
Cabo de Gata	Almería	18.1 (11:30)	13.3 (03:30)	15,7	76 (21:20)	44 (16:20)	0	0	0	0	0
Garrucha, Puerto	Almería	21.7 (15:50)	14.3 (04:00)	18	77 (21:00)	51 (23:20)	0	0	0	0	0
Albox	Almería	18.2 (15:00)	9.0 (23:50)	13,6	86 (11:40)	57 (12:00)	0	0	0	0	0
Huercal Overa	Almería	19.3 (14:50)	10.5 (23:59)	14,9	72 (16:50)	41 (17:10)	0	0	0	0	0
Alborán	Almería										
Aramaio	Araba/Álava	7.0 (00:00)	0.5 (22:40)	3,8			16,2	3,4	2,8	1,6	8,4
Amurrio	Araba/Álava	9.8 (00:00)	4.5 (23:59)	7,2	28 (22:20)	16 (18:00)	5,8	0,2	1	0,4	4,2
Lalastra	Araba/Álava	6.0 (00:00)	-0.3 (22:30)	2,8	45 (07:40)	23 (21:00)	4,8	1,4	0	0,6	2,8
Opakua	Araba/Álava	7.9 (00:00)	1.1 (23:10)	4,5	41 (00:10)	27 (14:20)	7,4	3,6	0,2	1	2,6
Vitoria Gasteiz Aeropuerto	Araba/Álava	8.7 (13:40)	1.9 (23:00)	5,3	45 (00:10)	30 (22:30)	1,7	0,3	0	0	1,4
Labastida	Araba/Álava	9.6 (00:00)	2.5 (23:59)	6,1	54 (06:20)	33 (06:10)	5,2	1,4	0	2,4	1,4
Leza	Araba/Álava	9.8 (00:00)	2.6 (23:30)	6,2			5,6	2,8	0	1,8	1
Campezo/Kanpezu	Araba/Álava	9.2 (00:00)	2.3 (23:50)	5,7			9,4	4,4	0	3,6	1,4
Cabrales	Asturias	7.5 (12:10)	2.4 (20:50)	5	75 (03:00)	54 (03:00)	12,4	4,8	0	1,8	5,8
Llanes	Asturias	11.5 (13:20)	6.4 (23:00)	9	81 (16:30)	40 (16:00)	13,2	3,4	0	3,6	6,2
Amieva, Panizales	Asturias	9.2 (13:50)	3.3 (22:00)	6,2	37 (16:30)	13 (16:30)	17,2	4,8	0	1,2	11,2
Piloña	Asturias	9.0 (13:30)	3.5 (21:20)	6,3	52 (15:10)	30 (15:10)	20	2,4	0	2,6	15
Colunga	Asturias	11.4 (00:00)	5.7 (23:59)	8,5	57 (19:40)	25 (19:40)	11,8	1	0,2	6,6	4
Gijón, Campus	Asturias	11.4 (00:10)	5.4 (23:50)	8,4	61 (16:20)	30 (16:00)	16,6	1,2	0,6	4,8	10
Cabo Peñas	Asturias										
Asturias Aeropuerto	Asturias							4,6	2,4	5,8	
Puerto de Pajares	Asturias	2.9 (00:00)	-3.7 (22:00)	-0,4	44 (21:50)	15 (18:40)	2,3	0	0	0,7	1,6
Pola de Lena	Asturias							0			
Aller	Asturias	7.1 (00:00)	0.7 (23:59)	3,9	40 (17:30)	19 (17:30)	8,4	0,6	0,2	0,2	7,4
