España											
Actualizado: domingo, 10 enero 2016 a las 09:15 hora oficial											
Fecha: sábado, 09 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña										
As Pontes	A Coruña	9.9 (11:10)	5.3 (00:00)	7,6			36,2	0	7,4	21	7,8
A Coruña	A Coruña	13.4 (11:00)	9.7 (00:00)	11,5	84 (11:50)	39 (11:50)	11,8	0	3,2	8,4	0,2
A Coruña Aeropuerto	A Coruña	13.8 (13:40)	7.9 (00:20)	10,9	71 (11:50)	41 (11:20)	12,1	0	3,3	5,3	3,5
Carballo, Depuradora	A Coruña	12.6 (14:00)	8.3 (00:00)	10,5			22,2	0	8,2	10	4
Cabo Vilan	A Coruña							0,3	3,9		
Vimianzo	A Coruña	11.4 (10:10)	8.0 (11:20)	9,7			26,4	0,2	11,4	9,8	5
Fisterra	A Coruña	11.9 (09:30)	9.0 (11:10)	10,4	138 (10:50)	86 (14:40)	6,6	0	4,4	1,8	0,4
Mazaricos	A Coruña							0,8		8,2	1
Sobrado	A Coruña	9.3 (14:10)	5.4 (00:00)	7,4				0		13	3
Santiago de Compostela Aeropuerto	A Coruña	11.1 (12:10)	5.8 (01:30)	8,5	72 (12:30)	41 (12:30)	24	0,3	3,3	14,2	6,2
Noia	A Coruña										0,6
Monte Iroite	A Coruña	10.0 (10:20)	6.5 (00:10)	8,3			6,8	0,7	1,7	1,5	2,9
Boiro	A Coruña	14.5 (14:10)	6.9 (00:00)	10,7			2,2	0,2	0	1,6	0,4
Padrón	A Coruña	13.5 (12:00)	8.5 (00:00)	11	75 (15:00)	37 (13:00)	14,3	1	2,1	7,3	3,9
Santiago de Compostela	A Coruña	12.4 (14:20)	7.2 (00:00)	9,8	58 (12:20)	17 (12:20)	23,4	0,4	9,4	10,5	3,1
Rois, Casas do Porto	A Coruña										
Ossa de Montiel	Albacete							0			0
Villarrobledo	Albacete	12.2 (13:40)	8.1 (19:10)	10,2	57 (16:00)	39 (15:50)	4	1,2	2,8	0	0
Munera	Albacete							0,2		0,2	
Yeste, Embalse Fuensanta	Albacete	23.0 (15:00)	10.8 (23:50)	16,9			0	0	0	0	0
Yeste	Albacete							0		0	0
Hellín	Albacete	17.9 (13:50)	9.7 (22:40)	13,8	47 (15:20)	31 (15:20)	0	0	0	0	0
Tobarra	Albacete	17.8 (15:10)	9.1 (23:20)	13,4			0	0	0	0	0
Chinchilla	Albacete	13.3 (14:40)	5.8 (23:59)	9,6	53 (15:10)	38 (15:30)	0,3	0,3	0	0	0
Albacete	Albacete	16.1 (14:50)	8.6 (22:50)	12,4	47 (16:40)	23 (16:30)	0,1	0	0,1	0	0
Alcalá del Júcar	Albacete	14.7 (15:50)	7.4 (21:50)	11	47 (16:00)	27 (16:50)	0,4	0,2	0	0,2	0
Almansa	Albacete	16.1 (15:20)	8.5 (23:59)	12,3	49 (14:20)	27 (14:20)		0,2		0	0
Orihuela	Alacant/Alicante									0	0
