España											
Actualizado: sábado, 02 enero 2016 a las 09:15 hora oficial											
Fecha: viernes, 01 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	15.7 (12:30)	9.2 (23:50)	12,4	114 (12:10)		3,2	0	0	0,2	3
As Pontes	A Coruña	11.7 (15:20)	6.2 (00:00)	8,9			11,8	0,2	3,4	6,4	1,8
A Coruña	A Coruña	15.3 (14:10)	9.6 (23:30)	12,5	70 (11:50)	39 (13:00)	3,4	0	1	0,4	2
A Coruña Aeropuerto	A Coruña	15.4 (14:30)	9.2 (23:10)	12,3	89 (11:40)	58 (11:50)		0	3		0
Carballo, Depuradora	A Coruña	14.4 (14:00)	8.4 (23:59)	11,4			7,4	0	3,8	2,2	1,4
Cabo Vilan	A Coruña	13.5 (13:00)	8.9 (19:10)	11,2	107 (11:20)	70 (11:20)	22,4	2,5	15,5	1,7	2,7
Vimianzo	A Coruña	12.5 (13:30)	7.5 (22:40)	10			20,4	1	11,8	3,8	3,8
Fisterra	A Coruña	13.2 (10:40)	9.3 (23:30)	11,3			14,8	3,6	7	4	0,2
Mazaricos	A Coruña	11.7 (13:50)	6.9 (23:59)	9,3			28,8	1,4	19,2	5,2	3
Sobrado	A Coruña	10.0 (13:50)	5.8 (23:00)	7,9			20,2	0,2	7,2	11,4	1,4
Santiago de Compostela Aeropuerto	A Coruña	12.1 (14:30)	6.5 (23:59)	9,3	59 (15:00)	35 (15:00)	22,4	0	14,1	6,6	1,7
Noia	A Coruña	13.3 (13:00)	8.5 (21:10)	10,9	60 (11:50)	28 (08:50)	21,2	0,2	16,2	1,8	3
Monte Iroite	A Coruña	9.9 (11:00)	4.6 (20:30)	7,2			23,9	0,3	19,2	1,4	3
Boiro	A Coruña	14.8 (14:30)	9.9 (23:00)	12,3			21	0	18,6	1,2	1,2
Padrón	A Coruña	14.1 (14:50)	8.2 (23:40)	11,2	60 (15:10)	28 (12:30)	30,5	0	21,7	7,4	1,4
Santiago de Compostela	A Coruña	13.2 (14:30)	8.3 (23:40)	10,8	46 (11:50)	13 (14:40)	21,6	0	17,6	3,4	0,6
Rois, Casas do Porto	A Coruña	12.6 (14:10)	8.3 (23:10)	10,5			0	0	0	0	0
Ossa de Montiel	Albacete	14.0 (14:40)	9.8 (00:00)	11,9	51 (23:59)	26 (23:59)	0	0	0	0	0
Villarrobledo	Albacete	15.0 (15:20)	9.6 (05:10)	12,3	46 (23:59)	30 (22:50)	3	0	1,2	1,8	0
Munera	Albacete	13.9 (16:00)	9.8 (01:00)	11,8	41 (20:20)	21 (22:30)	1,6	0,4	0	0,6	0,6
Yeste, Embalse Fuensanta	Albacete	19.7 (14:50)	6.6 (08:40)	13,2			0	0	0	0	0
Yeste	Albacete	18.8 (14:30)	6.8 (04:30)	12,8			0	0	0	0	0
Hellín	Albacete	19.2 (15:30)	8.6 (23:20)	13,9	16 (16:10)	10 (16:10)	0	0	0	0	0
Tobarra	Albacete	18.7 (15:50)	8.0 (04:40)	13,4			0	0	0	0	0
Chinchilla	Albacete	14.8 (13:20)	7.8 (23:00)	11,3	31 (18:10)	22 (17:00)	0,4	0	0,4	0	0
Albacete	Albacete	16.4 (14:30)	9.9 (06:00)	13,1	34 (15:00)	13 (23:40)	0	0	0	0	0
Alcalá del Júcar	Albacete	15.6 (14:40)	9.2 (07:40)	12,4	31 (23:59)	16 (23:59)	0,6	0	0,6	0	0
Almansa	Albacete								0	0	0
Orihuela	Alacant/Alicante	19.1 (16:10)	7.9 (07:40)	13,5	15 (16:00)	8 (16:30)	0	0	0	0	0
Pinoso	Alacant/Alicante	18.2 (15:00)	3.5 (08:10)	10,9	3 (20:10)	0 (13:30)	0	0	0	0	0
Rojales	Alacant/Alicante	18.7 (14:00)	9.8 (08:40)	14,3	23 (20:10)	13 (20:10)	0	0	0	0	0
Villena	Alacant/Alicante	17.9 (15:00)	3.9 (08:40)	10,9	30 (15:10)	23 (16:00)	0	0	0	0	0
Novelda	Alacant/Alicante	19.2 (14:10)	9.3 (08:00)	14,3			0	0	0	0	0
Elche/Elx	Alacant/Alicante	20.1 (15:30)	9.0 (06:50)	14,6			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	19.5 (14:40)	8.9 (06:20)	14,2	15 (09:20)	11 (07:40)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	19.2 (15:00)	9.8 (08:10)	14,5	13 (15:40)	8 (16:50)	0	0	0	0	0
Benidorm	Alacant/Alicante	18.7 (12:30)	11.8 (07:40)	15,3			0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	19.8 (15:00)	10.5 (04:20)	15,1	35 (20:20)	19 (20:30)	0	0	0	0	0
