España											
Actualizado: miércoles, 27 enero 2016 a las 09:00 hora oficial											
Fecha: martes, 26 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	14.3 (14:10)	8.6 (05:30)	11,5	63 (21:50)	51 (22:20)	0	0	0	0	0
As Pontes	A Coruña	12.8 (13:40)	2.6 (07:50)	7,7			0	0	0	0	0
A Coruña	A Coruña	14.4 (13:40)	7.7 (08:00)	11	40 (13:50)	24 (14:00)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	14.9 (14:10)	4.5 (03:40)	9,7	46 (12:10)	34 (12:20)					
Carballo, Depuradora	A Coruña	13.3 (14:40)	1.4 (07:20)	7,4			0	0	0	0	0
Cabo Vilan	A Coruña	12.4 (12:30)	8.3 (01:30)	10,3	59 (23:00)	43 (20:10)	0	0	0	0	0
Vimianzo	A Coruña	11.1 (13:00)	2.2 (05:00)	6,7			0	0	0	0	0
Fisterra	A Coruña	12.1 (12:10)	9.0 (06:40)	10,6	68 (18:30)	53 (19:10)	0	0	0	0	0
Mazaricos	A Coruña	10.7 (14:00)	5.0 (03:10)	7,8			0,2	0	0,2	0	0
Sobrado	A Coruña	10.9 (15:30)	-0.4 (06:40)	5,2			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	12.3 (14:10)	4.4 (07:10)	8,4	39 (14:00)	24 (15:50)	0	0	0	0	0
Noia	A Coruña	12.9 (13:30)	5.4 (04:50)	9,1	27 (21:30)	12 (22:40)	0	0	0	0	0
Monte Iroite	A Coruña	8.2 (14:10)	5.8 (02:50)	7			0	0	0	0	0
Boiro	A Coruña	13.1 (15:00)	4.3 (06:00)	8,7			0	0	0	0	0
Padrón	A Coruña	14.6 (13:40)	6.1 (06:10)	10,4	36 (23:40)	16 (10:40)	0	0	0	0	0
Santiago de Compostela	A Coruña	12.6 (14:00)	4.9 (03:10)	8,8	31 (15:50)	10 (14:40)	1	0,3	0,2	0,3	0,2
Rois, Casas do Porto	A Coruña	11.7 (14:00)	4.3 (04:40)	8			0	0	0	0	0
Ossa de Montiel	Albacete	13.8 (15:20)	3.5 (08:40)	8,7	48 (05:20)	8 (20:00)	0	0	0	0	0
Villarrobledo	Albacete	14.6 (14:40)	3.4 (08:30)	9	18 (12:20)	11 (12:10)	0	0	0	0	0
Munera	Albacete	14.1 (13:40)	1.8 (08:40)	8	22 (11:10)	11 (11:20)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete									0	0,2
Yeste	Albacete	11.5 (11:50)	5.7 (08:40)	8,6			1,8	0	0	0,4	1,4
Hellín	Albacete	14.0 (15:20)	5.9 (09:00)	10	12 (01:20)	8 (04:00)	0	0	0	0	0
