España											
Actualizado: sábado, 18 enero 2014 a las 09:00 hora oficial											
Fecha: viernes, 17 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	13.5 (16:10)	8.7 (00:10)	11,1	78 (08:00)	48 (08:00)	0	0	0	0	0
As Pontes	A Coruña	11.1 (13:00)	5.7 (09:10)	8,4							
A Coruña	A Coruña	10.9 (17:10)	8.4 (08:50)	9,6	52 (04:10)	24 (05:50)	1,4	0	0	0	1,4
A Coruña Aeropuerto	A Coruña								0	0	0,3
Carballo, Depuradora	A Coruña	10.3 (12:20)	6.9 (23:59)	8,6			6,2	1,8	0,4	1	3
Cabo Vilan	A Coruña	9.2 (00:10)	6.4 (17:40)	7,8	164 (01:10)	53 (00:20)	33,8	4	1,8	15	13
Vimianzo	A Coruña	8.0 (00:00)	5.2 (23:10)	6,6			33	5,6	7,2	15	5,2
Fisterra	A Coruña	9.0 (10:30)	7.1 (14:20)	8	91 (03:20)	68 (02:00)	22,2	3,2	4,8	11	3,2
Mazaricos	A Coruña	7.5 (00:10)	5.7 (22:10)	6,6			46,4	12,6	8,2	16	9,6
Sobrado	A Coruña	8.3 (14:20)	4.4 (09:10)	6,4			1,2	1	0,2	0	0
Santiago de Compostela Aeropuerto	A Coruña								1,6		3,9
Noia	A Coruña	9.5 (00:00)	6.9 (06:50)	8,2	40 (00:50)	17 (00:50)	35,8	10,8	12,8	3,6	8,6
Boiro	A Coruña	11.3 (00:30)	8.4 (23:00)	9,8			22,6	6,6	4	0,4	11,6
Padrón	A Coruña										
Santiago de Compostela	A Coruña	9.3 (15:50)	6.6 (06:50)	8	34 (05:40)	12 (05:30)	12,6	4,7	2,9	0,2	4,8
Rois, Casas do Porto	A Coruña	8.2 (00:20)	6.3 (06:30)	7,3			30,2	12,8	6	0,8	10,6
Ossa de Montiel	Albacete	8.4 (15:00)	1.0 (06:40)	4,7	31 (14:30)	16 (14:40)	0,2	0	0,2	0	0
Villarrobledo	Albacete				27 (14:00)	13 (17:30)	0	0	0	0	0
Munera	Albacete	9.9 (15:50)	0.5 (07:20)	5,2	30 (14:50)	14 (14:30)	0,2	0	0,2	0	0
Yeste, Embalse Fuensanta	Albacete							0	0	0	
Yeste	Albacete	8.8 (13:00)	2.1 (08:40)	5,5			0	0	0	0	0
Hellín	Albacete	12.2 (16:00)	3.0 (09:00)	7,6	31 (18:10)	13 (17:00)	0	0	0	0	0
Tobarra	Albacete	12.3 (15:40)	2.8 (08:50)	7,6			0	0	0	0	0
Chinchilla	Albacete	9.8 (14:00)	1.6 (08:40)	5,7	32 (19:50)	22 (20:00)	0	0	0	0	0
Albacete	Albacete	12.5 (15:10)	3.6 (08:50)	8	27 (16:30)	11 (22:30)	0	0	0	0	0
Alcalá del Júcar	Albacete	11.8 (16:00)	2.2 (08:50)	7	23 (12:50)	13 (06:50)	0	0	0	0	0
Orihuela	Alacant/Alicante	15.8 (15:10)	4.9 (09:00)	10,4	36 (01:20)	19 (01:20)	0	0	0	0	0
Pinoso	Alacant/Alicante	12.9 (15:10)	0.0 (08:40)	6,4	27 (14:50)	17 (18:50)	0	0	0	0	0
Rojales	Alacant/Alicante	15.8 (14:00)	7.3 (09:00)	11,6	25 (17:30)	13 (15:50)	0	0	0	0	0
Villena	Alacant/Alicante	13.1 (14:30)	-0.1 (08:40)	6,5	31 (15:50)	22 (15:50)	0	0	0	0	0
Novelda	Alacant/Alicante	16.1 (13:30)	7.2 (08:40)	11,7			0	0	0	0	0
Elche/Elx	Alacant/Alicante	17.1 (14:40)	6.1 (07:50)	11,6			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	16.6 (14:30)	6.7 (07:30)	11,7	30 (01:00)	20 (01:00)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	16.7 (13:40)	6.8 (08:50)	11,8	23 (15:40)	12 (15:30)	0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	17.2 (15:00)	6.1 (09:00)	11,7	35 (15:50)	20 (16:20)	0	0	0	0	0
Pego	Alacant/Alicante	16.7 (16:40)	8.6 (23:10)	12,7	24 (20:40)	12 (13:40)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	13.8 (14:10)	4.7 (08:40)	9,3	36 (19:10)	19 (19:20)	0	0	0	0	0
Vélez Blanco	Almería	8.2 (16:10)	0.2 (08:20)	4,2			0	0	0	0	0
Adra	Almería	15.9 (10:30)	9.8 (07:40)	12,8	23 (11:20)	14 (11:10)	0	0	0	0	0
El Ejido	Almería	17.3 (12:20)	9.5 (07:50)	13,4			0	0	0	0	0
Roquetas de Mar	Almería	16.3 (14:00)	9.1 (07:20)	12,7	45 (04:50)	28 (04:50)	0	0	0	0	0
Abla	Almería	12.4 (13:50)	2.4 (08:40)	7,4	39 (20:00)	18 (16:40)	0	0	0	0	0
Láujar de Andarax	Almería	3.6 (10:30)	-1.0 (07:30)	1,3	44 (16:30)	30 (16:30)	1	0	0	0,6	0,4
Almería Aeropuerto	Almería										
Cabo de Gata	Almería	17.5 (12:50)	12.2 (08:40)	14,8	43 (06:10)	26 (06:10)	0	0	0	0	0
Garrucha, Puerto	Almería	16.0 (11:50)	8.2 (08:20)	12,1	51 (16:40)	38 (16:30)	0	0	0	0	0
Albox	Almería	15.1 (13:30)	4.6 (08:00)	9,9	31 (04:40)	23 (06:50)	0	0	0	0	0
Huercal Overa	Almería	14.8 (12:40)	4.9 (08:30)	9,9	29 (21:10)	16 (21:10)	0	0	0	0	0
Alborán	Almería	15.1 (23:50)	12.7 (03:00)	13,9							
Aramaio	Araba/Álava	10.1 (14:30)	3.7 (06:50)	6,9			0	0	0	0	0
Amurrio	Araba/Álava	13.2 (13:20)	8.2 (08:40)	10,7	49 (11:40)	24 (11:50)	0	0	0	0	0
Lalastra	Araba/Álava	8.3 (15:00)	1.7 (07:30)	5	54 (00:50)	25 (13:40)	1,8	0	0	0	1,8
Opakua	Araba/Álava	8.8 (15:30)	0.5 (06:30)	4,7	76 (22:10)	46 (22:10)	0,4	0	0	0	0,4
Vitoria Gasteiz Aeropuerto	Araba/Álava	12.2 (15:40)	3.7 (08:50)	7,9	58 (00:50)	35 (00:10)	0	0	0	0	0
Labastida	Araba/Álava	10.6 (16:50)	1.1 (07:20)	5,9	43 (23:00)	21 (21:00)	0	0	0	0	0
Leza	Araba/Álava	10.8 (16:20)	-0.1 (06:50)	5,4			0	0	0	0	0
Campezo/Kanpezu	Araba/Álava	9.4 (14:40)	-3.2 (08:40)	3,1			0,4	0	0	0	0,4
Cabrales	Asturias	13.0 (11:50)	8.3 (20:00)	10,7	103 (11:10)	53 (10:20)	0	0	0	0	0
Llanes	Asturias	15.4 (14:00)	6.3 (04:00)	10,8	21 (09:30)	12 (20:30)	0	0	0	0	0
Amieva, Panizales	Asturias	11.1 (11:20)	8.5 (02:20)	9,8	75 (07:50)	36 (05:50)	0	0	0	0	0
Piloña	Asturias	13.7 (12:00)	6.3 (22:30)	10	30 (04:50)	14 (14:50)	0	0	0	0	0
Colunga	Asturias	15.4 (15:00)	2.5 (02:00)	8,9	24 (13:20)	15 (15:30)	0	0	0	0	0
Gijón, Campus	Asturias	16.6 (14:20)	1.8 (02:50)	9,2	40 (14:00)	19 (14:00)	0	0	0	0	0
Cabo Peñas	Asturias	15.9 (13:40)	7.3 (03:10)	11,6	29 (08:10)	16 (03:40)	0	0	0	0	0
Asturias Aeropuerto	Asturias	15.8 (13:30)	5.1 (05:50)	10,5	41 (11:40)	19 (11:40)	0	0	0	0	0
Puerto de Pajares	Asturias	-0.5 (18:00)	-2.1 (01:40)	-1,3	84 (09:00)	45 (09:00)	5,1	0,2	0,7	1,5	2,7
Pola de Lena	Asturias	11.4 (11:30)	7.6 (19:00)	9,5	64 (08:00)	25 (13:30)	0	0	0	0	0
Aller	Asturias	7.6 (14:10)	3.5 (21:20)	5,5	47 (07:10)	19 (07:50)	1	0	0	0,2	0,8
Mieres	Asturias	14.6 (13:20)	9.7 (00:00)	12,2	54 (07:20)	27 (06:20)	0	0	0	0	0
Oviedo	Asturias	13.9 (12:50)	7.3 (00:10)	10,6	37 (08:20)	21 (07:20)	0	0	0	0	0
Tineo, Soto de la Barca	Asturias	13.3 (13:50)	4.0 (23:59)	8,7	34 (07:10)	14 (08:10)	0	0	0	0	0
Pola de Somiedo	Asturias	9.4 (15:10)	6.4 (05:20)	7,9	64 (08:20)	29 (08:00)	0	0	0	0	0
Salas	Asturias	14.6 (13:20)	4.0 (06:50)	9,3	37 (13:40)	21 (13:30)	0	0	0	0	0
Cabo Busto	Asturias	15.9 (13:10)	8.7 (23:50)	12,3			0	0	0	0	0
Degaña	Asturias	1.8 (14:00)	-0.5 (00:00)	0,6	51 (13:30)	19 (13:30)	2	0,4	0,2	1	0,4
Ibias, San Antolin	Asturias	8.1 (12:30)	4.0 (22:40)	6,1	59 (07:50)	41 (08:00)	0	0	0	0	0
Villayón, Oneta	Asturias	11.7 (11:40)	6.5 (00:00)	9,1	68 (03:30)	42 (03:30)	0	0	0	0	0
Figueras de Castropol	Asturias	15.6 (12:00)	6.4 (23:59)	11	65 (03:30)	40 (03:40)	0	0	0	0	0
Taramundi, Ouria	Asturias	12.3 (13:50)	6.9 (23:40)	9,6	86 (01:50)	56 (04:20)	0	0	0	0	0
Puerto de Leitariegos	Asturias	0.6 (14:40)	-2.0 (00:00)	-0,7	72 (02:40)	42 (11:20)	0	0	0	0	0
Muñotello	Ávila	4.2 (16:30)	-1.3 (02:40)	1,4	85 (12:30)	62 (12:30)					
Ávila	Ávila	3.4 (12:50)	-0.7 (02:40)	1,4	51 (12:30)	26 (12:20)	1	0	0	0,8	0,2
Gotarrendura	Ávila	6.3 (14:50)	-0.3 (01:50)	3	61 (11:50)	33 (11:00)	0	0	0	0	0
Arevalo	Ávila	7.8 (14:00)	0.2 (05:30)	4	58 (13:30)	38 (13:30)	0	0	0	0	0
Rivilla de Barajas	Ávila	8.7 (13:10)	0.9 (01:30)	4,8	49 (12:30)	27 (12:40)	0	0	0	0	0
Navarredonda de Gredos	Ávila	1.8 (16:40)	-4.4 (01:10)	-1,3	49 (15:00)	19 (13:40)	3,1	0	0,5	0,5	2,1
Barco de Avila	Ávila	5.3 (16:40)	1.5 (01:10)	3,4	61 (12:00)	36 (09:50)	5,8	0,2	0,8	0,4	4,4
Puerto El Pico	Ávila	0.6 (19:00)	-0.8 (08:30)	-0,1	53 (04:00)	27 (06:30)	49	0	14,4	19,4	15,2
Cebreros	Ávila	4.6 (18:40)	0.1 (00:40)	2,3	34 (20:20)	19 (12:10)	6,2	0	0	2	4,2
Sotillo de la Adrada	Ávila				21 (00:40)	10 (11:50)	4,2	0,4	0	2,3	1,5
Candeleda	Ávila	8.9 (16:40)	5.4 (08:30)	7,1	20 (13:00)	14 (13:00)	10	0	3,6	1,2	5,2
Herrera del Duque	Badajoz	10.5 (15:40)	5.5 (01:50)	8	54 (13:40)	30 (13:40)	0,8	0	0,4	0	0,4
Peraleda del Zaucejo	Badajoz	8.6 (13:40)	2.2 (03:00)	5,4	48 (14:10)	30 (14:00)	3	0	0,2	0,2	2,6
Castuera	Badajoz				53 (13:30)	36 (15:20)	1,8	0	0,2	0	1,6
