España											
Actualizado: viernes, 03 enero 2014 a las 09:00 hora oficial											
Fecha: jueves, 02 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	15.9 (16:00)	11.5 (01:00)	13,7	90 (16:30)	68 (00:20)	0	0	0	0	0
As Pontes	A Coruña	13.6 (17:20)	9.4 (02:40)	11,5							
A Coruña	A Coruña	16.3 (16:30)	12.4 (01:10)	14,3	48 (16:40)	25 (16:40)	1,4	0	0	0,4	1
A Coruña Aeropuerto	A Coruña	16.2 (16:50)	11.3 (07:20)	13,8	52 (13:20)	31 (13:50)	1,2	0,1	0	0	1,1
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña										
Vimianzo	A Coruña	13.5 (16:30)	9.8 (01:00)	11,7			0	0	0	0	0
Fisterra	A Coruña	13.4 (15:00)	10.5 (10:40)	11,9	75 (14:20)	58 (14:10)	3,6	0	0,4	1,4	1,8
Mazaricos	A Coruña	13.1 (15:20)	9.4 (10:00)	11,3			22,2	0	0,2	10,6	11,4
Sobrado	A Coruña	12.6 (17:40)	7.9 (02:50)	10,3			9,4	0	0	1,8	7,6
Santiago de Compostela Aeropuerto	A Coruña	13.4 (16:40)	9.1 (10:30)	11,3	52 (20:30)	28 (21:20)	14,9	0	0,3	3,9	10,7
Noia	A Coruña	14.6 (20:10)	10.5 (10:20)	12,6	54 (19:40)	17 (14:00)	18,2	0	0,6	3,8	13,8
Boiro	A Coruña	15.0 (18:10)	11.1 (10:50)	13,1			40,8	0	3	14,2	23,6
Padrón	A Coruña	14.8 (15:30)	10.7 (10:10)	12,8	54 (21:30)	28 (21:30)	29,6	0	2	8,5	19,1
Santiago de Compostela	A Coruña	14.0 (18:10)	10.2 (10:00)	12,1	33 (15:30)	9 (18:20)	14,7	0,1	0,5	6,1	8
Rois, Casas do Porto	A Coruña	13.9 (18:00)	9.7 (10:10)	11,8			43,8	0,2	3,4	19,6	20,6
Ossa de Montiel	Albacete	10.2 (15:50)	7.3 (00:00)	8,8	50 (15:50)	28 (15:50)	2,8	0	0,6	1	1,2
Villarrobledo	Albacete				37 (15:30)	19 (15:40)	1,8	0	0,2	0,6	1
Munera	Albacete	10.2 (23:10)	7.3 (06:50)	8,8	48 (14:40)	21 (14:40)	1,4	0	0	1	0,4
Yeste, Embalse Fuensanta	Albacete	14.1 (16:10)	8.9 (02:20)	11,5			0,2	0,2	0	0	0
Yeste	Albacete	12.9 (15:30)	8.7 (00:40)	10,8			0,8	0,6	0	0,2	0
Hellín	Albacete	14.2 (15:30)	8.9 (03:00)	11,5	44 (15:00)	23 (15:10)	0	0	0	0	0
Tobarra	Albacete	14.5 (13:20)	9.3 (02:50)	11,9			0	0	0	0	0
Chinchilla	Albacete	9.7 (15:00)	6.4 (00:00)	8	57 (14:10)	31 (14:20)	1,3	0	0,7	0,4	0,2
Albacete	Albacete							0			
Alcalá del Júcar	Albacete	12.2 (14:40)	8.9 (09:30)	10,5	49 (15:40)	23 (15:40)	1,4	0	0,2	0,2	1
Almansa	Albacete							0	0		
Orihuela	Alacant/Alicante	15.6 (15:40)	10.4 (09:20)	13	18 (14:30)	12 (14:30)	0	0	0	0	0
Pinoso	Alacant/Alicante								0	0	0
Rojales	Alacant/Alicante	17.1 (18:10)	12.0 (05:40)	14,6	24 (20:50)	14 (20:50)	0,6	0	0	0	0,6
Villena	Alacant/Alicante	15.4 (15:00)	7.5 (02:30)	11,4	42 (13:00)	29 (16:30)	0	0	0	0	0
Novelda	Alacant/Alicante	17.4 (14:30)	11.9 (00:10)	14,6			0	0	0	0	0
Elche/Elx	Alacant/Alicante	15.8 (14:40)	9.9 (04:30)	12,8			1,2	0	0	0	1,2
Alicante/Alacant Aeropuerto	Alacant/Alicante	15.5 (16:20)	9.9 (03:50)	12,7	21 (07:30)	15 (08:10)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	16.4 (13:20)	11.3 (01:40)	13,8	22 (15:00)	13 (15:00)	0,2	0	0	0	0,2
Jávea/ Xàbia	Alacant/Alicante	17.4 (15:30)	11.1 (08:10)	14,3	24 (00:40)	16 (00:40)	1,8	0	0,4	0	1,4
Pego	Alacant/Alicante	19.0 (14:10)	11.9 (02:20)	15,4	52 (11:40)	29 (11:20)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	14.6 (15:30)	11.5 (08:40)	13,1	40 (18:40)	23 (18:40)	0,2	0	0	0	0,2
Vélez Blanco	Almería	9.2 (15:10)	5.8 (05:00)	7,5			0	0	0	0	0
Adra	Almería	16.5 (16:20)	14.7 (02:00)	15,6	49 (19:20)	29 (13:50)	0	0	0	0	0
El Ejido	Almería	16.6 (12:20)	13.6 (04:00)	15,1			0	0	0	0	0
Roquetas de Mar	Almería	16.0 (15:40)	14.8 (02:50)	15,4	65 (13:30)	46 (14:30)	0	0	0	0	0
Abla	Almería	13.7 (15:30)	10.3 (05:10)	12	31 (17:40)	13 (17:50)	0	0	0	0	0
Láujar de Andarax	Almería	12.3 (21:10)	4.5 (03:40)	8,4	35 (21:10)	23 (21:10)	0,4	0	0	0,4	0
Almería Aeropuerto	Almería	17.5 (15:40)	12.5 (05:30)	15	30 (18:10)	21 (18:30)	0	0	0	0	0
Cabo de Gata	Almería	15.6 (15:40)	14.6 (00:20)	15,1	53 (09:30)	38 (09:30)	0	0	0	0	0
Garrucha, Puerto	Almería	16.6 (20:20)	12.6 (00:20)	14,6	28 (21:40)	23 (21:20)	0	0	0	0	0
Albox	Almería	15.9 (16:20)	11.6 (01:30)	13,8	56 (15:30)	39 (15:30)	0	0	0	0	0
Huercal Overa	Almería								0,1	2,2	0
Alborán	Almería										
Aramaio	Araba/Álava	11.7 (13:30)	8.2 (09:30)	9,9			0,6	0	0	0	0,6
Amurrio	Araba/Álava	16.5 (23:59)	11.4 (10:00)	13,9	44 (01:00)	21 (19:10)	0	0	0	0	0
Lalastra	Araba/Álava	10.3 (23:50)	7.6 (06:50)	9	49 (16:50)	23 (16:50)	1,4	0,2	0,2	0	1
Opakua	Araba/Álava	12.4 (12:30)	9.8 (07:30)	11,1	52 (03:00)	24 (00:10)	1,2	0	0	0	1,2
Vitoria Gasteiz Aeropuerto	Araba/Álava	13.8 (15:30)	9.3 (08:20)	11,6	61 (01:00)	44 (01:00)	0,4	0	0	0	0,4
Labastida	Araba/Álava	11.3 (11:10)	8.2 (01:40)	9,8	29 (09:50)	16 (05:10)	1,4	0	0	0,2	1,2
Leza	Araba/Álava	11.5 (16:00)	6.3 (00:20)	8,9			1,8	0	0	0,2	1,6
Campezo/Kanpezu	Araba/Álava	10.7 (13:50)	5.9 (02:00)	8,3			3,4	0	0,2	0	3,2
Cabrales	Asturias	16.7 (21:00)	8.2 (06:50)	12,5	49 (23:30)	26 (23:30)	0	0	0	0	0
Llanes	Asturias	15.0 (14:10)	10.6 (04:50)	12,8	39 (12:10)	26 (12:10)	0,2	0	0	0,2	0
Amieva, Panizales	Asturias	17.0 (19:20)	6.9 (09:00)	12	60 (13:40)	30 (20:00)	0	0	0	0	0
Piloña	Asturias	16.5 (19:40)	6.4 (09:30)	11,5	21 (23:40)	11 (23:40)	0	0	0	0	0
Colunga	Asturias	14.6 (15:10)	7.8 (08:00)	11,2	23 (01:10)	13 (01:10)	1	0	0	0,8	0,2
Gijón, Campus	Asturias	16.4 (23:40)	5.5 (09:20)	10,9	47 (00:10)	21 (00:10)	1	0	0	0,8	0,2
Cabo Peñas	Asturias							0			
Asturias Aeropuerto	Asturias	18.1 (21:20)	11.0 (07:00)	14,6	58 (01:40)	36 (04:50)	1,5	0	0	1,5	0
Puerto de Pajares	Asturias	5.8 (23:59)	1.7 (08:10)	3,8	53 (02:50)	32 (15:10)	1,2	0	0	0,2	1
Pola de Lena	Asturias	16.4 (20:10)	4.7 (08:20)	10,5	33 (17:30)	19 (17:10)	0	0	0	0	0
Aller	Asturias	14.4 (16:40)	4.3 (09:30)	9,3	36 (14:10)	12 (14:20)	0,4	0	0	0	0,4
Mieres	Asturias	17.7 (19:20)	4.5 (08:50)	11,1	31 (18:30)	12 (18:30)	0	0	0	0	0
Oviedo	Asturias	15.6 (21:50)	8.3 (09:20)	12	53 (00:10)	29 (00:10)	0,4	0	0	0,2	0,2
Tineo, Soto de la Barca	Asturias	17.7 (20:10)	11.2 (08:30)	14,5	35 (19:20)	10 (20:10)	3,4	0	0	0,2	3,2
Pola de Somiedo	Asturias	15.4 (16:30)	6.5 (08:20)	10,9	45 (16:20)	16 (00:40)	4,4	0	0	2,8	1,6
Salas	Asturias	17.7 (20:30)	10.5 (10:10)	14,1	59 (21:40)	33 (00:50)	0,2	0	0	0	0,2
Cabo Busto	Asturias	18.2 (19:40)	12.8 (15:50)	15,5				0,2		1,2	0,2
Degaña	Asturias	6.6 (20:30)	2.1 (06:50)	4,3	27 (12:30)	12 (12:50)	9,2	0	0	6,6	2,6
Ibias, San Antolin	Asturias	12.0 (19:00)	7.0 (00:40)	9,5	78 (13:50)	43 (06:50)	13,2	0,6	0	2,8	9,8
Villayón, Oneta	Asturias	15.0 (18:20)	10.3 (04:00)	12,7	63 (21:30)	26 (12:10)	0,8	0	0	0	0,8
Figueras de Castropol	Asturias							0	0		
Taramundi, Ouria	Asturias	15.4 (17:40)	10.6 (00:00)	13	73 (16:40)	53 (16:40)	2,4	0	0	0	2,4
Puerto de Leitariegos	Asturias	7.3 (19:30)	1.3 (06:40)	4,3	72 (20:30)	32 (20:30)	11,6	0,2	0,2	6,6	4,6
Muñotello	Ávila	12.1 (16:00)	7.0 (07:00)	9,6	60 (13:10)	36 (00:20)	0,8	0,2	0,4	0,2	0
Ávila	Ávila	10.9 (17:10)	6.7 (00:00)	8,8	28 (21:10)	15 (21:10)	4,2	0	3,6	0,6	0
Gotarrendura	Ávila	12.3 (15:50)	7.8 (09:20)	10,1	51 (15:00)	33 (14:40)	6,4	0	6	0,4	0
Arevalo	Ávila	12.3 (16:30)	7.9 (10:10)	10,1	57 (20:50)	36 (21:20)	9,4	0,2	8,6	0,4	0,2
Rivilla de Barajas	Ávila	11.7 (16:20)	7.4 (09:00)	9,5	53 (00:20)	31 (04:30)	7,6	0,4	6	1	0,2
Navarredonda de Gredos	Ávila	9.4 (15:20)	4.3 (00:30)	6,8	26 (11:20)	10 (11:20)	9,8	0,3	4,9	3,4	1,2
