España											
Actualizado: sábado, 30 enero 2016 a las 09:00 hora oficial											
Fecha: viernes, 29 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	14.8 (14:50)	7.1 (07:20)	11	48 (23:59)	38 (21:30)	0	0	0	0	0
As Pontes	A Coruña	11.5 (15:00)	-0.5 (09:00)	5,5							
A Coruña	A Coruña	14.2 (13:40)	5.5 (09:10)	9,8	27 (23:40)	17 (21:40)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	15.3 (14:10)	1.3 (08:10)	8,3	18 (20:50)	14 (20:50)					
Carballo, Depuradora	A Coruña	14.2 (15:20)	-0.4 (09:00)	6,9			0	0	0	0	0
Cabo Vilan	A Coruña	13.2 (14:50)	5.9 (08:10)	9,5	34 (23:40)	25 (23:40)	0	0	0	0	0
Vimianzo	A Coruña	12.1 (14:10)	0.9 (08:30)	6,5			0	0	0	0	0
Fisterra	A Coruña	11.8 (16:00)	7.5 (04:40)	9,7	38 (03:00)	26 (23:59)	0	0	0	0	0
Mazaricos	A Coruña	10.8 (16:50)	0.9 (09:30)	5,9			0	0	0	0	0
Sobrado	A Coruña	11.4 (15:50)	-2.4 (09:10)	4,5			0,2	0	0,2	0	0
Santiago de Compostela Aeropuerto	A Coruña	13.2 (17:30)	0.2 (07:10)	6,7	22 (21:00)	13 (03:30)	0	0	0	0	0
Noia	A Coruña	13.5 (14:30)	3.2 (07:30)	8,4	13 (16:50)	5 (08:50)	0	0	0	0	0
Monte Iroite	A Coruña	10.3 (15:30)	0.0 (09:40)	5,2			0	0	0	0	0
Boiro	A Coruña	14.0 (15:50)	2.2 (08:40)	8,1			0	0	0	0	0
Padrón	A Coruña	13.1 (16:10)	1.5 (09:00)	7,3	25 (07:20)	18 (07:20)	0	0	0	0	0
Santiago de Compostela	A Coruña	13.2 (17:00)	2.8 (08:40)	8	14 (08:00)	6 (10:40)	0,9	0,3	0,2	0,2	0,2
Rois, Casas do Porto	A Coruña	11.9 (16:10)	3.4 (07:20)	7,6			0	0	0	0	0
Ossa de Montiel	Albacete	12.1 (14:20)	4.3 (07:00)	8,2	32 (13:30)	15 (21:00)	0	0	0	0	0
Villarrobledo	Albacete	11.5 (13:40)	5.7 (04:50)	8,6	38 (16:30)	20 (16:10)	0,2	0,2	0	0	0
Munera	Albacete	10.7 (13:00)	4.8 (07:00)	7,8	35 (13:50)	15 (12:00)	0,2	0,2	0	0	0
Yeste, Embalse Fuensanta	Albacete									0	0,6
Yeste	Albacete	10.3 (17:00)	6.0 (21:30)	8,2			0,4	0	0,4	0	0
Hellín	Albacete	11.8 (14:20)	8.3 (23:40)	10,1	24 (10:20)	15 (20:30)	0,6	0	0,1	0,5	0
Tobarra	Albacete	11.5 (14:50)	8.3 (23:50)	9,9			1,6	0	0,2	1,4	0
Chinchilla	Albacete	8.3 (12:30)	4.6 (23:10)	6,5	31 (09:00)	22 (09:00)	1,5	0	0	1,5	0
Albacete	Albacete	10.5 (14:40)	6.5 (09:20)	8,5	21 (20:10)	10 (17:40)	0,3	0	0,1	0,2	0
Alcalá del Júcar	Albacete	9.9 (11:00)	6.7 (23:59)	8,3	28 (13:50)	12 (14:30)	0,2	0	0	0,2	0
Almansa	Albacete	8.9 (13:40)	5.4 (05:40)	7,1	23 (12:00)	9 (12:00)	1	0	0	1	0
Orihuela	Alacant/Alicante	16.6 (15:20)	9.7 (00:30)	13,2	21 (16:10)	12 (16:10)	0	0	0	0	0
Pinoso	Alacant/Alicante	15.5 (14:50)	6.4 (00:20)	11	25 (15:00)	13 (15:00)	0	0	0	0	0
Rojales	Alacant/Alicante	16.3 (14:50)	10.2 (04:50)	13,2	28 (22:50)	16 (22:50)	0	0	0	0	0
Villena	Alacant/Alicante	13.0 (12:50)	5.2 (01:10)	9,1	33 (17:00)	21 (17:40)	0	0	0	0	0
Novelda	Alacant/Alicante	16.8 (14:20)	9.6 (02:50)	13,2			0	0	0	0	0
Elche/Elx	Alacant/Alicante										
Alicante/Alacant Aeropuerto	Alacant/Alicante	17.0 (14:20)	9.9 (01:30)	13,4	30 (20:00)	21 (20:50)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	17.1 (13:00)	10.1 (01:20)	13,6	23 (14:20)	14 (14:50)	0	0	0	0	0
Benidorm	Alacant/Alicante	17.0 (13:20)	10.7 (01:20)	13,8			0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	16.7 (13:30)	8.7 (02:30)	12,7	32 (07:00)	20 (18:30)	0	0	0	0	0
Pego	Alacant/Alicante	15.3 (14:20)	11.3 (03:50)	13,3	25 (13:40)	14 (15:40)	0,6	0	0,6	0	0
Alcoy/Alcoi	Alacant/Alicante	12.3 (14:20)	8.2 (06:00)	10,3	23 (16:30)	14 (16:30)	0	0	0	0	0
Vélez Blanco	Almería	8.9 (15:20)	4.9 (08:30)	6,9			0,2	0	0	0	0,2
Adra	Almería	17.9 (16:20)	13.6 (03:40)	15,8	19 (09:30)	9 (09:30)	0	0	0	0	0
El Ejido	Almería	16.5 (14:30)	11.6 (06:10)	14,1			0	0	0	0	0
Roquetas de Mar	Almería	16.3 (15:30)	9.8 (03:10)	13	34 (20:30)	22 (20:20)	0	0	0	0	0
Abla	Almería	11.0 (15:40)	7.3 (08:50)	9,2	31 (13:10)	16 (11:20)	0	0	0	0	0
Almería Aeropuerto	Almería	17.1 (16:20)	10.6 (01:00)	13,9	30 (16:10)	21 (17:20)	0	0	0	0	0
Cabo de Gata	Almería	15.8 (15:30)	13.1 (04:40)	14,5	40 (22:40)	23 (22:40)	0	0	0	0	0
Carboneras	Almería	16.4 (13:40)	11.6 (06:30)	14			0	0	0	0	0
Garrucha, Puerto	Almería	18.4 (17:50)	14.0 (02:20)	16,2	24 (12:30)	18 (12:40)	0	0	0	0	0
Albox	Almería	14.0 (16:40)	8.8 (08:00)	11,4	22 (16:10)	14 (14:40)	0,8	0	0	0	0,8
Huercal Overa	Almería	13.9 (17:30)	8.6 (08:40)	11,3	17 (15:40)	8 (12:30)	0,3	0	0	0	0,3
Alborán	Almería										
Aramaio	Araba/Álava	8.0 (14:40)	3.8 (20:30)	5,9			6,6	6,4	0,2	0	0
Amurrio	Araba/Álava	11.0 (12:10)	3.9 (23:59)	7,5	21 (01:10)	10 (01:10)	1,4	1,4	0	0	0
Lalastra	Araba/Álava	7.0 (15:00)	-0.2 (23:30)	3,4	39 (02:10)	22 (04:40)		1,4	0	0	
Opakua	Araba/Álava	6.9 (16:00)	1.8 (23:50)	4,4	23 (03:20)	16 (03:20)	1,4	1	0,2	0	0,2
Vitoria Gasteiz Aeropuerto	Araba/Álava	9.6 (15:10)	0.4 (23:59)	5	33 (01:40)	22 (02:00)	0,1	0,1	0	0	0
Labastida	Araba/Álava	7.7 (16:30)	2.8 (23:59)	5,2	61 (04:40)	37 (04:40)	1,2	1,2	0	0	0
Leza	Araba/Álava	7.9 (16:30)	1.5 (23:30)	4,7			0,2	0,2	0	0	0
Campezo/Kanpezu	Araba/Álava	7.7 (16:10)	-0.1 (23:59)	3,8			0	0	0	0	0
Cabrales	Asturias	13.0 (16:00)	4.8 (22:30)	8,9	18 (02:20)	14 (02:30)	3,6	3,6	0	0	0
Llanes	Asturias	13.4 (14:20)	7.0 (22:10)	10,2	27 (01:00)	12 (22:20)	0	0	0	0	0
Amieva, Panizales	Asturias	13.8 (15:50)	4.4 (23:40)	9,1	20 (15:40)	11 (13:10)	5	4,8	0,2	0	0
Piloña	Asturias	12.9 (15:10)	3.5 (23:50)	8,2	16 (15:00)	7 (15:30)	0,2	0	0	0,2	0
Colunga	Asturias	13.3 (14:40)	6.4 (23:00)	9,9	18 (23:30)	13 (23:30)	0	0	0	0	0
Gijón, Campus	Asturias	14.3 (14:10)	3.9 (23:30)	9,1	20 (14:30)	13 (14:50)	0	0	0	0	0
Cabo Peñas	Asturias	11.9 (15:00)	7.7 (08:50)	9,8	20 (00:20)	13 (22:50)	0	0	0	0	0
Asturias Aeropuerto	Asturias	13.8 (13:10)	5.3 (08:50)	9,6	26 (11:40)	12 (23:30)	0	0	0	0	0
Puerto de Pajares	Asturias	4.8 (15:20)	-2.8 (09:40)	1	39 (00:40)	17 (00:40)	4,9	4,8	0,1	0	0
Pola de Lena	Asturias	11.3 (15:20)	3.0 (23:40)	7,2	20 (15:10)	13 (14:50)	0	0	0	0	0
Aller	Asturias	8.5 (14:10)	1.5 (23:50)	5	18 (00:50)	10 (01:10)	2,2	1,8	0,4	0	0
Mieres	Asturias	13.5 (14:10)	4.6 (22:50)	9	18 (14:30)	10 (14:30)	3	3	0	0	0
Oviedo	Asturias	12.0 (16:30)	5.6 (23:50)	8,8	14 (19:30)	9 (23:20)	0	0	0	0	0
Tineo, Soto de la Barca	Asturias	10.7 (15:10)	3.3 (23:50)	7	12 (09:40)	6 (09:40)	0	0	0	0	0
