España											
Actualizado: jueves, 22 enero 2015 a las 09:00 hora oficial											
Fecha: miércoles, 21 enero 2015											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	9.6 (23:10)	5.9 (15:10)	7,8			9,2	3,4	2,4	2,8	0,6
As Pontes	A Coruña	6.6 (14:30)	3.4 (00:20)	5			26,4	5,2	9,6	6,4	5,2
A Coruña	A Coruña	10.1 (11:00)	7.5 (23:20)	8,8	71 (07:20)	38 (04:50)	8,6	2,4	2,4	1,6	2,2
A Coruña Aeropuerto	A Coruña	10.1 (16:10)	6.7 (23:30)	8,4	65 (13:00)	36 (23:20)	10,4	4,6	2,6	1,3	1,9
Carballo, Depuradora	A Coruña	9.4 (15:10)	2.3 (03:00)	5,8			15,4	2,8	7,6	3,8	1,2
Cabo Vilan	A Coruña	9.4 (12:40)	7.4 (19:00)	8,4	68 (18:00)	46 (13:30)	8,4	3	2,2	2,4	0,8
Vimianzo	A Coruña								5	2,2	1,2
Fisterra	A Coruña	9.1 (06:10)	7.0 (14:00)	8,1	120 (13:50)	58 (11:20)	1,6	0	0,4	1,2	0
Mazaricos	A Coruña										
Sobrado	A Coruña	5.1 (16:30)	0.0 (00:10)	2,5			19,4	4,6	5	5,2	4,6
Santiago de Compostela Aeropuerto	A Coruña	8.3 (13:00)	1.3 (00:30)	4,8	72 (15:00)	41 (15:00)	12,1	0,5	3,5	3,3	4,8
Noia	A Coruña	8.7 (15:40)	3.8 (00:00)	6,2	29 (13:20)	8 (13:20)		1,2		1,8	1,4
Monte Iroite	A Coruña	13.0 (09:40)	2.9 (00:20)	8	62 (05:30)	35 (06:00)	4,4	1,1	1,9	1	0,4
Boiro	A Coruña	10.7 (16:10)	3.4 (01:40)	7			6,8	1,6	3,4	1,4	0,4
Padrón	A Coruña	11.8 (12:50)	3.2 (02:50)	7,5	31 (13:30)	12 (16:10)	3,4	0,1	1,7	1,3	0,3
Santiago de Compostela	A Coruña	9.7 (16:50)	3.3 (01:20)	6,5	37 (20:50)	8 (13:20)	11	1,3	5,3	2,6	1,8
Rois, Casas do Porto	A Coruña	8.9 (14:20)	5.2 (00:00)	7			8,6	0,6	4,4	1,4	2,2
Ossa de Montiel	Albacete	5.0 (13:50)	-1.5 (07:00)	1,8	37 (15:30)	21 (15:10)	2,6	0	0	0,6	2
Villarrobledo	Albacete				42 (16:10)	24 (16:00)	4,8	0	0	1,2	3,6
Munera	Albacete	5.6 (13:50)	-1.5 (05:20)	2	46 (16:20)	19 (16:20)	0,8	0	0	0,4	0,4
Yeste, Embalse Fuensanta	Albacete	7.1 (15:50)	-2.8 (07:50)	2,1			4,2	0	0	0	4,2
Yeste	Albacete	5.9 (15:20)	-1.5 (06:00)	2,2			0,6	0	0	0	0,6
Hellín	Albacete	8.9 (15:20)	1.4 (06:10)	5,1	39 (22:20)	24 (14:00)	0	0	0	0	0
Tobarra	Albacete	8.9 (16:10)	0.9 (06:50)	4,9			0	0	0	0	0
Chinchilla	Albacete							0		0,2	0,4
Albacete	Albacete	8.2 (14:20)	-0.8 (06:30)	3,7	40 (18:00)	19 (17:10)	0	0	0	0	0
Alcalá del Júcar	Albacete							0		0	1
Almansa	Albacete	6.9 (14:50)	-1.9 (00:00)	2,5	43 (16:10)	21 (11:30)			0	0	0,2
Orihuela	Alacant/Alicante	13.5 (14:30)	1.1 (02:50)	7,3	47 (19:50)	27 (19:50)	0	0	0	0	0
Pinoso	Alacant/Alicante	9.8 (15:00)	-2.2 (01:40)	3,8	33 (15:40)	18 (15:10)	0	0	0	0	0
Rojales	Alacant/Alicante									0	0
Villena	Alacant/Alicante	9.3 (15:10)	-4.1 (04:40)	2,6	45 (16:30)	31 (17:00)	0	0	0	0	0
Novelda	Alacant/Alicante	12.3 (15:20)	3.1 (06:10)	7,7			0	0	0	0	0
Elche/Elx	Alacant/Alicante	15.0 (14:20)	2.3 (07:20)	8,6				0		0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	14.4 (16:20)	4.1 (01:30)	9,2	50 (13:10)	35 (20:20)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	14.5 (15:00)	2.6 (04:10)	8,5	33 (20:40)	15 (20:10)	0	0	0	0	0
Benidorm	Alacant/Alicante								0	0	0
Jávea/ Xàbia	Alacant/Alicante	15.1 (15:50)	1.6 (00:00)	8,4	48 (21:20)	27 (21:20)	0	0	0	0	0
Pego	Alacant/Alicante	14.2 (15:40)	4.9 (01:50)	9,5	43 (20:10)	26 (20:10)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	10.4 (14:40)	0.5 (06:00)	5,4	45 (17:00)	27 (17:10)	0	0	0	0	0
Vélez Blanco	Almería	4.1 (15:40)	-4.3 (05:20)	-0,1			0	0	0	0	0
Adra	Almería										
El Ejido	Almería	14.8 (14:50)	8.1 (03:50)	11,5			4,6	4,6	0	0	0
Roquetas de Mar	Almería	14.7 (16:50)	7.0 (09:20)	10,8	69 (21:50)	44 (22:20)	2,8	2,6	0,2	0	0
Abla	Almería	10.6 (14:20)	1.9 (06:40)	6,3	31 (17:10)	14 (16:50)	1,5	0	0	0	1,5
Láujar de Andarax	Almería	4.6 (13:20)	-2.2 (03:30)	1,2	57 (23:00)	39 (22:50)	0	0	0	0	0
Almería Aeropuerto	Almería	14.4 (14:40)	8.3 (07:50)	11,3	54 (19:40)	36 (19:40)	0,3	0,3	0	0	0
Cabo de Gata	Almería									0	0
Garrucha, Puerto	Almería	14.9 (16:50)	7.3 (08:20)	11,1	53 (22:00)	31 (22:10)	0	0	0	0	0
Albox	Almería									0	0,2
