España											
Actualizado: sábado, 21 enero 2017 a las 14:00 hora oficial											
Fecha: viernes, 20 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	9.9 (15:40)	6.1 (09:20)	8	58 (04:30)	43 (02:50)	0	0	0	0	0
As Pontes	A Coruña	10.5 (15:00)	-3.2 (08:40)	3,6			0	0	0	0	0
A Coruña	A Coruña	11.3 (15:40)	2.2 (07:10)	6,8	33 (18:40)	21 (18:00)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	11.0 (16:10)	-3.8 (08:50)	3,6	24 (08:00)	13 (09:20)	0	0	0	0	0
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	9.9 (14:50)	2.2 (07:10)	6	37 (17:30)	28 (16:10)	0	0	0	0	0
Vimianzo	A Coruña	11.3 (15:40)	-1.0 (05:40)	5,2			0	0	0	0	0
Fisterra	A Coruña	11.1 (15:10)	3.7 (00:00)	7,4	42 (00:10)	28 (19:00)	0	0	0	0	0
Mazaricos	A Coruña	10.4 (16:40)	-1.5 (08:20)	4,4			0	0	0	0	0
Sobrado	A Coruña	9.3 (14:50)	-4.5 (02:30)	2,4			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	12.0 (15:50)	-3.0 (06:50)	4,5	17 (15:30)	6 (18:30)	0	0	0	0	0
Noia	A Coruña	11.9 (15:40)	0.5 (02:10)	6,2	16 (07:30)	6 (07:30)	0	0	0	0	0
Boiro	A Coruña	13.3 (16:40)	-1.6 (06:20)	5,9			0	0	0	0	0
Padrón	A Coruña	11.9 (15:40)	-4.1 (09:10)	3,9	26 (10:20)	19 (03:20)	0	0	0	0	0
Santiago de Compostela	A Coruña	13.4 (16:00)	-0.7 (09:40)	6,3	22 (12:10)	9 (12:20)	0	0	0	0	0
Rois, Casas do Porto	A Coruña	11.0 (17:10)	-0.1 (05:10)	5,4			0	0	0	0	0
Ossa de Montiel	Albacete	3.9 (13:30)	-0.4 (00:20)	1,8	36 (04:50)	19 (04:20)	0,8	0,2	0,6	0	0
Villarrobledo	Albacete	5.5 (12:50)	0.7 (08:10)	3,1	49 (01:50)	33 (02:30)	8,2	5,6	2,6	0	0
Yeste, Embalse Fuensanta	Albacete	5.9 (17:00)	0.1 (01:30)	3			14	0,8	2,8	7,6	2,8
Yeste	Albacete	2.9 (16:20)	-0.5 (00:30)	1,2			7,6	0	0,6	4,8	2,2
Hellín	Albacete	8.2 (16:10)	2.0 (00:00)	5,1	40 (02:10)	24 (02:10)	2,4	0,6	1,8	0	0
Tobarra	Albacete	8.7 (16:00)	2.4 (00:00)	5,5			1,8	0,2	1,6	0	0
Chinchilla	Albacete								13,7	7,3	0
Albacete	Albacete	5.0 (14:00)	0.2 (00:10)	2,6	34 (03:20)	16 (03:20)	0,8	0,1	0,6	0	0,1
Almansa	Albacete	4.9 (14:30)	0.2 (00:00)	2,6	17 (22:40)	6 (23:00)	22	1	6	14,2	0,8
Orihuela	Alacant/Alicante	12.9 (17:20)	4.3 (02:30)	8,6	23 (18:40)	12 (23:50)	2	0,6	1,4	0	0
Pinoso	Alacant/Alicante	7.6 (14:50)	0.4 (08:20)	4	24 (05:00)	10 (03:00)	35,6	27	8,6	0	0
Rojales	Alacant/Alicante	14.2 (14:50)	5.1 (02:50)	9,6	32 (17:50)	18 (18:00)	4,8	0	3,6	1	0,2
Villena	Alacant/Alicante	5.9 (14:50)	2.0 (00:00)	4	37 (03:00)	26 (03:00)	29	12	15,6	1,4	0
Novelda	Alacant/Alicante	12.8 (15:20)	5.7 (08:00)	9,3			8,4	2,8	4,8	0,8	0
Elche/Elx	Alacant/Alicante	14.8 (16:30)	6.8 (08:00)	10,8			6,8	2	0,4	4	0,4
Alicante/Alacant Aeropuerto	Alacant/Alicante	17.1 (16:00)	7.0 (07:50)	12,1	37 (18:20)	23 (19:00)	4,6	2,8	1,6	0,2	0
Alicante/Alacant	Alacant/Alicante	16.1 (16:00)	8.1 (06:30)	12,1	28 (16:50)	16 (16:50)	7,2	2	4,6	0,2	0,4
Benidorm	Alacant/Alicante	15.5 (14:30)	6.2 (23:10)	10,8	27 (16:50)	14 (15:20)	7,8	5,2	0	0,4	2,2
Jávea/ Xàbia	Alacant/Alicante	13.7 (12:20)	7.2 (08:30)	10,4	41 (21:10)	25 (21:10)	14,4	3,6	0	6	4,8
Pego	Alacant/Alicante	12.3 (13:10)	6.5 (00:00)	9,4	25 (15:40)	14 (13:00)	22,6	11,4	0,2	9,8	1,2
Alcoy/Alcoi	Alacant/Alicante	5.9 (13:20)	1.2 (00:00)	3,6	13 (17:10)	6 (17:30)	8,6	5,6	2,8	0	0,2
Vélez Blanco - Topares	Almería	1.1 (14:10)	-3.1 (23:40)	-1			14	0	0,8	13,2	0
Adra	Almería	12.0 (11:30)	8.0 (05:20)	10	22 (00:10)	8 (00:20)					
El Ejido	Almería	11.1 (15:30)	7.3 (06:50)	9,2			2,6	1,4	0,6	0,6	0
Roquetas de Mar	Almería							1,4			
Abla	Almería	3.0 (19:00)	0.5 (04:40)	1,8	15 (23:10)	8 (23:10)	8,4	0	0,5	7,4	0,5
Láujar de Andarax	Almería	2.6 (10:40)	-3.5 (02:50)	-0,5	24 (14:10)	14 (22:40)	2,8	0	1	1,8	0
Almería Aeropuerto	Almería	11.3 (14:20)	6.7 (23:40)	9	41 (10:10)	24 (09:30)	6	2,4	3,6	0	0
Cabo de Gata	Almería	10.9 (15:40)	7.4 (03:00)	9,1	48 (14:20)	35 (14:10)	6,8	5,4	1,4	0	0
Carboneras	Almería										
Garrucha, Puerto	Almería				45 (09:40)	27 (09:40)	3,4	0	3,4	0	0
Albox	Almería	7.2 (17:30)	2.7 (08:30)	4,9	28 (11:10)	20 (11:10)	5,8	0	4,2	1,6	0
Huercal Overa	Almería	9.7 (15:40)	3.4 (03:10)	6,5	16 (11:50)	9 (11:50)	8,1	0,2	6,4	1,5	0
Aramaio	Araba/Álava	7.0 (14:40)	-4.2 (02:30)	1,4			0	0	0	0	0
Amurrio	Araba/Álava	7.4 (16:30)	-5.5 (08:50)	1	10 (18:20)	7 (18:20)	0	0	0	0	0
Lalastra	Araba/Álava	4.6 (15:00)	-6.9 (02:40)	-1,2	22 (14:10)	9 (13:30)	0	0	0	0	0
Opakua	Araba/Álava	2.5 (17:10)	-6.3 (08:20)	-1,9	11 (20:10)	9 (20:10)	0	0	0	0	0
Vitoria Gasteiz Aeropuerto	Araba/Álava							0		0	0
Labastida	Araba/Álava	7.5 (15:00)	-3.8 (06:50)	1,9	24 (15:20)	10 (15:20)	0	0	0	0	0
Leza	Araba/Álava	7.1 (14:50)	-4.7 (06:50)	1,2			0	0	0	0	0
Campezo/Kanpezu	Araba/Álava	5.5 (15:00)	-5.9 (08:10)	-0,2			0	0	0	0	0
Cabrales	Asturias	9.7 (16:20)	-2.0 (05:30)	3,8	18 (04:40)	15 (04:40)	0	0	0	0	0
Llanes	Asturias	9.9 (15:20)	1.5 (03:20)	5,7	33 (20:00)	18 (20:30)	0	0	0	0	0
Amieva, Panizales	Asturias	9.5 (15:10)	-3.6 (07:50)	3	14 (14:50)	8 (15:40)	0	0	0	0	0
Piloña	Asturias	9.1 (15:20)	-4.2 (08:20)	2,5	13 (16:00)	6 (15:50)	0	0	0	0	0
Colunga	Asturias	9.4 (16:20)	-0.9 (09:10)	4,2	27 (07:30)	18 (11:10)	0	0	0	0	0
Gijón, Campus	Asturias	10.0 (15:20)	-2.5 (05:50)	3,8	24 (12:40)	13 (12:50)	0	0	0	0	0
Cabo Peñas	Asturias	9.6 (13:50)	3.6 (07:00)	6,6	39 (00:50)	26 (00:30)	0	0	0	0	0
Asturias Aeropuerto	Asturias	9.1 (14:50)	-1.1 (06:20)	4	32 (12:30)	21 (11:50)		0			0
Puerto de Pajares	Asturias	3.9 (15:10)	-4.4 (08:50)	-0,3	48 (00:40)	29 (02:40)	0	0	0	0	0
Pola de Lena	Asturias	7.7 (15:50)	-5.0 (09:00)	1,3	16 (16:50)	9 (17:00)	0	0	0	0	0
Aller	Asturias	5.6 (13:40)	-3.5 (00:10)	1	13 (11:50)	8 (11:50)	0	0	0	0	0
Mieres	Asturias	9.5 (15:50)	-2.9 (08:40)	3,3	10 (14:10)	6 (13:50)	0	0	0	0	0
Oviedo	Asturias	7.3 (16:30)	-2.2 (08:00)	2,6	15 (13:30)	9 (03:20)	0	0	0	0	0
Tineo, Soto de la Barca	Asturias	6.6 (14:30)	-3.1 (08:50)	1,8	12 (18:20)	6 (18:20)	0	0	0	0	0
Pola de Somiedo	Asturias	6.9 (15:00)	-5.9 (09:30)	0,5	19 (15:20)	9 (15:10)	0	0	0	0	0
Salas	Asturias	8.7 (16:20)	-2.8 (09:00)	2,9	14 (15:10)	7 (15:10)	0	0	0	0	0
Cabo Busto	Asturias	8.9 (15:00)	1.2 (08:20)	5	54 (13:10)	28 (13:00)	0	0	0	0	0
Degaña	Asturias	5.6 (16:00)	-2.4 (03:30)	1,6	36 (00:50)	23 (00:40)	0	0	0	0	0
Ibias, San Antolin	Asturias	7.7 (15:20)	-2.9 (00:10)	2,4	22 (20:50)	13 (20:30)	0	0	0	0	0
Villayón, Oneta	Asturias	8.0 (15:00)	0.0 (09:00)	4	28 (12:30)	16 (12:10)	0	0	0	0	0
Castropol	Asturias	10.2 (13:40)	-1.9 (08:40)	4,1	33 (12:50)	17 (12:40)	0	0	0	0	0
Taramundi, Ouria	Asturias	7.3 (15:00)	-1.7 (08:40)	2,8	18 (14:20)	13 (13:50)	0	0	0	0	0
Puerto de Leitariegos	Asturias	2.5 (14:50)	-6.1 (05:30)	-1,8	48 (02:00)	34 (01:30)	0	0	0	0	0
Muñotello	Ávila	3.4 (16:20)	-2.5 (05:30)	0,5	25 (00:10)	14 (13:50)	1,4	0	1	0,4	0
Ávila	Ávila	4.2 (14:50)	-2.6 (00:00)	0,8	31 (12:00)	17 (12:20)	1,2	0	1,2	0	0
Gotarrendura	Ávila	7.8 (15:10)	-4.4 (00:00)	1,7	31 (14:20)	18 (16:00)	0	0	0	0	0
Arevalo	Ávila	8.3 (15:40)	-1.5 (02:20)	3,4	38 (06:50)	26 (06:50)	0	0	0	0	0
Rivilla de Barajas	Ávila	6.3 (16:10)	-3.5 (02:20)	1,4	23 (14:20)	15 (14:50)	0	0	0	0	0
Navarredonda de Gredos	Ávila	0.2 (13:50)	-2.9 (01:00)	-1,4	35 (00:10)	17 (00:40)	0,6	0,4	0,2	0	0
Barco de Avila	Ávila	8.0 (14:30)	-4.1 (00:00)	2	47 (12:10)	28 (12:10)	0	0	0	0	0
Puerto El Pico	Ávila	1.6 (15:20)	-1.8 (02:00)	-0,1	24 (13:40)	13 (15:10)	3,4	1,4	1,6	0,4	0
Candeleda	Ávila	11.2 (16:40)	2.4 (01:50)	6,8	31 (13:40)	21 (17:10)	0,2	0	0,2	0	0
Herrera del Duque	Badajoz	8.9 (14:30)	3.5 (23:59)	6,2	35 (05:40)	20 (05:40)	0	0	0	0	0
