España											
Actualizado: domingo, 29 enero 2017 a las 14:00 hora oficial											
Fecha: sábado, 28 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	13.2 (13:20)	7.9 (04:10)	10,5	74 (04:50)	57 (04:50)	1,2	0,2	1	0	0
As Pontes	A Coruña	9.9 (15:50)	3.5 (00:00)	6,7			8,4	6,6	0,4	0,4	1
A Coruña	A Coruña	13.3 (14:30)	7.8 (03:10)	10,6	39 (04:40)	22 (00:40)	7,4	7,4	0	0	0
A Coruña Aeropuerto	A Coruña	12.8 (12:30)	5.8 (04:20)	9,3	39 (22:40)	26 (22:40)	3,6	3,6	0	0	0
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	12.6 (13:00)	8.5 (01:00)	10,6	61 (00:50)	47 (00:50)	3	0,4	0	1,9	0,7
Vimianzo	A Coruña	11.5 (13:10)	5.3 (09:00)	8,4			3,8	1,6	0	0,4	1,8
Fisterra	A Coruña	12.1 (13:10)	7.7 (01:00)	9,9	74 (23:30)	48 (20:20)	3,8	0,8	0	2	1
Mazaricos	A Coruña	10.5 (13:10)	6.3 (01:30)	8,4							
Sobrado	A Coruña	8.7 (14:30)	3.6 (00:00)	6,1			2,4	1	0,2	0,8	0,4
Santiago de Compostela Aeropuerto	A Coruña	10.5 (13:50)	3.3 (00:40)	6,9	32 (23:59)	20 (23:59)	4,7	1,5	0,1	1,3	1,8
Noia	A Coruña	11.9 (21:40)	6.4 (00:00)	9,1	29 (18:00)	10 (18:10)	8,6	4,8	0	3,6	0,2
Boiro	A Coruña	12.5 (23:30)	4.5 (00:00)	8,5			3,8	2	0	1,4	0,4
Padrón	A Coruña	10.9 (21:50)	3.0 (08:20)	6,9	33 (18:10)	14 (21:10)	4,4	2,6	0	1,4	0,4
Santiago de Compostela	A Coruña	11.3 (13:40)	4.1 (01:10)	7,7	27 (23:59)	8 (14:00)	8,4	1,8	0	1	5,6
Rois, Casas do Porto	A Coruña	10.6 (19:00)	5.9 (08:50)	8,3			11,2	3,4	0,2	6,4	1,2
Ossa de Montiel	Albacete	8.8 (15:30)	0.7 (07:10)	4,8	37 (03:00)	18 (03:10)	0	0	0	0	0
Villarrobledo	Albacete	9.4 (15:20)	0.4 (08:00)	4,9	39 (11:50)	26 (06:20)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	11.4 (16:30)	4.7 (00:00)	8			0,6	0,6	0	0	0
Yeste	Albacete	9.1 (16:10)	2.6 (07:50)	5,9			2,6	2,6	0	0	0
Hellín	Albacete	10.8 (15:30)	4.7 (08:00)	7,8	72 (12:10)	39 (12:30)	0	0	0	0	0
Tobarra	Albacete	11.1 (15:30)	4.9 (22:20)	8			0,2	0,2	0	0	0
Chinchilla	Albacete	6.5 (16:10)	0.1 (08:50)	3,3	70 (06:30)	38 (10:10)	0	0	0	0	0
Albacete	Albacete	10.5 (15:40)	2.8 (08:50)	6,6	46 (11:00)	18 (11:10)	0	0	0	0	0
Almansa	Albacete	9.9 (16:10)	2.7 (21:10)	6,3	54 (04:40)	27 (04:40)	0	0	0	0	0
Orihuela	Alacant/Alicante	16.0 (16:10)	6.7 (01:30)	11,3	60 (12:00)	33 (13:20)	0	0	0	0	0
Pinoso	Alacant/Alicante	11.7 (15:30)	4.1 (23:20)	7,9	51 (10:50)	22 (10:30)	0	0	0	0	0
Rojales	Alacant/Alicante	16.2 (16:20)	8.7 (02:40)	12,5	66 (09:20)	43 (07:30)	0	0	0	0	0
Villena	Alacant/Alicante	11.8 (15:40)	3.0 (23:59)	7,4	69 (09:00)	42 (06:30)	0	0	0	0	0
Novelda	Alacant/Alicante	14.1 (15:40)	8.7 (08:20)	11,4			0	0	0	0	0
Elche/Elx	Alacant/Alicante	16.0 (16:30)	8.0 (01:20)	12			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	16.1 (15:50)	6.4 (02:20)	11,3	71 (12:50)	53 (13:00)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	16.4 (14:50)	9.2 (01:10)	12,8	51 (05:30)	23 (06:20)	0	0	0	0	0
Benidorm	Alacant/Alicante	19.0 (14:30)	7.6 (23:59)	13,3	36 (02:30)	20 (11:00)	0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	17.0 (15:40)	5.1 (23:59)	11	52 (08:50)	29 (05:20)	0	0	0	0	0
Pego	Alacant/Alicante	17.3 (15:40)	9.5 (20:20)	13,4	54 (09:20)	30 (02:20)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	13.0 (16:10)	6.1 (08:30)	9,5	63 (05:50)	30 (05:50)	0	0	0	0	0
Vélez Blanco - Topares	Almería	5.7 (16:40)	0.7 (03:10)	3,2			1,6	1,6	0	0	0
Adra	Almería	17.6 (13:00)	9.3 (06:40)	13,5	57 (00:10)	32 (00:20)					
El Ejido	Almería	17.8 (14:30)	7.8 (05:10)	12,8			0	0	0	0	0
Roquetas de Mar	Almería										
Abla	Almería	12.4 (14:40)	3.9 (07:50)	8,1	38 (10:50)	19 (09:40)	0,1	0,1	0	0	0
Láujar de Andarax	Almería	8.5 (15:40)	0.4 (03:20)	4,5	111 (04:30)	54 (05:40)	0	0	0	0	0
Almería Aeropuerto	Almería	17.6 (13:40)	9.3 (00:20)	13,5	63 (10:10)	39 (10:10)	0	0	0	0	0
Cabo de Gata	Almería	17.3 (14:10)	11.8 (06:40)	14,5	56 (12:20)	38 (02:30)	0	0	0	0	0
Carboneras	Almería										
Garrucha, Puerto	Almería				67 (04:40)	42 (06:50)	0	0	0	0	0
Albox	Almería	13.8 (15:20)	6.3 (08:30)	10,1	78 (05:50)	51 (06:30)	0	0	0	0	0
Huercal Overa	Almería	14.5 (16:20)	7.1 (08:30)	10,8	68 (06:10)	44 (06:10)	0	0	0	0	0
Aramaio	Araba/Álava	9.6 (14:30)	1.3 (08:10)	5,5			0	0	0	0	0
Amurrio	Araba/Álava	12.1 (16:30)	-0.5 (08:50)	5,8	15 (14:30)	9 (17:00)	0	0	0	0	0
Lalastra	Araba/Álava	6.6 (14:40)	-2.0 (22:30)	2,3	36 (13:00)	18 (13:00)	0	0	0	0	0
Opakua	Araba/Álava	9.2 (15:20)	0.4 (08:30)	4,8	22 (01:00)	12 (01:00)	0,2	0,2	0	0	0
Vitoria Gasteiz Aeropuerto	Araba/Álava	11.5 (14:30)	-1.7 (23:20)	4,9	35 (14:40)	25 (15:20)	0	0	0	0	0
Labastida	Araba/Álava	7.8 (14:00)	2.1 (08:40)	5	36 (14:00)	17 (14:00)	0,2	0	0	0,2	0
Leza	Araba/Álava	8.5 (14:50)	2.0 (23:59)	5,3			0	0	0	0	0
Campezo/Kanpezu	Araba/Álava	10.1 (15:20)	-1.1 (23:40)	4,5			0	0	0	0	0
Cabrales	Asturias	11.6 (15:20)	3.5 (06:50)	7,6	36 (13:00)	24 (14:50)	0	0	0	0	0
Llanes	Asturias	14.4 (14:00)	5.7 (07:30)	10	48 (13:30)	23 (13:30)	0	0	0	0	0
Amieva, Panizales	Asturias	14.6 (14:40)	2.4 (03:30)	8,5	34 (23:20)	17 (23:20)	0	0	0	0	0
Piloña	Asturias	13.4 (15:30)	0.6 (05:30)	7	35 (15:00)	17 (13:00)	0	0	0	0	0
Colunga	Asturias	15.0 (15:30)	6.1 (04:00)	10,5	39 (12:20)	20 (12:20)	0	0	0	0	0
Gijón, Campus	Asturias	14.1 (13:50)	4.5 (05:20)	9,3	41 (13:00)	19 (12:50)	0,2	0	0	0	0,2
Cabo Peñas	Asturias	12.5 (14:50)	7.7 (03:40)	10,1	58 (11:40)	31 (12:20)	0	0	0	0	0
Asturias Aeropuerto	Asturias	13.7 (14:40)	6.3 (00:30)	10	46 (11:30)	25 (11:30)	0,1	0	0	0	0,1
Puerto de Pajares	Asturias	3.4 (21:20)	-3.4 (00:00)	0	35 (23:20)	21 (23:20)	0	0	0	0	0
Pola de Lena	Asturias	13.5 (14:50)	0.4 (04:20)	7	16 (14:50)	9 (16:00)	0,2	0	0,2	0	0
Aller	Asturias	7.8 (13:50)	-0.6 (03:50)	3,6	25 (13:20)	14 (12:50)	0	0	0	0	0
Mieres	Asturias	14.9 (16:40)	1.9 (03:20)	8,4	21 (14:40)	11 (14:20)	0	0	0	0	0
Oviedo	Asturias	12.3 (16:10)	3.9 (04:30)	8,1	46 (13:00)	27 (13:10)	0	0	0	0	0
Tineo, Soto de la Barca	Asturias	12.5 (15:10)	5.1 (00:10)	8,8	24 (13:50)	9 (03:00)	0,2	0,2	0	0	0
Pola de Somiedo	Asturias	9.8 (15:00)	1.1 (03:20)	5,5	42 (14:30)	15 (15:40)	0,2	0,2	0	0	0
Salas	Asturias	13.5 (15:20)	5.5 (00:10)	9,5	39 (11:30)	23 (11:30)	0,4	0,4	0	0	0
Cabo Busto	Asturias	14.3 (14:50)	8.9 (00:00)	11,6	64 (06:50)	46 (04:20)	0,2	0,2	0	0	0
Degaña	Asturias	2.9 (15:00)	-1.3 (02:50)	0,8	19 (14:00)	7 (13:20)	12,2	0	0,4	10,2	1,6
Ibias, San Antolin	Asturias	7.3 (13:50)	2.5 (00:40)	4,9	56 (09:00)	31 (07:50)	2,8	1,4	1,4	0	0
Villayón, Oneta	Asturias	11.5 (14:10)	5.1 (00:10)	8,3	40 (04:10)	18 (03:30)	0,4	0,4	0	0	0
Castropol	Asturias	13.8 (15:00)	6.6 (00:40)	10,2	39 (03:40)	18 (03:10)	0,2	0,2	0	0	0
Taramundi, Ouria	Asturias	11.3 (14:50)	5.5 (00:20)	8,4	51 (23:20)	32 (23:20)	0	0	0	0	0
Puerto de Leitariegos	Asturias	2.2 (20:20)	-2.6 (01:50)	-0,2	47 (06:20)	23 (06:50)	3,4	0	0	0	3,4
Muñotello	Ávila	7.1 (16:10)	0.6 (06:40)	3,8	54 (03:30)	31 (02:10)	0	0	0	0	0
Ávila	Ávila	6.9 (14:10)	0.4 (02:50)	3,7	51 (00:20)	28 (00:20)	0	0	0	0	0
Gotarrendura	Ávila	7.9 (15:20)	0.2 (08:30)	4,1	50 (00:50)	33 (00:10)	0	0	0	0	0
Arevalo	Ávila	8.5 (15:00)	0.5 (08:30)	4,5	41 (13:00)	30 (12:40)	0	0	0	0	0
Rivilla de Barajas	Ávila	7.7 (16:20)	0.8 (03:40)	4,2	43 (12:20)	32 (15:10)	0	0	0	0	0
Navarredonda de Gredos	Ávila	4.3 (14:50)	-2.4 (01:00)	1	35 (00:50)	10 (00:40)	0,2	0,2	0	0	0
Barco de Avila	Ávila	8.8 (15:50)	-1.6 (08:50)	3,6	35 (14:00)	19 (14:00)	0	0	0	0	0
Puerto El Pico	Ávila	8.0 (14:40)	-1.7 (09:20)	3,1	40 (05:30)	22 (05:40)	0	0	0	0	0
Candeleda	Ávila	12.9 (15:50)	0.7 (06:30)	6,8	27 (17:00)	17 (17:00)	0	0	0	0	0
Herrera del Duque	Badajoz	12.4 (15:50)	3.0 (07:00)	7,7	34 (00:10)	23 (02:00)	0	0	0	0	0
