España											
Actualizado: viernes, 30 enero 2015 a las 09:00 hora oficial											
Fecha: jueves, 29 enero 2015											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	13.2 (15:00)	10.1 (05:10)	11,7	121 (12:10)	95 (17:20)	4	0	0	1,4	2,6
As Pontes	A Coruña	11.6 (14:50)	6.3 (03:00)	9			29,6	0	3,4	18,6	7,6
A Coruña	A Coruña	13.5 (12:50)	9.9 (04:00)	11,7	67 (17:30)	38 (13:50)	12,2	0	1,8	6,8	3,6
A Coruña Aeropuerto	A Coruña	13.9 (13:50)	7.1 (04:50)	10,5	71 (19:30)	41 (20:20)	13,3	0	0,4	9,1	3,8
Carballo, Depuradora	A Coruña	13.0 (13:40)	5.4 (05:30)	9,2			16,4	0	1,4	11,2	3,8
Cabo Vilan	A Coruña							0			
Vimianzo	A Coruña	11.7 (12:20)	7.7 (03:50)	9,7			0	0	0	0	0
Fisterra	A Coruña	11.9 (11:30)	9.2 (03:00)	10,5	95 (16:10)	53 (12:10)	5	0	3,2	1,4	0,4
Mazaricos	A Coruña	11.6 (12:20)	7.7 (07:50)	9,7			18,2	0	7,4	8,4	2,4
Sobrado	A Coruña	10.7 (15:20)	5.6 (04:00)	8,1			29,4	0	2,2	18,2	9
Santiago de Compostela Aeropuerto	A Coruña	11.9 (15:10)	6.7 (01:00)	9,3	46 (11:10)	29 (11:40)			1,6	6,7	2,4
Noia	A Coruña	12.6 (12:20)	7.9 (04:50)	10,3	32 (09:40)	12 (09:40)	15	0	5,4	9	0,6
Monte Iroite	A Coruña	9.9 (17:30)	5.1 (08:00)	7,5	83 (18:10)	51 (18:10)	51,7	0	9,2	34,4	8,1
Boiro	A Coruña	13.8 (17:50)	8.4 (05:10)	11,1			45	0	14,8	25,8	4,4
Padrón	A Coruña	13.6 (20:00)	9.4 (04:30)	11,5	43 (10:20)	19 (10:20)	8	0	1,6	5,8	0,6
Santiago de Compostela	A Coruña	12.5 (15:20)	8.3 (05:30)	10,4	33 (10:20)	11 (12:10)	14,5	0	1,4	10,8	2,3
Rois, Casas do Porto	A Coruña	13.2 (14:20)	8.0 (02:30)	10,6			19,6	0	5	12	2,6
Ossa de Montiel	Albacete	11.3 (13:30)	-3.0 (08:20)	4,2	50 (16:00)	27 (23:59)	0	0	0	0	0
Villarrobledo	Albacete				59 (23:00)	31 (22:40)	0	0	0	0	0
Munera	Albacete	11.3 (14:10)	-1.9 (00:50)	4,7	48 (16:40)	21 (15:20)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	14.6 (13:10)	4.9 (08:50)	9,8			0	0	0	0	0
Yeste	Albacete	14.8 (13:10)	4.5 (07:40)	9,7			0	0	0	0	0
Hellín	Albacete	17.5 (14:20)	5.0 (08:20)	11,3	73 (23:50)	43 (23:59)	0	0	0	0	0
Tobarra	Albacete	18.3 (14:30)	4.3 (07:50)	11,3			0	0	0	0	0
Chinchilla	Albacete	10.6 (14:10)	0.9 (04:10)	5,8		50 (19:10)	0	0	0	0	0
Albacete	Albacete	13.1 (14:10)	0.2 (08:50)	6,7	59 (23:50)	30 (23:50)	0	0	0	0	0
Alcalá del Júcar	Albacete	13.6 (15:30)	1.0 (07:40)	7,3	54 (20:10)	31 (23:30)	0	0	0	0	0
Almansa	Albacete	13.8 (14:40)	3.4 (05:50)	8,6	65 (20:50)	35 (21:00)	0	0	0	0	0
Orihuela	Alacant/Alicante	20.5 (16:30)	5.2 (04:50)	12,8	51 (18:30)	26 (18:20)	0	0	0	0	0
Pinoso	Alacant/Alicante	17.6 (15:00)	5.7 (02:50)	11,7	39 (21:00)	21 (17:00)	0	0	0	0	0
Rojales	Alacant/Alicante	21.1 (15:30)	7.4 (00:00)	14,3	57 (20:20)	34 (20:20)	0	0	0	0	0
Villena	Alacant/Alicante	18.4 (16:00)	-0.5 (05:40)	8,9	61 (23:10)	41 (12:20)	0	0	0	0	0
Novelda	Alacant/Alicante	20.2 (15:20)	5.4 (00:00)	12,8			0	0	0	0	0
Elche/Elx	Alacant/Alicante	21.5 (15:10)	5.2 (00:00)	13,3			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	21.3 (15:40)	6.2 (01:00)	13,7	54 (07:40)	36 (22:40)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	21.5 (15:40)	5.5 (04:20)	13,5	40 (13:50)	18 (14:00)	0	0	0	0	0
Benidorm	Alacant/Alicante	21.0 (16:00)	6.7 (04:20)	13,8			0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	22.5 (15:10)	4.1 (02:40)	13,3	51 (20:40)	26 (20:40)	0	0	0	0	0
Pego	Alacant/Alicante	21.1 (15:10)	7.4 (01:50)	14,3	79 (20:00)	47 (21:40)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	16.7 (16:10)	5.7 (02:30)	11,2	82 (23:00)	40 (20:10)	0	0	0	0	0
Vélez Blanco	Almería	12.9 (15:10)	0.5 (07:30)	6,7			0	0	0	0	0
Adra	Almería	17.9 (17:40)	10.0 (06:10)	13,9	35 (16:20)	20 (16:20)	0	0	0	0	0
El Ejido	Almería	18.3 (14:10)	7.7 (07:30)	13			0	0	0	0	0
Roquetas de Mar	Almería	16.9 (14:50)	4.4 (08:20)	10,6	55 (17:10)	36 (17:10)	0	0	0	0	0
Abla	Almería	18.3 (13:50)	4.4 (08:10)	11,3	46 (18:00)	23 (20:10)	0	0	0	0	0
Láujar de Andarax	Almería	14.4 (14:10)	4.9 (05:30)	9,6	72 (23:59)	51 (23:59)	0	0	0	0	0
Almería Aeropuerto	Almería	19.7 (23:30)	7.2 (04:30)	13,5	37 (16:10)	30 (16:50)	0	0	0	0	0
Cabo de Gata	Almería	17.5 (13:50)	11.0 (08:10)	14,3	44 (17:50)	26 (17:40)	0	0	0	0	0
Garrucha, Puerto	Almería	19.9 (18:30)	8.1 (04:00)	14	53 (18:40)	35 (14:50)	0	0	0	0	0
Albox	Almería	19.2 (15:10)	6.4 (06:00)	12,8	90 (17:50)	61 (17:40)	0	0	0	0	0
Huercal Overa	Almería	20.8 (14:20)	3.8 (04:00)	12,3	68 (16:10)	40 (17:00)	0	0	0	0	0
Aramaio	Araba/Álava	9.3 (22:20)	3.6 (08:50)	6,5			12,2	0	0	0,4	11,8
Amurrio	Araba/Álava							0	0		
Lalastra	Araba/Álava	7.6 (23:59)	1.0 (06:00)	4,3	53 (15:40)	24 (18:30)	0	0	0	0	0
Opakua	Araba/Álava	9.6 (22:40)	1.6 (08:50)	5,6	45 (16:30)	24 (16:30)	0,4	0,2	0	0	0,2
Vitoria Gasteiz Aeropuerto	Araba/Álava	11.3 (17:10)	1.6 (06:10)	6,5	50 (15:30)	31 (16:10)	0,1	0	0	0	0,1
Labastida	Araba/Álava	10.5 (23:30)	3.4 (06:10)	7	52 (19:30)	22 (10:50)	0	0	0	0	0
Leza	Araba/Álava	10.9 (21:00)	4.7 (05:30)	7,8			0	0	0	0	0
Campezo/Kanpezu	Araba/Álava	10.8 (20:30)	3.6 (07:40)	7,2			0	0	0	0	0
Cabrales	Asturias										
Llanes	Asturias	18.8 (14:40)	8.4 (08:10)	13,6	91 (13:50)	43 (23:00)	1,4	0	0	0	1,4
Amieva, Panizales	Asturias	17.4 (16:20)	5.7 (06:20)	11,5	44 (16:40)	17 (20:10)	1	0	0	0	1
Piloña	Asturias	15.7 (14:20)	4.5 (07:30)	10,1	62 (16:20)	31 (14:20)	1,6	0	0	0	1,6
Colunga	Asturias	17.7 (14:20)	6.8 (06:30)	12,3	70 (15:50)	34 (14:10)	1,6	0	0	0	1,6
Gijón, Campus	Asturias	16.9 (14:20)	4.2 (06:30)	10,5	73 (22:00)	35 (22:30)	1,6	0	0	0	1,6
Cabo Peñas	Asturias	15.6 (14:10)	6.7 (06:40)	11,2	114 (23:50)	56 (14:00)					
Asturias Aeropuerto	Asturias	16.4 (13:30)	8.3 (05:20)	12,3	104 (21:40)	63 (21:50)	4	0	0	0,9	3,1
Puerto de Pajares	Asturias	7.7 (15:00)	-1.1 (04:00)	3,3	71 (22:40)	26 (20:00)	1,1	0	0,3	0,8	0
Pola de Lena	Asturias	17.4 (14:40)	2.9 (05:50)	10,1	53 (15:30)	18 (11:10)	0,6	0	0	0,4	0,2
Aller	Asturias	12.6 (16:00)	1.2 (05:30)	6,9	44 (16:00)	22 (16:00)	1,8	0	0,8	0,2	0,8
Mieres	Asturias	19.4 (13:50)	3.4 (07:20)	11,4	71 (14:30)	29 (15:00)	0	0	0	0	0
Oviedo	Asturias	15.7 (13:50)	6.3 (06:30)	11	97 (14:50)	52 (14:50)	1	0	0	0,2	0,8
Tineo, Soto de la Barca	Asturias	13.1 (21:20)	6.8 (05:30)	10	38 (09:40)	10 (09:50)					
Pola de Somiedo	Asturias	12.9 (14:50)	0.9 (04:30)	6,9	69 (16:10)	30 (11:00)	5,8	0	0,2	3,6	2
Salas	Asturias	13.8 (15:10)	9.7 (07:20)	11,8	64 (11:30)	32 (11:30)	5,6	0	0	0,8	4,8
Cabo Busto	Asturias	15.8 (14:00)	10.4 (03:10)	13,1	121 (16:00)	75 (12:00)	12,2	0	2,2	9,8	0,2
Degaña	Asturias	5.5 (17:20)	-1.5 (06:40)	2	42 (10:40)	18 (10:00)	16	0	0,4	9,8	5,8
Ibias, San Antolin	Asturias	9.4 (17:50)	4.6 (06:10)	7	72 (23:59)	39 (23:59)	11,4	0	0,4	6,6	4,4
Villayón, Oneta	Asturias	13.0 (20:10)	7.9 (06:00)	10,5	87 (11:50)	34 (22:00)	1,6	0	0,2	0,6	0,8
Taramundi, Ouria	Asturias	12.9 (18:50)	7.2 (06:00)	10	83 (09:10)	51 (11:50)	0,6	0	0	0,6	0
Puerto de Leitariegos	Asturias	4.1 (15:30)	-3.0 (06:30)	0,5	69 (23:10)	37 (23:50)	13,8	0	0,4	8,8	4,6
Ávila	Ávila	9.5 (13:30)	1.4 (00:50)	5,4	63 (20:20)	32 (21:00)	0,2	0	0	0	0,2
Gotarrendura	Ávila	9.8 (17:20)	2.0 (00:00)	5,9	69 (21:00)	50 (21:30)	0	0	0	0	0
Arevalo	Ávila	9.8 (15:10)	0.8 (00:00)	5,3	62 (17:40)	44 (15:00)	1,4	0	0	0	1,4
Navarredonda de Gredos	Ávila	8.4 (13:00)	-1.9 (02:40)	3,2	41 (15:50)	14 (16:10)	3	0	0	0	3
Barco de Avila	Ávila	11.4 (17:10)	-1.9 (00:20)	4,7	43 (22:00)	21 (23:30)	0,8	0,4	0	0	0,4
Puerto El Pico	Ávila	10.0 (12:00)	0.3 (00:50)	5,2	45 (20:10)	20 (09:00)	0,6	0	0	0	0,6
Cebreros	Ávila	15.1 (13:20)	4.5 (00:00)	9,8	43 (14:30)	20 (23:50)	0	0	0	0	0
Sotillo de la Adrada	Ávila	12.6 (13:30)	1.4 (08:50)	7	32 (16:10)	12 (23:00)	0	0	0	0	0
Candeleda	Ávila	13.4 (18:10)	0.5 (08:40)	6,9	62 (19:40)	36 (19:40)	0	0	0	0	0
Herrera del Duque	Badajoz							0	0		
Peraleda del Zaucejo	Badajoz	12.8 (16:00)	1.2 (03:50)	7	46 (23:50)	28 (23:00)	0,2	0	0	0	0,2
Castuera	Badajoz	13.0 (15:40)	3.8 (07:30)	8,4	42 (16:20)	28 (17:10)	0	0	0	0	0
Navalvillar de Pela	Badajoz	14.4 (16:00)	-0.2 (07:30)	7,1	44 (15:50)	27 (19:20)	0	0	0	0	0
Don Benito	Badajoz	15.6 (15:20)	5.0 (03:40)	10,3	46 (21:30)	22 (22:00)	0	0	0	0	0
Llerena	Badajoz	12.1 (15:10)	3.6 (08:30)	7,9	46 (15:30)	32 (15:30)	0,4	0	0	0	0,4
Villafranca de los Barros	Badajoz	13.6 (14:40)	2.1 (07:20)	7,9	52 (14:50)	37 (15:10)			0	0	0
Mérida	Badajoz	15.7 (14:10)	4.0 (03:30)	9,8	45 (15:00)	29 (14:20)	0	0	0	0	0
Zafra	Badajoz	13.8 (15:20)	0.8 (08:30)	7,3	44 (14:10)	28 (14:10)	0	0	0	0	0
Almendralejo	Badajoz	13.8 (15:40)	4.1 (03:00)	9	50 (15:30)	33 (15:50)	0	0	0	0	0
Badajoz Aeropuerto	Badajoz	16.1 (14:20)	6.5 (06:00)	11,3	50 (12:50)	35 (12:50)	0	0	0	0	0
Alburquerque	Badajoz	15.1 (14:20)	2.9 (07:10)	9	41 (15:50)	21 (15:50)	0	0	0	0	0
Puebla de Obando	Badajoz	14.7 (15:20)	3.5 (06:00)	9,1	43 (15:40)	29 (15:50)	0	0	0	0	0
Badajoz	Badajoz	15.4 (15:50)	4.9 (06:00)	10,1	42 (14:20)	25 (14:30)	0	0	0	0	0
Olivenza	Badajoz	15.1 (16:20)	6.4 (01:00)	10,8	41 (20:30)	28 (16:20)	0	0	0	0	0
Alconchel	Badajoz	15.7 (16:20)	6.2 (06:00)	10,9	40 (23:30)	24 (15:50)	0	0	0	0	0
Barcarrota	Badajoz	13.5 (16:10)	2.3 (02:40)	7,9	35 (22:00)	19 (16:30)	0,6	0	0	0	0,6
Villanueva del Fresno	Badajoz	15.4 (15:40)	5.7 (03:00)	10,5	40 (19:00)	26 (19:20)	0,6	0	0	0	0,6
Monesterio	Badajoz	10.2 (15:00)	3.6 (08:00)	6,9	47 (19:50)	27 (16:50)	0	0	0	0	0
Fuente de Cantos	Badajoz	11.2 (14:40)	2.4 (05:30)	6,8	50 (23:20)	38 (23:20)	0	0	0	0	0
Jerez de los Caballeros	Badajoz	14.1 (16:50)	3.5 (03:10)	8,8	54 (16:50)	35 (20:10)	0	0	0	0	0
Fregenal de la Sierra	Badajoz	12.2 (15:50)	2.1 (02:30)	7,1	45 (14:20)	26 (14:20)	0,6	0	0	0	0,6
Azuaga	Badajoz	13.0 (15:30)	2.2 (04:10)	7,6	48 (17:20)	33 (17:20)	0	0	0	0	0
Pontons	Barcelona	11.6 (23:59)	4.3 (00:00)	8	101 (23:10)	68 (16:20)	0	0	0	0	0
Vilafranca del Penedès	Barcelona	15.5 (23:59)	1.3 (02:20)	8,4	77 (23:40)	37 (23:10)	0	0	0	0	0
Sitges	Barcelona	15.7 (23:10)	4.8 (00:00)	10,3	47 (21:10)	22 (16:20)	0	0	0	0	0
Barcelona Aeropuerto	Barcelona	16.0 (16:50)	5.4 (02:10)	10,7	59 (14:20)	45 (14:20)	0	0	0	0	0
