España											
Actualizado: sábado, 23 enero 2016 a las 09:00 hora oficial											
Fecha: viernes, 22 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	16.6 (05:40)	13.5 (18:10)	15,1	66 (05:50)	54 (07:30)	8,8	0	0	5,2	3,6
As Pontes	A Coruña	15.4 (13:20)	13.2 (23:40)	14,3			0	0	0	0	0
A Coruña	A Coruña										
A Coruña Aeropuerto	A Coruña	18.2 (12:00)	15.6 (00:00)	16,9	48 (09:40)	31 (09:20)					
Carballo, Depuradora	A Coruña	17.4 (11:30)	14.9 (05:10)	16,1				0		1	0
Cabo Vilan	A Coruña	14.4 (14:10)	13.6 (03:30)	14	61 (03:50)	42 (04:00)	18,9	0,6	8,1	4,4	5,8
Vimianzo	A Coruña	14.6 (14:40)	13.5 (01:50)	14,1			9,6	0,6	1,6	4,2	3,2
Fisterra	A Coruña	14.1 (13:00)	13.5 (00:00)	13,8	70 (05:30)	52 (05:40)	9,4	0,6	0,2	2,6	6
Mazaricos	A Coruña	13.9 (14:30)	12.9 (00:00)	13,4			14,2	1,8	3,6	1,2	7,6
Sobrado	A Coruña								0	0	0
Santiago de Compostela Aeropuerto	A Coruña	15.0 (14:40)	12.9 (01:30)	13,9	41 (08:40)	22 (04:10)	4,3	1,2	3,1	0	0
Noia	A Coruña								0,8	1,2	0,4
Monte Iroite	A Coruña	12.6 (14:30)	11.2 (02:50)	11,9			11,6	1,7	4,4	1,9	3,6
Boiro	A Coruña	14.7 (18:20)	13.5 (02:10)	14,1			5	0,4	2,6	0	2
Padrón	A Coruña	17.1 (14:30)	14.3 (00:20)	15,7	37 (08:40)	17 (08:40)	3,4	2	1,2	0	0,2
Santiago de Compostela	A Coruña	15.0 (16:10)	13.8 (00:10)	14,4	30 (01:00)	9 (08:30)	6,8	2,3	2,9	1,6	0
Rois, Casas do Porto	A Coruña	14.2 (15:00)	13.4 (01:50)	13,8			21,6	6,2	13,6	0,2	1,6
Ossa de Montiel	Albacete	12.6 (13:50)	7.6 (02:10)	10,1	15 (01:10)	8 (01:00)	0	0	0	0	0
Villarrobledo	Albacete	13.4 (14:00)	7.0 (23:59)	10,2	21 (14:10)	13 (12:30)	0	0	0	0	0
Munera	Albacete	12.0 (15:00)	7.3 (08:30)	9,7	19 (12:10)	8 (15:40)			0,4	0	0
Yeste, Embalse Fuensanta	Albacete	18.5 (15:50)	3.4 (08:20)	11			0	0	0	0	0
Yeste	Albacete	16.6 (14:50)	4.5 (08:00)	10,6			0	0	0	0	0
Hellín	Albacete	15.6 (14:50)	8.0 (06:10)	11,8	32 (00:20)	21 (00:30)	0	0	0	0	0
Tobarra	Albacete									0	0
Chinchilla	Albacete	10.0 (15:30)	5.6 (02:10)	7,8	30 (19:00)	21 (19:40)	0,5	0,3	0,2	0	0
Albacete	Albacete	13.2 (16:40)	7.2 (00:10)	10,2	17 (16:50)	7 (13:00)	0,1	0	0,1	0	0
Alcalá del Júcar	Albacete	12.4 (17:20)	6.3 (00:00)	9,3	22 (17:10)	13 (17:10)	0	0	0	0	0
Almansa	Albacete	13.2 (16:10)	5.5 (23:50)	9,3	26 (13:40)	12 (13:40)	0	0	0	0	0
Orihuela	Alacant/Alicante	19.4 (14:20)	6.4 (08:30)	12,9	19 (15:20)	12 (15:30)	0	0	0	0	0
Pinoso	Alacant/Alicante	14.1 (15:20)	2.1 (00:10)	8,1	19 (09:10)	1 (02:10)	0	0	0	0	0
Rojales	Alacant/Alicante	19.5 (15:10)	7.2 (07:30)	13,3	22 (18:10)	14 (16:30)	0	0	0	0	0
Villena	Alacant/Alicante	15.8 (15:10)	1.7 (00:50)	8,8	29 (14:30)	18 (14:00)	0	0	0	0	0
Novelda	Alacant/Alicante	19.2 (15:50)	8.8 (00:00)	14			0	0	0	0	0
Elche/Elx	Alacant/Alicante	19.6 (15:20)	8.2 (00:00)	13,9			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	18.5 (14:10)	5.9 (07:00)	12,2	28 (02:20)	19 (02:20)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	17.9 (13:10)	7.1 (07:30)	12,5	15 (15:30)	9 (15:30)	0	0	0	0	0
Benidorm	Alacant/Alicante	17.6 (13:30)	8.6 (02:50)	13,1				0		0	0
Jávea/ Xàbia	Alacant/Alicante	19.2 (12:50)	4.0 (06:50)	11,6	21 (14:00)	12 (06:00)	0	0	0	0	0
Pego	Alacant/Alicante	19.3 (13:20)	8.4 (02:00)	13,8	19 (13:20)	10 (13:50)			0	0	0
Alcoy/Alcoi	Alacant/Alicante	17.0 (12:20)	6.8 (02:30)	11,9	23 (14:30)	13 (14:40)		0		0	0
Vélez Blanco	Almería						0	0	0	0	0
Adra	Almería	19.8 (13:40)	13.1 (03:00)	16,4	17 (07:10)	8 (07:20)	0	0	0	0	0
El Ejido	Almería	19.6 (14:30)	10.5 (07:10)	15,1					0	0	0
Roquetas de Mar	Almería	17.5 (13:30)	7.3 (05:30)	12,4	23 (10:40)	14 (07:20)	0	0	0	0	0
Abla	Almería	18.8 (13:30)	7.0 (07:50)	12,9	24 (05:00)	11 (15:00)	0	0	0	0	0
Almería Aeropuerto	Almería	18.4 (11:50)	9.7 (06:20)	14	22 (04:10)	18 (06:50)	0	0	0	0	0
Cabo de Gata	Almería	17.2 (10:30)	14.1 (03:50)	15,7	32 (11:50)	26 (11:50)	0	0	0	0	0
Carboneras	Almería	18.6 (14:20)	10.6 (07:30)	14,6			0	0	0	0	0
Garrucha, Puerto	Almería	16.9 (12:50)	8.7 (08:50)	12,8	21 (15:10)	19 (15:30)			0	0	0
Albox	Almería	19.1 (15:10)	7.2 (06:20)	13,2	21 (15:00)	13 (15:40)			0	0	0
Huercal Overa	Almería	19.3 (13:10)	5.3 (06:40)	12,3	20 (16:00)	11 (15:00)	0	0	0	0	0
Alborán	Almería										
Aramaio	Araba/Álava	14.2 (14:20)	7.0 (02:50)	10,6					1	0	0,2
