España											
Actualizado: viernes, 22 enero 2016 a las 09:00 hora oficial											
Fecha: jueves, 21 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	19.9 (15:30)	12.2 (02:50)	16	75 (22:50)	55 (22:50)	0	0	0	0	0
As Pontes	A Coruña	15.8 (16:40)	8.7 (03:00)	12,3				0	0	0	
A Coruña	A Coruña	18.0 (15:40)	12.2 (04:30)	15,1	41 (15:10)	22 (15:20)	1,4	0,6	0	0	0,8
A Coruña Aeropuerto	A Coruña	17.2 (13:00)	11.8 (00:40)	14,5	50 (02:50)						
Carballo, Depuradora	A Coruña							0	0		
Cabo Vilan	A Coruña	14.3 (13:10)	11.5 (01:30)	12,9	62 (02:50)	44 (03:20)	1,8	0	0,3	0	1,5
Vimianzo	A Coruña							1,6	0,8		
Fisterra	A Coruña	13.7 (13:00)	11.4 (01:50)	12,5	78 (03:00)	55 (23:20)	5	1	1	1,6	1,4
Mazaricos	A Coruña							1	1,6	0,8	
Sobrado	A Coruña							0	0		
Santiago de Compostela Aeropuerto	A Coruña	13.5 (17:20)	9.2 (02:30)	11,3	35 (22:30)	23 (22:40)	2,5	0,1	0,7	0,4	1,3
Noia	A Coruña							1	0		
Monte Iroite	A Coruña							1,4		1	10,7
Boiro	A Coruña	14.3 (23:00)	11.5 (04:20)	12,9			14,2	2,6	1,2	0,4	10
Padrón	A Coruña	14.8 (15:30)	11.3 (02:20)	13,1	32 (16:00)	13 (19:10)	12,6	0	0,5	2,5	9,6
Santiago de Compostela	A Coruña	14.3 (15:30)	10.6 (03:40)	12,5	20 (14:30)	7 (23:50)	4,7	0	0,8	0,3	3,6
Rois, Casas do Porto	A Coruña	13.8 (23:40)	10.4 (02:30)	12,1			31,4	2,6	6,2	6	16,6
Ossa de Montiel	Albacete	12.0 (15:20)	3.5 (06:50)	7,8	23 (15:00)	13 (14:50)	0	0	0	0	0
Villarrobledo	Albacete	10.5 (15:20)	4.3 (08:10)	7,4	24 (09:20)	17 (14:30)	0	0	0	0	0
Munera	Albacete							0	0		
Yeste, Embalse Fuensanta	Albacete	16.6 (15:40)	3.3 (08:50)	10				0	0	0	
Yeste	Albacete	14.5 (16:20)	3.8 (08:50)	9,1				0	0	0	
Hellín	Albacete	14.6 (14:50)	5.4 (08:40)	10	36 (17:50)	23 (17:10)	0	0	0	0	0
Tobarra	Albacete							0	0		
Chinchilla	Albacete	8.9 (15:30)	3.0 (01:10)	5,9	37 (11:10)	22 (11:20)	0	0	0	0	0
Albacete	Albacete	13.3 (15:30)	5.3 (01:30)	9,3	21 (11:00)	8 (09:50)	0	0	0	0	0
Alcalá del Júcar	Albacete							0	0		
Almansa	Albacete							0	0		
Orihuela	Alacant/Alicante							0	0		
Pinoso	Alacant/Alicante	13.3 (15:00)	1.3 (23:30)	7,3	12 (09:50)	1 (09:50)	0	0	0	0	0
Rojales	Alacant/Alicante	18.8 (15:00)	7.5 (08:20)	13,1	25 (14:40)	16 (14:40)	0	0	0	0	0
Villena	Alacant/Alicante	14.2 (13:40)	-0.4 (07:30)	6,9	31 (13:50)	22 (14:10)		0	0	0	
Novelda	Alacant/Alicante							0	0		
Elche/Elx	Alacant/Alicante							0	0		
Alicante/Alacant Aeropuerto	Alacant/Alicante	18.7 (13:50)	8.2 (22:50)	13,5	39 (13:50)	28 (14:00)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	19.1 (14:10)	8.2 (23:59)	13,7	23 (08:20)	15 (13:30)	0	0	0	0	0
Benidorm	Alacant/Alicante							0	0		
Jávea/ Xàbia	Alacant/Alicante	19.0 (14:30)	5.9 (08:20)	12,5	27 (04:10)	17 (01:30)	0	0	0	0	0
Pego	Alacant/Alicante	18.9 (14:40)	8.4 (04:20)	13,6				0	0		0
Alcoy/Alcoi	Alacant/Alicante	14.6 (16:00)	4.7 (07:50)	9,7	24 (12:00)	16 (02:00)	0	0	0	0	0
Vélez Blanco	Almería							0	0		
Adra	Almería	18.2 (12:50)	12.9 (03:30)	15,6	23 (05:50)	11 (05:50)	0	0	0	0	0
El Ejido	Almería	16.8 (15:50)	9.4 (08:00)	13,1			0	0	0	0	0
Roquetas de Mar	Almería	17.6 (13:20)	6.4 (06:30)	12	28 (13:20)	17 (12:50)	0	0	0	0	0
Abla	Almería							0	0		
Almería Aeropuerto	Almería	17.6 (14:20)	7.9 (06:40)	12,8	26 (03:00)	17 (01:30)	0	0	0	0	0
Cabo de Gata	Almería	17.2 (11:40)	12.9 (07:20)	15,1	20 (17:50)	14 (17:40)	0	0	0	0	0
Carboneras	Almería	17.7 (11:50)	9.9 (07:20)	13,8			0	0	0	0	0
Garrucha, Puerto	Almería	18.2 (11:50)	10.1 (08:20)	14,2				0	0		
Albox	Almería							0	0		
Huercal Overa	Almería	18.7 (13:20)	6.7 (08:30)	12,7	25 (02:00)	13 (02:30)	0	0	0	0	0
Alborán	Almería										
Aramaio	Araba/Álava							0	0	0	
Amurrio	Araba/Álava	14.7 (15:50)	-0.3 (06:30)	7,2	13 (22:20)	7 (23:10)	0	0	0	0	0
Lalastra	Araba/Álava	9.7 (14:50)	-1.2 (00:50)	4,2	30 (09:50)	14 (14:40)	0	0	0	0	0
Opakua	Araba/Álava	13.0 (16:10)	0.7 (04:10)	6,8	13 (01:00)	10 (01:20)	0	0	0	0	0
Vitoria Gasteiz Aeropuerto	Araba/Álava	14.1 (15:30)	-3.5 (07:20)	5,3	33 (14:50)	23 (14:30)	0	0	0	0	0
Labastida	Araba/Álava							0	0		
Leza	Araba/Álava							0	0		
Campezo/Kanpezu	Araba/Álava							0	0		
Cabrales	Asturias							0	0		
Llanes	Asturias	16.0 (14:20)	7.0 (02:50)	11,5	26 (17:00)	15 (16:50)	0	0	0	0	0
Amieva, Panizales	Asturias	18.8 (15:10)	6.2 (03:40)	12,5	41 (22:40)	25 (22:40)		0	0	0	
Piloña	Asturias							0	0		
Colunga	Asturias	16.9 (14:10)	5.2 (02:40)	11	19 (07:10)	12 (05:40)	0	0	0	0	0
Gijón, Campus	Asturias	17.8 (15:50)	3.3 (02:50)	10,5	10 (10:00)	8 (02:30)	0	0	0	0	0
Cabo Peñas	Asturias	16.2 (23:10)	11.0 (04:50)	13,6	26 (19:00)	19 (18:50)	0,2	0	0	0	0,2
Asturias Aeropuerto	Asturias	18.7 (14:50)	8.7 (03:00)	13,7	28 (06:10)	19 (06:00)	1,8	0	0	0	1,8
Puerto de Pajares	Asturias	7.2 (11:40)	1.2 (00:10)	4,2	53 (07:50)	27 (22:20)	0	0	0	0	0
Pola de Lena	Asturias							0			
Aller	Asturias							0	0		
Mieres	Asturias	20.1 (15:40)	4.4 (02:20)	12,3	22 (23:40)	7 (23:40)	0	0	0	0	0
Oviedo	Asturias	18.2 (16:10)	7.3 (05:00)	12,8	14 (23:40)	10 (06:40)	0	0	0	0	0
