España											
Actualizado: domingo, 11 enero 2015 a las 09:00 hora oficial											
Fecha: sábado, 10 enero 2015											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	12.7 (15:00)	9.8 (07:30)	11,3	64 (07:30)	47 (07:40)	0	0	0	0	0
As Pontes	A Coruña	13.1 (14:00)	1.1 (07:40)	7,1							
A Coruña	A Coruña	12.5 (17:00)	8.3 (08:10)	10,4	22 (22:20)	13 (23:00)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	12.8 (12:50)	6.0 (09:30)	9,4	21 (10:20)	15 (10:20)	0	0	0	0	0
Carballo, Depuradora	A Coruña	12.4 (16:30)	5.5 (07:00)	8,9			0	0	0	0	0
Cabo Vilan	A Coruña	11.7 (12:30)	10.7 (03:10)	11,2	31 (06:40)	24 (07:40)	1,2	0	0	0,1	1,1
Vimianzo	A Coruña	10.4 (16:10)	6.9 (03:30)	8,6							
Fisterra	A Coruña	10.6 (23:20)	9.7 (09:10)	10,2	33 (12:50)	23 (15:00)	0,6	0	0	0	0,6
Mazaricos	A Coruña	9.7 (14:00)	4.2 (03:50)	6,9							
Sobrado	A Coruña	15.1 (14:30)	-0.5 (08:50)	7,3			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	12.3 (16:00)	1.3 (09:20)	6,8	22 (14:00)	17 (14:00)	0	0	0	0	0
Noia	A Coruña	11.5 (15:40)	7.2 (06:40)	9,3	14 (21:30)	8 (21:30)	0,2	0,2	0	0	0
Monte Iroite	A Coruña	12.9 (11:30)	7.0 (14:50)	9,9	33 (06:10)	22 (06:50)	0	0	0	0	0
Boiro	A Coruña	11.9 (16:10)	5.4 (00:30)	8,6			0	0	0	0	0
Padrón	A Coruña	10.5 (16:30)	5.3 (09:20)	7,9	22 (10:10)	15 (00:40)	0	0	0	0	0
Santiago de Compostela	A Coruña										
Rois, Casas do Porto	A Coruña	8.6 (16:30)	5.9 (07:50)	7,3			0,4	0,2	0,2	0	0
Ossa de Montiel	Albacete	20.7 (14:40)	-3.9 (08:40)	8,4	17 (15:30)	8 (16:20)	0	0	0	0	0
Villarrobledo	Albacete				18 (16:50)	8 (16:10)	0	0	0	0	0
Munera	Albacete	16.7 (13:50)	-4.7 (06:20)	6	13 (06:40)	7 (06:40)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete							0	0	0	
Yeste	Albacete	22.0 (15:40)	2.9 (06:30)	12,5			0	0	0	0	0
Hellín	Albacete	20.5 (15:50)	4.4 (06:30)	12,5	27 (10:40)	17 (10:40)	0	0	0	0	0
Tobarra	Albacete	21.6 (16:00)	1.9 (07:50)	11,8			0	0	0	0	0
Chinchilla	Albacete	15.2 (16:00)	3.6 (08:10)	9,4		22 (19:30)	0	0	0	0	0
Albacete	Albacete	19.5 (16:10)	-1.9 (08:20)	8,8	12 (16:40)	5 (14:10)	0	0	0	0	0
Alcalá del Júcar	Albacete	16.0 (15:50)	-2.4 (08:20)	6,8	20 (14:40)	12 (14:20)	0	0	0	0	0
Almansa	Albacete	21.4 (15:50)	-1.6 (04:00)	9,9	21 (16:40)	10 (16:40)	0	0	0	0	0
Orihuela	Alacant/Alicante	19.9 (16:00)	2.6 (04:40)	11,2	26 (11:50)	14 (11:50)	0	0	0	0	0
Pinoso	Alacant/Alicante										
Rojales	Alacant/Alicante	22.1 (15:30)	2.8 (05:30)	12,5	23 (07:50)	13 (12:30)	0	0	0	0	0
Villena	Alacant/Alicante	21.5 (16:20)	-4.2 (07:30)	8,7	18 (22:20)	14 (22:20)	0	0	0	0	0
Novelda	Alacant/Alicante	22.9 (15:40)	5.6 (06:50)	14,2			0	0	0	0	0
Elche/Elx	Alacant/Alicante	21.2 (16:30)	4.1 (01:10)	12,7			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	20.5 (16:10)	2.9 (02:30)	11,7	32 (23:30)	23 (22:10)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	21.7 (14:50)	3.3 (08:40)	12,5	15 (13:30)	9 (15:30)	0	0	0	0	0
Benidorm	Alacant/Alicante	17.8 (16:30)	6.4 (03:50)	12,1			0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	21.9 (14:00)	4.8 (09:10)	13,3	22 (17:50)	13 (07:50)	0	0	0	0	0
Pego	Alacant/Alicante	24.3 (14:50)	8.1 (09:00)	16,2	21 (20:20)	12 (20:20)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	26.5 (16:50)	6.6 (00:40)	16,5	29 (05:00)	18 (07:40)	0	0	0	0	0
Vélez Blanco	Almería	16.8 (15:40)	2.2 (08:10)	9,5			0	0	0	0	0
Adra	Almería	17.3 (14:00)	9.5 (07:00)	13,4	28 (15:50)	18 (15:20)	0	0	0	0	0
El Ejido	Almería	22.0 (15:00)	7.0 (08:10)	14,5			0	0	0	0	0
Roquetas de Mar	Almería	16.4 (15:50)	4.1 (08:50)	10,2	31 (16:10)	21 (16:10)	0	0	0	0	0
Abla	Almería	23.5 (13:30)	4.2 (02:50)	13,8	21 (04:10)	13 (04:00)	0	0	0	0	0
Láujar de Andarax	Almería	18.2 (15:40)	8.5 (03:40)	13,4	30 (14:40)	22 (16:30)	0	0	0	0	0
Almería Aeropuerto	Almería	16.8 (15:20)	6.0 (08:40)	11,4	28 (03:10)	21 (03:10)	0	0	0	0	0
Cabo de Gata	Almería	16.1 (12:30)	10.6 (03:50)	13,4	34 (23:20)	24 (23:59)	0	0	0	0	0
Garrucha, Puerto	Almería	17.7 (13:10)	4.9 (08:20)	11,3	25 (01:30)	21 (01:30)	0	0	0	0	0
Albox	Almería	23.7 (15:20)	5.3 (00:20)	14,5	24 (21:00)	19 (23:30)	0	0	0	0	0
Huercal Overa	Almería	23.3 (14:30)	0.0 (08:40)	11,6	14 (12:20)	6 (15:40)	0	0	0	0	0
Aramaio	Araba/Álava	17.2 (13:40)	6.7 (07:30)	12			0	0	0	0	0
Amurrio	Araba/Álava	15.1 (15:10)	1.7 (06:30)	8,4	33 (17:20)	22 (17:10)	0	0	0	0	0
Lalastra	Araba/Álava	14.8 (16:10)	1.0 (23:59)	7,9	19 (14:10)	11 (14:20)	0	0	0	0	0
Opakua	Araba/Álava	16.5 (15:50)	3.0 (09:00)	9,8	14 (06:20)	11 (00:30)	0	0	0	0	0
Vitoria Gasteiz Aeropuerto	Araba/Álava	16.9 (17:00)	-2.2 (07:30)	7,3	28 (18:30)	21 (18:30)	0	0	0	0	0
Labastida	Araba/Álava	15.8 (16:10)	2.4 (06:40)	9,1	23 (13:40)	14 (14:30)	0	0	0	0	0
Leza	Araba/Álava	15.3 (15:40)	1.5 (09:00)	8,4			0	0	0	0	0
Campezo/Kanpezu	Araba/Álava	18.6 (15:50)	2.5 (09:00)	10,6			0	0	0	0	0
Cabrales	Asturias	14.5 (14:40)	6.3 (07:00)	10,4	28 (16:10)	22 (16:10)	0	0	0	0	0
Llanes	Asturias	12.7 (17:10)	10.4 (08:20)	11,5	18 (16:20)	9 (00:40)	0	0	0	0	0
Amieva, Panizales	Asturias	13.0 (14:50)	3.9 (07:50)	8,5	17 (16:40)	9 (15:40)	0	0	0	0	0
Piloña	Asturias	11.7 (14:50)	1.4 (08:50)	6,5	13 (16:20)	6 (16:20)	0	0	0	0	0
Colunga	Asturias	13.0 (14:10)	8.7 (09:20)	10,8	16 (09:20)	11 (09:10)	0	0	0	0	0
Gijón, Campus	Asturias	14.2 (13:50)	4.8 (03:40)	9,5	15 (14:00)	10 (14:30)	0	0	0	0	0
Cabo Peñas	Asturias				42 (23:59)	17 (15:50)					
Asturias Aeropuerto	Asturias	13.4 (13:30)	5.8 (09:10)	9,6	21 (09:40)	13 (23:59)	0	0	0	0	0
Puerto de Pajares	Asturias							0	0	0	
Pola de Lena	Asturias	15.1 (15:30)	1.6 (09:30)	8,4	27 (16:20)	11 (16:20)	0	0	0	0	0
Aller	Asturias	13.5 (13:20)	3.9 (20:40)	8,7	15 (12:30)	11 (04:00)	0	0	0	0	0
Mieres	Asturias	14.6 (14:50)	1.1 (08:20)	7,9	24 (15:10)	10 (15:20)	0	0	0	0	0
Oviedo	Asturias	11.5 (17:40)	4.3 (09:30)	7,9	15 (12:40)	12 (03:00)	0	0	0	0	0
Tineo, Soto de la Barca	Asturias	13.0 (16:30)	1.5 (09:50)	7,3	22 (16:40)	10 (16:30)	0	0	0	0	0
Pola de Somiedo	Asturias	16.3 (14:20)	0.0 (08:50)	8,1	10 (16:50)	5 (15:20)	0	0	0	0	0
Salas	Asturias	14.2 (14:10)	3.4 (09:00)	8,8	16 (14:30)	10 (14:30)	0	0	0	0	0
Cabo Busto	Asturias	14.3 (13:50)	5.7 (08:20)	10	22 (23:20)	17 (09:20)	0	0	0	0	0
Degaña	Asturias	12.9 (14:30)	2.3 (22:20)	7,6	18 (15:00)	8 (14:20)	0	0	0	0	0
