España											
Actualizado: lunes, 23 enero 2017 a las 14:00 hora oficial											
Fecha: domingo, 22 enero 2017											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	12.4 (15:00)	6.9 (01:20)	9,6	26 (21:40)	21 (21:30)	0	0	0	0	0
As Pontes	A Coruña	8.0 (17:50)	-3.9 (07:10)	2			0	0	0	0	0
A Coruña	A Coruña	12.5 (14:00)	4.1 (08:30)	8,3	23 (17:30)	15 (19:20)	0	0	0	0	0
A Coruña Aeropuerto	A Coruña	11.2 (15:00)	-1.2 (09:20)	5	26 (10:00)	15 (17:00)	0,1	0	0,1	0	0
Carballo, Depuradora	A Coruña										
Cabo Vilan	A Coruña	10.9 (15:10)	5.4 (08:20)	8,1	35 (02:40)	22 (04:20)	3,6	3,6	0	0	0
Vimianzo	A Coruña	11.3 (15:20)	-0.1 (04:30)	5,6			0	0	0	0	0
Fisterra	A Coruña	10.3 (15:10)	7.0 (05:10)	8,7	45 (05:40)	32 (05:40)	0	0	0	0	0
Mazaricos	A Coruña	9.9 (15:10)	-3.0 (05:20)	3,4			0	0	0	0	0
Sobrado	A Coruña	10.0 (15:50)	-5.4 (08:20)	2,3			0	0	0	0	0
Santiago de Compostela Aeropuerto	A Coruña	10.3 (15:40)	-3.0 (05:00)	3,7	26 (13:40)	17 (15:00)	0	0	0	0	0
Noia	A Coruña	12.6 (14:00)	3.7 (03:00)	8,2	17 (14:50)	6 (15:30)	0	0	0	0	0
Boiro	A Coruña	14.4 (16:20)	-1.2 (09:00)	6,6			0	0	0	0	0
Padrón	A Coruña	12.7 (15:00)	-2.5 (08:50)	5,1	30 (10:40)	23 (10:50)	0	0	0	0	0
Santiago de Compostela	A Coruña	12.2 (15:30)	-0.9 (09:20)	5,6	24 (14:40)	10 (14:40)	0	0	0	0	0
Rois, Casas do Porto	A Coruña	11.2 (15:40)	1.1 (08:40)	6,1			0	0	0	0	0
Ossa de Montiel	Albacete	8.7 (15:30)	-0.7 (23:40)	4	21 (12:30)	9 (12:00)	0	0	0	0	0
Villarrobledo	Albacete	9.9 (15:20)	0.6 (23:59)	5,2	29 (16:10)	19 (14:50)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	10.8 (16:10)	2.2 (23:59)	6,5			0	0	0	0	0
Yeste	Albacete	7.9 (16:30)	2.5 (23:59)	5,2			7,4	3,8	3,4	0,2	0
Hellín	Albacete	11.2 (15:40)	3.6 (23:59)	7,4	44 (14:30)	27 (02:10)	0	0	0	0	0
Tobarra	Albacete	11.5 (15:30)	4.7 (23:59)	8,1			0	0	0	0	0
Chinchilla	Albacete	6.8 (14:40)	0.1 (08:30)	3,5	36 (15:20)	23 (15:20)	0	0	0	0	0
Albacete	Albacete	10.9 (14:40)	1.8 (22:40)	6,3	30 (16:40)	13 (16:50)	0,1	0,1	0	0	0
Almansa	Albacete	8.2 (15:30)	1.7 (03:10)	4,9	22 (06:10)	8 (06:10)	0,4	0,2	0	0	0,2
Orihuela	Alacant/Alicante	15.1 (15:50)	10.0 (23:00)	12,6	67 (04:20)	32 (04:00)	1,2	0	0	0	1,2
Pinoso	Alacant/Alicante	8.6 (13:50)	3.7 (00:10)	6,2	54 (00:50)	30 (01:10)	0	0	0	0	0
Rojales	Alacant/Alicante	14.0 (13:10)	9.1 (21:50)	11,6	52 (04:40)	37 (04:40)	3,2	0	0	0	3,2
Villena	Alacant/Alicante	8.6 (12:30)	5.0 (00:00)	6,8	62 (07:40)	30 (05:20)	1	0,4	0	0	0,6
Novelda	Alacant/Alicante	12.1 (13:20)	7.7 (03:50)	9,9			0	0	0	0	0
Elche/Elx	Alacant/Alicante	13.8 (13:20)	8.5 (20:00)	11,2			4,2	0	0	0	4,2
Alicante/Alacant Aeropuerto	Alacant/Alicante	14.1 (13:10)	10.0 (01:10)	12,1	59 (03:00)	38 (02:50)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	12.4 (12:00)	8.4 (02:00)	10,4	53 (04:20)	24 (04:20)	0,4	0,2	0	0	0,2
Benidorm	Alacant/Alicante	11.9 (16:40)	6.7 (04:20)	9,3	66 (00:10)	32 (01:00)	37,8	19,4	9,6	8,2	0,6
Jávea/ Xàbia	Alacant/Alicante	11.9 (00:00)	7.7 (09:10)	9,8	90 (03:00)	48 (00:30)	33,6	7,6	20,2	1,6	4,2
Pego	Alacant/Alicante	10.8 (10:00)	8.0 (04:30)	9,4	58 (00:30)	27 (00:30)	57,8	17,2	6,4	19,6	14,6
Alcoy/Alcoi	Alacant/Alicante	7.0 (10:50)	3.8 (04:10)	5,4	72 (03:30)	37 (08:10)	19,8	9,6	0,6	5,6	4
Vélez Blanco - Topares	Almería	4.6 (12:30)	0.7 (23:59)	2,6			0,2	0,2	0	0	0
Adra	Almería	17.7 (17:30)	11.8 (02:30)	14,8	22 (12:40)	15 (14:50)					
El Ejido	Almería	19.3 (13:40)	9.9 (23:40)	14,6			0	0	0	0	0
Roquetas de Mar	Almería										
Abla	Almería	11.1 (14:40)	4.5 (23:00)	7,8	29 (15:10)	12 (11:10)	0	0	0	0	0
Láujar de Andarax	Almería	6.0 (15:00)	-0.2 (06:10)	2,9	59 (10:50)	43 (17:30)	0	0	0	0	0
Almería Aeropuerto	Almería	15.7 (14:50)	11.3 (03:20)	13,5	46 (23:10)	32 (23:10)	0	0	0	0	0
Cabo de Gata	Almería	15.3 (14:30)	12.3 (00:50)	13,8	59 (08:40)	35 (07:10)	0	0	0	0	0
Carboneras	Almería										
Garrucha, Puerto	Almería				41 (14:40)	27 (14:30)	0	0	0	0	0
Albox	Almería	10.4 (15:10)	6.9 (05:30)	8,6	55 (12:20)	42 (12:20)	0	0	0	0	0
Huercal Overa	Almería	12.9 (12:30)	7.9 (08:10)	10,4	49 (13:40)	27 (13:40)	0	0	0	0	0
Aramaio	Araba/Álava	7.2 (14:00)	-1.2 (04:00)	3			0	0	0	0	0
Amurrio	Araba/Álava	9.8 (15:10)	0.8 (00:00)	5,3	17 (16:30)	9 (15:50)	0	0	0	0	0
Lalastra	Araba/Álava	5.3 (16:30)	-2.9 (02:30)	1,2	38 (08:00)	19 (08:00)	0	0	0	0	0
Opakua	Araba/Álava	6.0 (13:40)	-2.4 (05:10)	1,8	20 (15:10)	10 (15:10)	0,2	0	0	0,2	0
Vitoria Gasteiz Aeropuerto	Araba/Álava	9.6 (14:30)	-5.0 (04:20)	2,3	35 (13:40)	26 (15:10)	0	0	0	0	0
Labastida	Araba/Álava	6.0 (15:00)	-0.1 (05:20)	2,9	44 (13:00)	26 (15:00)	0,8	0	0	0	0,8
Leza	Araba/Álava	7.3 (13:10)	-1.7 (01:20)	2,8			0,6	0	0	0,2	0,4
Campezo/Kanpezu	Araba/Álava	6.9 (13:50)	-0.7 (00:30)	3,1			0	0	0	0	0
Cabrales	Asturias	11.4 (15:20)	2.1 (06:30)	6,7	15 (15:10)	11 (15:20)	0	0	0	0	0
Llanes	Asturias	11.2 (15:30)	3.9 (05:50)	7,5	19 (06:50)	14 (01:50)	0	0	0	0	0
Amieva, Panizales	Asturias	9.3 (15:10)	-0.3 (07:50)	4,5	11 (16:30)	6 (15:40)	0	0	0	0	0
Piloña	Asturias	8.6 (15:50)	-1.7 (07:00)	3,5	10 (18:00)	5 (18:00)	0,2	0	0	0,2	0
Colunga	Asturias	10.5 (14:10)	4.2 (06:50)	7,3	18 (01:40)	13 (00:20)	3,6	0	0	3,6	0
Gijón, Campus	Asturias	10.7 (17:00)	1.3 (00:10)	6	24 (18:50)	13 (18:50)	6,6	0	0	0	6,6
Cabo Peñas	Asturias	10.8 (14:40)	5.8 (06:00)	8,3	33 (19:00)	20 (18:50)	0	0	0	0	0
