España											
Actualizado: lunes, 04 enero 2016 a las 09:00 hora oficial											
Fecha: domingo, 03 enero 2016											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	14.8 (13:50)	12.1 (00:10)	13,5	124 (09:00)		5,6	0	2,6	3	0
As Pontes	A Coruña							0,8	19,8	24	
A Coruña	A Coruña	15.6 (12:20)	11.9 (00:00)	13,8	69 (14:20)	34 (14:30)	11,8	0,6	6	4	1,2
A Coruña Aeropuerto	A Coruña	16.3 (12:40)	11.4 (00:00)	13,8	74 (07:20)	40 (06:10)	6,6	0,2	4,9	1,3	0,2
Carballo, Depuradora	A Coruña							1	11,8		
Cabo Vilan	A Coruña	14.0 (12:50)	11.9 (00:00)	12,9				5,1	13,9	0,7	
Vimianzo	A Coruña	13.7 (12:30)	10.8 (00:00)	12,3			44	5,4	28,6	9,6	0,4
Fisterra	A Coruña	14.0 (12:40)	11.8 (00:10)	12,9	116 (06:20)		9	2,6	5,6	0,8	0
Mazaricos	A Coruña	13.5 (13:00)	10.4 (00:00)	11,9			69,2	5,2	53	10,6	0,4
Sobrado	A Coruña	12.7 (14:20)	7.7 (00:00)	10,2			32	2	13	15,2	1,8
Santiago de Compostela Aeropuerto	A Coruña										
Noia	A Coruña							2,6	26		
Monte Iroite	A Coruña	12.0 (13:30)	8.1 (23:30)	10,1			63	5,5	36,5	18,9	2,1
Boiro	A Coruña								45,8	14,8	
Padrón	A Coruña	15.1 (14:00)	10.8 (00:30)	13	73 (11:20)	36 (11:20)	34,3	4,7	21,4	6	2,2
Santiago de Compostela	A Coruña	14.2 (14:10)	10.1 (00:10)	12,2	61 (04:10)	17 (04:10)	43,2	7,3	29	6,3	0,6
Rois, Casas do Porto	A Coruña							0	0	0	
Ossa de Montiel	Albacete							0	0		
Villarrobledo	Albacete								0	0	
Munera	Albacete							0	0,4		
Yeste, Embalse Fuensanta	Albacete							0	0	0	
Yeste	Albacete								0	0	0
Hellín	Albacete	15.4 (14:50)	5.4 (00:30)	10,4	50 (15:20)	30 (16:40)	0	0	0	0	0
Tobarra	Albacete							0	0		
Chinchilla	Albacete	10.2 (23:50)	3.0 (03:10)	6,6	52 (12:40)	32 (17:00)	0	0	0	0	0
Albacete	Albacete	12.9 (23:59)	4.7 (01:40)	8,8	44 (11:50)	21 (11:50)	0	0	0	0	0
Alcalá del Júcar	Albacete	12.6 (23:59)	3.9 (06:20)	8,3	51 (17:10)	29 (17:10)	0	0	0	0	0
Almansa	Albacete	12.8 (15:30)	4.8 (01:30)	8,8	57 (18:10)	27 (18:00)	0	0	0	0	0
Orihuela	Alacant/Alicante	18.4 (16:00)	7.5 (06:00)	12,9	20 (13:50)	12 (13:00)	0	0	0	0	0
Pinoso	Alacant/Alicante	15.0 (15:30)	4.6 (03:50)	9,8	42 (15:10)	18 (14:10)	0	0	0	0	0
Rojales	Alacant/Alicante								0	0	0
Villena	Alacant/Alicante							0	0	0	
Novelda	Alacant/Alicante							0	0		
Elche/Elx	Alacant/Alicante							0	0		
Alicante/Alacant Aeropuerto	Alacant/Alicante							0		0	0
Alicante/Alacant	Alacant/Alicante	19.4 (15:20)	9.8 (02:30)	14,6	31 (17:50)	15 (18:00)	0	0	0	0	0
Benidorm	Alacant/Alicante	18.9 (12:30)	9.1 (05:40)	14			0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	20.3 (14:50)	7.5 (08:00)	13,9	39 (15:00)	19 (14:40)	0	0	0	0	0
Pego	Alacant/Alicante	20.4 (23:59)	11.4 (06:00)	15,9	51 (22:40)	29 (13:30)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	15.1 (23:50)	7.3 (02:20)	11,2	48 (13:20)	23 (23:10)	0	0	0	0	0
Vélez Blanco	Almería						0	0	0	0	0
Adra	Almería	19.8 (12:10)	14.5 (07:30)	17,1	61 (10:20)	38 (17:50)	0	0	0	0	0
El Ejido	Almería							0	0	0	
Roquetas de Mar	Almería	19.1 (11:40)	15.1 (01:40)	17,1	81 (21:50)	54 (21:50)	0,2	0,2	0	0	0
Abla	Almería	16.7 (16:10)	9.1 (03:20)	12,9	57 (16:40)	16 (16:20)	0	0	0	0	0
Láujar de Andarax	Almería										
Almería Aeropuerto	Almería	19.7 (15:10)	11.9 (04:30)	15,8	68 (23:59)	48 (17:10)	0	0	0	0	0
Cabo de Gata	Almería	18.3 (15:30)	14.9 (04:20)	16,6	68 (16:50)	47 (14:30)	0	0	0	0	0
Carboneras	Almería	20.0 (16:10)	13.2 (06:20)	16,6			0	0	0	0	0
Garrucha, Puerto	Almería							0	0		
Albox	Almería							0	0		
Huercal Overa	Almería	20.2 (14:30)	8.6 (06:50)	14,4	66 (13:50)	36 (17:50)	0	0	0	0	0
Alborán	Almería										
Aramaio	Araba/Álava							0	0,6	0,8	
Amurrio	Araba/Álava	15.4 (18:00)	6.2 (00:00)	10,8	53 (17:50)	24 (16:00)			0,2	0	8
Lalastra	Araba/Álava	9.5 (20:30)	3.8 (00:00)	6,6	68 (10:00)	31 (10:00)	13	0	3,2	2,6	7,2
Opakua	Araba/Álava							0	0,4	3	
Vitoria Gasteiz Aeropuerto	Araba/Álava	11.4 (20:40)	2.4 (00:00)	6,9	58 (12:10)	37 (16:20)	12,1	0	0,3	0,2	11,6
Labastida	Araba/Álava	10.7 (22:40)	3.7 (11:50)	7,2	27 (21:00)	15 (21:00)	7,4	0	2,6	3,2	1,6
Leza	Araba/Álava	5.9 (22:20)	1.9 (00:40)	3,9			13,4	0	5,8	5,2	2,4
Campezo/Kanpezu	Araba/Álava							0	2,4		
Cabrales	Asturias										
Llanes	Asturias	15.0 (15:40)	9.0 (00:00)	12	59 (19:10)	30 (19:10)					
Amieva, Panizales	Asturias	17.0 (15:50)	10.3 (23:30)	13,7	66 (08:40)	35 (12:40)	10,6	0	0,4	1,2	9
Piloña	Asturias							0	2,4		
Colunga	Asturias	14.6 (23:59)	6.1 (04:00)	10,4	45 (16:40)	23 (19:40)	29	0	6,2	11	11,8
Gijón, Campus	Asturias	19.7 (16:00)	5.4 (04:30)	12,6	60 (19:00)	30 (16:30)	10	0	5,4	3	1,6
Cabo Peñas	Asturias				91 (16:00)	46 (16:00)	5	0	0,3	4,2	0,5
Asturias Aeropuerto	Asturias	19.2 (15:00)	7.6 (04:10)	13,4	82 (18:20)	53 (18:10)	11,3	0	0,9	8,6	1,8
Puerto de Pajares	Asturias	8.2 (16:10)	-0.1 (03:50)	4	67 (20:20)	37 (02:20)	6,7	0,3	0,9	1,6	3,9
Pola de Lena	Asturias	19.0 (15:40)	11.3 (00:20)	15,2	53 (07:00)	25 (09:10)	4,4	0	0	0	4,4
Aller	Asturias								0,2	0	6
Mieres	Asturias	21.5 (15:10)	6.5 (00:00)	14	35 (16:30)	14 (16:30)	5,4	0	0	0,4	5
Oviedo	Asturias	18.9 (15:50)	7.5 (00:20)	13,2	71 (15:40)	32 (15:40)	5,2	0	0,2	0,6	4,4
Tineo, Soto de la Barca	Asturias							0	0	2,8	
Pola de Somiedo	Asturias	13.8 (14:00)	8.6 (00:00)	11,2	61 (08:50)	22 (09:40)			2,6	8	7,2
Salas	Asturias	16.9 (14:30)	6.9 (00:10)	11,9	72 (10:10)	33 (06:20)	7,2	0	0	5,2	2
Cabo Busto	Asturias	18.5 (13:10)	13.3 (18:20)	15,9	124 (11:50)		35,2	0	15,4	19	0,8
Degaña	Asturias	8.2 (18:10)	1.8 (00:00)	5	49 (18:50)	18 (18:50)			0	0	8,4
Ibias, San Antolin	Asturias	11.4 (13:30)	7.2 (00:00)	9,3	97 (13:20)	60 (14:20)			0,2	1	0
Villayón, Oneta	Asturias								0	4,2	
Castropol	Asturias	15.6 (15:20)	12.8 (20:40)	14,2	74 (06:40)	33 (05:50)	1,9	0	0	1,9	0
Taramundi, Ouria	Asturias							0	1	5,8	
Puerto de Leitariegos	Asturias	7.7 (17:30)	0.1 (01:40)	3,9	79 (05:50)	38 (17:30)	47,6	0,6	11	25	11
Muñotello	Ávila							0	0,2	0	
Ávila	Ávila	12.0 (19:20)	0.4 (00:40)	6,2	44 (20:30)	22 (20:30)	0	0	0	0	0
Arevalo	Ávila	11.9 (21:40)	2.2 (00:30)	7	64 (14:30)	45 (19:00)	0,6	0	0,6	0	0
Navarredonda de Gredos	Ávila	9.4 (19:10)	-2.1 (00:10)	3,6	45 (15:40)	18 (18:20)	0	0	0	0	0
Barco de Avila	Ávila	11.4 (23:50)	-0.3 (00:10)	5,5	57 (19:50)	35 (12:00)			0	0	0,2
Puerto El Pico	Ávila	7.9 (23:30)	-1.4 (00:20)	3,3	45 (15:50)	25 (17:50)			0	0,2	3
Cebreros	Ávila							0	0	0	
Candeleda	Ávila										
Herrera del Duque	Badajoz	14.1 (20:50)	4.8 (00:10)	9,5			6,8	0	0,2	1,4	5,2
Peraleda del Zaucejo	Badajoz							0	0,2		
