España											
Actualizado: domingo, 26 enero 2014 a las 09:00 hora oficial											
Fecha: sábado, 25 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	12.7 (13:20)	11.7 (22:40)	12,2	72 (01:20)	59 (01:20)	3,4	0,2	2,4	0,4	0,4
As Pontes	A Coruña	11.9 (13:30)	9.4 (00:00)	10,6			7	2,4	3,2	1	0,4
A Coruña	A Coruña	12.9 (15:00)	11.9 (00:00)	12,4	37 (06:00)	23 (00:50)	7,4	1	3,6	2,4	0,4
A Coruña Aeropuerto	A Coruña	13.7 (14:40)	12.3 (00:00)	13	35 (07:20)	21 (06:00)	3,3	0,7	2,1	0,5	0
Carballo, Depuradora	A Coruña	13.1 (15:00)	11.4 (01:10)	12,3			0	0	0	0	0
Cabo Vilan	A Coruña	12.6 (12:30)	10.2 (09:30)	11,4	28 (07:20)	20 (03:20)	2,9	0,6	0,6	0,7	1
Vimianzo	A Coruña	12.0 (15:10)	10.6 (00:00)	11,3			0	0	0	0	0
Fisterra	A Coruña	11.8 (13:20)	11.3 (00:00)	11,6			1,8	0	0,6	0,6	0,6
Mazaricos	A Coruña	11.8 (14:40)	10.3 (00:00)	11,1							
Sobrado	A Coruña	11.4 (15:20)	8.3 (00:00)	9,8			9,6	3,2	4,4	1,6	0,4
Santiago de Compostela Aeropuerto	A Coruña	13.3 (15:30)	9.2 (00:00)	11,3	22 (13:30)	15 (13:30)	1,3	0,9	0,2	0	0,2
Noia	A Coruña	13.8 (13:50)	11.1 (00:00)	12,5	12 (15:10)	4 (13:50)	1	0,6	0,4	0	0
Boiro	A Coruña	15.1 (14:10)	11.2 (00:50)	13,2			1,8	1	0,8	0	0
Padrón	A Coruña	14.5 (15:30)	11.1 (00:00)	12,8	13 (00:30)	7 (00:50)	1,4	0,6	0,5	0,1	0,2
Santiago de Compostela	A Coruña	13.7 (15:00)	10.3 (00:00)	12	9 (15:30)	3 (15:30)	4,1	2,6	0,6	0,8	0,1
Rois, Casas do Porto	A Coruña	13.8 (14:30)	10.4 (00:00)	12,1			0	0	0	0	0
Ossa de Montiel	Albacete							0	0		
Villarrobledo	Albacete				40 (14:10)	19 (14:30)	0	0	0	0	0
Munera	Albacete	12.4 (14:50)	2.9 (23:40)	7,6	36 (13:50)	19 (13:20)	0	0	0	0	0
Yeste, Embalse Fuensanta	Albacete	17.7 (15:40)	10.8 (23:59)	14,3			0	0	0	0	0
Yeste	Albacete	14.5 (15:20)	9.4 (23:20)	11,9			0	0	0	0	0
Hellín	Albacete	14.8 (14:50)	11.1 (06:10)	13	73 (14:00)	38 (06:00)	0	0	0	0	0
Tobarra	Albacete	15.1 (16:30)	10.7 (06:30)	12,9			0	0	0	0	0
Chinchilla	Albacete	11.7 (16:30)	4.2 (08:50)	7,9	63 (05:10)	38 (12:20)	0	0	0	0	0
Albacete	Albacete	15.7 (16:00)	6.6 (08:20)	11,1	42 (15:20)	21 (15:40)	0	0	0	0	0
Alcalá del Júcar	Albacete	16.6 (16:40)	7.1 (00:40)	11,9	44 (13:50)	26 (14:10)	0	0	0	0	0
Orihuela	Alacant/Alicante	20.9 (16:40)	17.1 (22:10)	19	58 (07:10)	33 (07:10)	0	0	0	0	0
Pinoso	Alacant/Alicante	16.2 (15:50)	10.6 (23:59)	13,4	48 (00:30)	22 (19:50)	0	0	0	0	0
Rojales	Alacant/Alicante	21.0 (16:30)	15.9 (23:59)	18,4	58 (07:20)	37 (07:40)	0	0	0	0	0
Villena	Alacant/Alicante	17.1 (14:00)	10.0 (23:50)	13,6	60 (00:10)	42 (00:10)	0	0	0	0	0
Novelda	Alacant/Alicante	18.5 (17:30)	14.0 (23:59)	16,3			0	0	0	0	0
Elche/Elx	Alacant/Alicante	20.5 (15:50)	14.9 (23:59)	17,7			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	21.5 (15:50)	15.7 (23:30)	18,6	71 (04:40)	50 (04:50)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	21.1 (12:40)	15.3 (05:50)	18,2	48 (01:50)	22 (00:50)	0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	21.0 (17:10)	13.7 (20:00)	17,3	57 (06:50)	31 (03:20)	0	0	0	0	0
Pego	Alacant/Alicante	21.4 (17:00)	14.4 (23:20)	17,9	61 (02:30)	32 (02:30)	0	0	0	0	0
Alcoy/Alcoi	Alacant/Alicante	18.0 (16:30)	11.3 (23:40)	14,7	57 (01:30)	23 (01:10)	0	0	0	0	0
Vélez Blanco	Almería	12.5 (15:10)	3.8 (04:50)	8,1			0	0	0	0	0
Adra	Almería	21.0 (13:40)	11.9 (01:00)	16,4	19 (11:00)	10 (11:00)	0	0	0	0	0
El Ejido	Almería	23.6 (13:10)	10.3 (02:00)	17			0	0	0	0	0
Roquetas de Mar	Almería	18.4 (14:20)	7.3 (01:00)	12,8	26 (13:30)	16 (13:30)	0	0	0	0	0
Abla	Almería	16.6 (15:50)	9.3 (02:00)	13	40 (15:00)	15 (12:30)	0	0	0	0	0
Láujar de Andarax	Almería										
Almería Aeropuerto	Almería							0		0	0
Cabo de Gata	Almería	18.5 (13:40)	13.5 (03:30)	16	39 (04:50)	24 (05:30)	0	0	0	0	0
Garrucha, Puerto	Almería	23.0 (17:40)	15.5 (02:40)	19,3	42 (14:40)	27 (14:40)	0	0	0	0	0
Albox	Almería	20.8 (16:30)	11.8 (00:00)	16,3	73 (04:30)	55 (04:30)	0	0	0	0	0
Huercal Overa	Almería	22.4 (16:50)	13.5 (00:00)	17,9	56 (05:20)	31 (02:50)	0	0	0	0	0
Alborán	Almería										
Aramaio	Araba/Álava	10.5 (14:00)	8.7 (08:20)	9,6			43	17,2	14,8	3	8
Amurrio	Araba/Álava	12.6 (14:40)	10.7 (09:00)	11,7	26 (07:10)	14 (07:10)	12	2,8	5,8	2	1,4
Lalastra	Araba/Álava	10.2 (13:00)	7.0 (07:10)	8,6	45 (13:30)	25 (13:10)	1	0,2	0,6	0	0,2
Opakua	Araba/Álava	11.3 (14:10)	8.3 (00:50)	9,8	44 (06:40)	28 (06:40)	4,4	2,6	1	0,4	0,4
Vitoria Gasteiz Aeropuerto	Araba/Álava	13.2 (15:30)	9.5 (00:00)	11,3	54 (12:20)	33 (11:30)	6,7	3,9	1,9	0,1	0,8
Labastida	Araba/Álava	12.5 (16:00)	9.2 (00:00)	10,8	58 (05:20)	28 (05:00)	1,2	0,4	0	0	0,8
