España											
Actualizado: domingo, 05 enero 2014 a las 09:30 hora oficial											
Fecha: sábado, 04 enero 2014											
											
Estación	Provincia	Temperatura máxima (ºC)	Temperatura mínima (ºC)	Temperatura media (ºC)	Racha (km/h)	Velocidad máxima (km/h)	Precipitación 00-24h (mm)	Precipitación 00-06h (mm)	Precipitación 06-12h (mm)	Precipitación 12-18h (mm)	Precipitación 18-24h (mm)
Estaca de Bares	A Coruña	10.8 (00:00)	5.9 (14:40)	8,4	139 (10:40)	103 (10:40)	9,4	6,4	2,4	0,6	0
As Pontes	A Coruña	9.3 (00:00)	3.6 (11:20)	6,5							
A Coruña	A Coruña	11.7 (01:30)	7.4 (10:20)	9,5	94 (02:30)	44 (15:10)	7,8	6,4	0,8	0,6	0
A Coruña Aeropuerto	A Coruña	11.8 (02:30)	6.5 (11:10)	9,2	89 (05:50)	44 (05:50)	6,2	3,1	2,5	0,6	0
Carballo, Depuradora	A Coruña							6,4	2,6		
Cabo Vilan	A Coruña										
Vimianzo	A Coruña	10.7 (02:00)	5.0 (10:20)	7,8			0	0	0	0	0
Fisterra	A Coruña	11.5 (01:40)	5.7 (10:00)	8,6	129 (01:50)	94 (02:20)	17,2	7,6	6,2	3,2	0,2
Mazaricos	A Coruña	9.7 (01:50)	4.4 (10:20)	7			16,6	12,8	3,4	0	0,4
Sobrado	A Coruña	8.1 (00:00)	3.5 (11:10)	5,8			22,8	15,4	6,6	0,6	0,2
Santiago de Compostela Aeropuerto	A Coruña	9.8 (02:00)	4.7 (10:40)	7,3	98 (02:10)	51 (02:10)	13,4	9,1	4,2	0,1	0
Noia	A Coruña	12.2 (01:40)	5.8 (10:40)	9	77 (01:50)	34 (01:40)	16,4	11,8	4	0	0,6
Boiro	A Coruña	13.4 (01:40)	7.8 (10:30)	10,6			14,6	10	1,4	3	0,2
Padrón	A Coruña										
Santiago de Compostela	A Coruña	11.0 (02:00)	6.2 (10:40)	8,6	65 (02:00)	19 (02:00)	28,2	24,6	3,2	0,1	0,3
Rois, Casas do Porto	A Coruña	11.2 (01:50)	5.8 (10:20)	8,5			21,2	15,8	4,8	0	0,6
Ossa de Montiel	Albacete	11.0 (12:30)	2.1 (22:50)	6,5	77 (17:00)	43 (13:20)	15,8	4,2	1,2	10	0,4
Villarrobledo	Albacete				60 (14:50)	32 (16:20)	11,4	4,8	0	6,6	0
Munera	Albacete	11.1 (14:00)	1.7 (22:30)	6,4	74 (14:00)	35 (13:30)	14,4	2,6	1,6	9,8	0,4
Yeste, Embalse Fuensanta	Albacete	16.7 (14:40)	6.8 (23:10)	11,8			5,4	0	0,6	2,8	2
Yeste	Albacete	14.9 (13:30)	4.5 (23:10)	9,7			6,2	0	1	2	3,2
Hellín	Albacete	17.7 (14:10)	6.6 (22:30)	12,2	85 (19:40)	54 (19:40)	2,9	0	0,6	1,8	0,5
Tobarra	Albacete	18.0 (14:20)	6.0 (23:00)	12			2,6	0	0,4	1,6	0,6
Chinchilla	Albacete	14.5 (14:00)	1.5 (22:50)	8	93 (17:50)	58 (18:00)	6,2	0	3	2,7	0,5
Albacete	Albacete	14.8 (14:00)	4.2 (23:40)	9,5	78 (15:40)	34 (18:20)	6,5	0	2,9	3,4	0,2
Alcalá del Júcar	Albacete	14.2 (14:40)	3.6 (23:59)	8,9	77 (17:50)	40 (17:50)	4,6	0	0,4	3,6	0,6
Almansa	Albacete							0	0,2		
Orihuela	Alacant/Alicante	23.0 (14:40)	11.0 (08:30)	17	98 (20:50)	53 (20:50)	0	0	0	0	0
Pinoso	Alacant/Alicante	19.0 (14:40)	7.5 (23:00)	13,3	66 (21:40)	30 (21:40)	0,7	0	0	0	0,7
Rojales	Alacant/Alicante	22.7 (14:50)	12.6 (07:30)	17,7	81 (19:20)	48 (19:20)	0	0	0	0	0
Villena	Alacant/Alicante	20.3 (15:20)	6.7 (23:30)	13,5	74 (21:20)	47 (22:20)	1,2	0	0	0	1,2
Novelda	Alacant/Alicante	22.3 (15:10)	10.5 (23:20)	16,4			0	0	0	0	0
Elche/Elx	Alacant/Alicante	23.7 (15:50)	11.3 (23:40)	17,5			0	0	0	0	0
Alicante/Alacant Aeropuerto	Alacant/Alicante	21.7 (14:10)	12.0 (23:40)	16,9	89 (19:20)	62 (19:20)	0	0	0	0	0
Alicante/Alacant	Alacant/Alicante	22.2 (14:20)	11.7 (23:50)	17	71 (23:40)	31 (23:40)	0	0	0	0	0
Jávea/ Xàbia	Alacant/Alicante	20.4 (13:10)	11.2 (03:00)	15,8	75 (19:30)	45 (19:30)	0	0	0	0	0
Pego	Alacant/Alicante	23.8 (15:10)	10.9 (21:30)	17,3	78 (18:40)	45 (18:40)	1,2	0	0	0	1,2
